	Maupassant_PierreJean_0	Maupassant_PierreJean_1	Maupassant_PierreJean_2	Maupassant_PierreJean_3	Maupassant_PierreJean_4	Maupassant_PierreJean_5	Maupassant_PierreJean_6	Maupassant_PierreJean_7	Maupassant_PierreJean_8	Maupassant_PierreJean_9	Maupassant_PierreJean_10	Maupassant_PierreJean_sum
fit_VER:simp_faire	3.0	2.0	0.0	8.0	1.0	1.0	1.0	2.0	3.0	1.0	3.0	25.0
-même_ADJ_même	0.0	5.0	2.0	1.0	6.0	1.0	5.0	2.0	1.0	2.0	0.0	25.0
mit_VER:simp_mettre	2.0	3.0	1.0	3.0	3.0	3.0	5.0	2.0	1.0	1.0	1.0	25.0
parler_VER:infi_parler	0.0	2.0	1.0	3.0	1.0	3.0	6.0	2.0	5.0	1.0	1.0	25.0
tant_ADV_tant	3.0	0.0	2.0	2.0	2.0	2.0	0.0	6.0	5.0	3.0	0.0	25.0
eût_VER:subi_avoir	4.0	1.0	1.0	5.0	5.0	2.0	1.0	2.0	2.0	1.0	1.0	25.0
pour_KON_pour	3.0	3.0	3.0	2.0	2.0	2.0	0.0	1.0	6.0	3.0	0.0	25.0
serait_VER:cond_être	1.0	2.0	3.0	2.0	2.0	2.0	1.0	3.0	7.0	1.0	0.0	24.0
va_VER:pres_aller	2.0	1.0	1.0	1.0	0.0	6.0	0.0	3.0	2.0	6.0	2.0	24.0
entre_PRP_entre	4.0	1.0	2.0	1.0	4.0	2.0	5.0	2.0	0.0	0.0	3.0	24.0
ton_DET:POS_ton	0.0	0.0	2.0	3.0	0.0	1.0	2.0	4.0	8.0	2.0	2.0	24.0
vrai_ADJ_vrai	0.0	1.0	1.0	5.0	1.0	1.0	1.0	11.0	2.0	0.0	1.0	24.0
Mais_NAM_Mais	1.0	1.0	1.0	3.0	0.0	7.0	2.0	3.0	1.0	4.0	0.0	23.0
avoir_VER:infi_avoir	2.0	4.0	5.0	3.0	2.0	0.0	1.0	3.0	2.0	1.0	0.0	23.0
près_ADV_près	2.0	2.0	1.0	0.0	4.0	4.0	5.0	2.0	1.0	2.0	0.0	23.0
aurait_VER:cond_avoir	1.0	2.0	6.0	0.0	6.0	1.0	3.0	2.0	2.0	0.0	0.0	23.0
chaque_PRO:IND_chaque	7.0	1.0	1.0	3.0	1.0	3.0	6.0	0.0	0.0	1.0	0.0	23.0
d’un_NOM_d’un	2.0	1.0	1.0	4.0	1.0	2.0	7.0	1.0	1.0	3.0	0.0	23.0
capitaine_NOM_capitaine	4.0	0.0	3.0	3.0	1.0	0.0	3.0	0.0	2.0	4.0	3.0	23.0
En_PRP_en	4.0	2.0	2.0	1.0	2.0	2.0	3.0	0.0	2.0	5.0	0.0	23.0
suite_NOM_suite	1.0	3.0	5.0	1.0	2.0	1.0	1.0	2.0	4.0	2.0	1.0	23.0
avant_PRP_avant	2.0	4.0	3.0	1.0	2.0	5.0	2.0	0.0	1.0	1.0	2.0	23.0
c’était_VER:impf_c’était	0.0	2.0	0.0	5.0	2.0	6.0	1.0	4.0	1.0	1.0	1.0	23.0
C’était_NAM_C’était	2.0	3.0	1.0	1.0	6.0	4.0	2.0	0.0	1.0	2.0	0.0	22.0
chambre_NOM_chambre	0.0	1.0	1.0	0.0	4.0	2.0	3.0	6.0	2.0	2.0	1.0	22.0
es_VER:pres_être	2.0	2.0	1.0	2.0	0.0	1.0	4.0	9.0	1.0	0.0	0.0	22.0
Il_NOM_Il	1.0	5.0	1.0	3.0	1.0	3.0	4.0	1.0	2.0	1.0	0.0	22.0
fond_NOM_fond	2.0	1.0	1.0	5.0	1.0	0.0	6.0	2.0	1.0	3.0	0.0	22.0
famille_NOM_famille	2.0	1.0	2.0	1.0	1.0	5.0	3.0	1.0	3.0	2.0	1.0	22.0
d’une_VER:subp_d’une	1.0	0.0	6.0	3.0	2.0	0.0	3.0	2.0	1.0	3.0	1.0	22.0
autre_ADJ_autre	2.0	0.0	2.0	2.0	5.0	0.0	2.0	2.0	7.0	0.0	0.0	22.0
port_NOM_port	3.0	2.0	0.0	4.0	6.0	1.0	0.0	0.0	2.0	2.0	2.0	22.0
hommes_NOM_homme	4.0	1.0	2.0	1.0	1.0	6.0	3.0	2.0	0.0	1.0	1.0	22.0
seul_ADJ_seul	2.0	4.0	4.0	2.0	4.0	0.0	4.0	1.0	0.0	0.0	1.0	22.0
un_NUM_un	0.0	0.0	3.0	5.0	6.0	2.0	0.0	1.0	3.0	1.0	1.0	22.0
Sa_DET:POS_son	1.0	1.0	2.0	1.0	7.0	5.0	0.0	2.0	1.0	2.0	0.0	22.0
veux_VER:pres_vouloir	0.0	4.0	2.0	1.0	0.0	4.0	2.0	3.0	4.0	2.0	0.0	22.0
pêche_NOM_pêche	6.0	2.0	0.0	2.0	0.0	2.0	7.0	0.0	0.0	2.0	0.0	21.0
Ce_PRO:DEM_ce	2.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	4.0	3.0	0.0	21.0
bout_NOM_bout	2.0	3.0	1.0	1.0	0.0	3.0	6.0	2.0	0.0	2.0	1.0	21.0
envie_NOM_envie	1.0	1.0	1.0	4.0	2.0	2.0	2.0	2.0	0.0	6.0	0.0	21.0
parce_KON_parce	1.0	2.0	1.0	1.0	3.0	1.0	0.0	8.0	1.0	1.0	2.0	21.0
Ils_PRO:PER_il	1.0	1.0	2.0	0.0	4.0	1.0	6.0	2.0	2.0	2.0	0.0	21.0
avaient_VER:impf_avoir	2.0	2.0	0.0	1.0	4.0	3.0	0.0	2.0	3.0	4.0	0.0	21.0
chercher_VER:infi_chercher	1.0	5.0	1.0	2.0	2.0	3.0	2.0	1.0	3.0	1.0	0.0	21.0
s’il_NOM_s’il	0.0	1.0	3.0	2.0	6.0	1.0	2.0	4.0	2.0	0.0	0.0	21.0
lit_NOM_lit	0.0	0.0	2.0	1.0	4.0	2.0	0.0	4.0	3.0	3.0	1.0	20.0
Son_DET:POS_son	1.0	1.0	0.0	3.0	2.0	6.0	1.0	1.0	1.0	3.0	1.0	20.0
s’écria_VER:simp_s’écria	3.0	2.0	1.0	2.0	0.0	2.0	3.0	1.0	3.0	2.0	1.0	20.0
afin_KON_afin	2.0	1.0	3.0	2.0	1.0	0.0	5.0	2.0	0.0	3.0	1.0	20.0
plein_ADJ_plein	3.0	0.0	3.0	4.0	0.0	1.0	5.0	3.0	0.0	1.0	0.0	20.0
eu_VER:pper_avoir	1.0	2.0	4.0	2.0	2.0	2.0	2.0	0.0	3.0	2.0	0.0	20.0
soudain_ADV_soudain	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	0.0	5.0	1.0	20.0
pu_VER:pper_pouvoir	0.0	1.0	3.0	2.0	6.0	2.0	1.0	1.0	1.0	3.0	0.0	20.0
figure_NOM_figure	0.0	3.0	1.0	0.0	5.0	5.0	1.0	5.0	0.0	0.0	0.0	20.0
bateau_NOM_bateau	6.0	0.0	1.0	2.0	1.0	4.0	0.0	0.0	0.0	3.0	3.0	20.0
fallait_VER:impf_falloir	1.0	0.0	2.0	1.0	7.0	0.0	1.0	3.0	1.0	4.0	0.0	20.0
étaient_VER:impf_être	2.0	1.0	4.0	2.0	1.0	0.0	2.0	5.0	1.0	2.0	0.0	20.0
mouvement_NOM_mouvement	4.0	4.0	1.0	0.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	20.0
alors_ADV_alors	1.0	4.0	1.0	2.0	2.0	3.0	0.0	1.0	5.0	1.0	0.0	20.0
n’était_VER:impf_n’était	0.0	1.0	6.0	0.0	4.0	1.0	0.0	3.0	3.0	2.0	0.0	20.0
pas_NOM_pas	0.0	5.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	4.0	1.0	20.0
jusqu’au_NOM_jusqu’au	3.0	0.0	5.0	2.0	2.0	3.0	1.0	1.0	2.0	0.0	0.0	19.0
ainsi_ADV_ainsi	1.0	1.0	1.0	2.0	4.0	1.0	5.0	0.0	1.0	3.0	0.0	19.0
regard_NOM_regard	2.0	1.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	2.0	1.0	19.0
mois_NOM_moi|mois	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	5.0	5.0	1.0	19.0
besoin_NOM_besoin	0.0	2.0	5.0	0.0	1.0	4.0	1.0	1.0	2.0	3.0	0.0	19.0
doute_NOM_doute	1.0	1.0	3.0	3.0	4.0	3.0	0.0	1.0	0.0	2.0	1.0	19.0
choses_NOM_chose	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	0.0	19.0
là_ADV_là	3.0	2.0	5.0	1.0	1.0	1.0	0.0	2.0	1.0	2.0	1.0	19.0
mot_NOM_mot	4.0	4.0	1.0	0.0	2.0	0.0	2.0	3.0	2.0	0.0	1.0	19.0
table_NOM_table	0.0	2.0	3.0	3.0	1.0	3.0	0.0	1.0	2.0	4.0	0.0	19.0
pauvre_ADJ_pauvre	0.0	3.0	1.0	1.0	0.0	0.0	0.0	5.0	4.0	4.0	1.0	19.0
pris_VER:pper_prendre	3.0	1.0	4.0	2.0	1.0	3.0	1.0	1.0	0.0	2.0	1.0	19.0
enfant_NOM_enfant	1.0	0.0	0.0	1.0	3.0	1.0	2.0	7.0	2.0	1.0	1.0	19.0
souvent_ADV_souvent	2.0	4.0	5.0	1.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	19.0
mari_NOM_mari	6.0	0.0	0.0	0.0	3.0	3.0	1.0	0.0	4.0	0.0	2.0	19.0
peut-être_ADV_peut-être	0.0	2.0	2.0	2.0	5.0	3.0	0.0	0.0	3.0	2.0	0.0	19.0
côté_NOM_côté	4.0	2.0	0.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0	0.0	19.0
ami_NOM_ami	1.0	5.0	3.0	2.0	2.0	0.0	0.0	0.0	3.0	2.0	1.0	19.0
loin_ADV_loin	1.0	2.0	0.0	0.0	2.0	3.0	5.0	1.0	1.0	2.0	1.0	18.0
peine_NOM_peine	1.0	0.0	4.0	0.0	3.0	1.0	2.0	3.0	0.0	4.0	0.0	18.0
gens_NOM_gens	2.0	3.0	2.0	1.0	1.0	3.0	1.0	0.0	2.0	3.0	0.0	18.0
l’un_NOM_l’un	4.0	0.0	0.0	3.0	5.0	1.0	3.0	1.0	1.0	0.0	0.0	18.0
salon_NOM_salon	1.0	1.0	1.0	0.0	1.0	6.0	0.0	6.0	1.0	1.0	0.0	18.0
air_NOM_air	7.0	1.0	2.0	0.0	0.0	3.0	1.0	2.0	0.0	2.0	0.0	18.0
dès_PRP_dès	3.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	3.0	2.0	2.0	18.0
face_NOM_face	2.0	0.0	4.0	0.0	0.0	0.0	5.0	1.0	3.0	3.0	0.0	18.0
côte_NOM_côte	3.0	1.0	0.0	2.0	0.0	1.0	5.0	1.0	2.0	3.0	0.0	18.0
vais_VER:pres_aller	0.0	5.0	3.0	0.0	0.0	2.0	1.0	1.0	4.0	2.0	0.0	18.0
nouvelle_ADJ_nouveau	3.0	4.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	18.0
prit_VER:simp_prendre	3.0	1.0	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	18.0
dit_VER:pper_dire	1.0	2.0	3.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	18.0
Si_KON_si	0.0	0.0	2.0	0.0	0.0	5.0	3.0	2.0	4.0	2.0	0.0	18.0
moment_NOM_moment	2.0	3.0	1.0	1.0	2.0	3.0	2.0	0.0	1.0	2.0	1.0	18.0
entra_VER:simp_entrer	0.0	0.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	3.0	0.0	17.0
Havre_NAM_Havre	5.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	17.0
portrait_NOM_portrait	0.0	0.0	0.0	0.0	1.0	15.0	0.0	1.0	0.0	0.0	0.0	17.0
première_NUM_premier	0.0	3.0	0.0	1.0	0.0	3.0	1.0	1.0	2.0	6.0	0.0	17.0
bruit_NOM_bruit	3.0	5.0	2.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	17.0
quatre_NUM_quatre	5.0	2.0	1.0	2.0	0.0	2.0	1.0	0.0	1.0	3.0	0.0	17.0
Paris_NAM_Paris	2.0	6.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	1.0	0.0	17.0
dis_VER:pres_dire	1.0	1.0	1.0	1.0	0.0	0.0	1.0	9.0	2.0	1.0	0.0	17.0
voyait_VER:impf_voir	2.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0	0.0	3.0	0.0	17.0
seulement_ADV_seulement	1.0	1.0	1.0	1.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	17.0
corps_NOM_corps	2.0	2.0	2.0	1.0	2.0	0.0	0.0	3.0	2.0	3.0	0.0	17.0
rue_NOM_rue	2.0	3.0	0.0	0.0	3.0	2.0	0.0	2.0	2.0	3.0	0.0	17.0
devait_VER:impf_devoir	1.0	0.0	4.0	1.0	4.0	1.0	1.0	2.0	1.0	2.0	0.0	17.0
mille_NUM_mille	0.0	1.0	7.0	2.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	17.0
fait_VER:pres_faire	2.0	4.0	2.0	2.0	4.0	0.0	0.0	1.0	1.0	1.0	0.0	17.0
d’abord_NOM_d’abord	0.0	5.0	1.0	1.0	1.0	0.0	2.0	4.0	3.0	0.0	0.0	17.0
bouche_NOM_bouche	1.0	1.0	1.0	4.0	2.0	2.0	0.0	2.0	3.0	1.0	0.0	17.0
Un_DET:ART_un	2.0	2.0	2.0	1.0	4.0	1.0	0.0	2.0	0.0	1.0	1.0	16.0
verre_NOM_verre	0.0	1.0	2.0	7.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	16.0
Marowsko_NAM_Marowsko	0.0	3.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	16.0
partir_VER:infi_partir	3.0	1.0	0.0	2.0	2.0	3.0	0.0	1.0	2.0	2.0	0.0	16.0
vite_ADV_vite	2.0	0.0	1.0	2.0	0.0	3.0	2.0	0.0	3.0	1.0	2.0	16.0
façon_NOM_façon	2.0	1.0	5.0	3.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	16.0
cependant_ADV_cependant	3.0	2.0	2.0	1.0	1.0	2.0	0.0	3.0	1.0	1.0	0.0	16.0
âme_NOM_âme	2.0	1.0	2.0	1.0	3.0	0.0	0.0	2.0	4.0	1.0	0.0	16.0
Tu_NAM_Tu	0.0	2.0	1.0	2.0	0.0	2.0	0.0	1.0	5.0	1.0	2.0	16.0
raison_NOM_raison	0.0	0.0	1.0	2.0	5.0	5.0	1.0	0.0	1.0	1.0	0.0	16.0
place_NOM_place	2.0	3.0	1.0	2.0	0.0	2.0	1.0	0.0	1.0	4.0	0.0	16.0
n’y_NOM_n’y	0.0	3.0	0.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	16.0
travers_NOM_travers	0.0	1.0	2.0	1.0	2.0	1.0	6.0	2.0	0.0	0.0	1.0	16.0
tandis_KON_tandis	3.0	0.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	0.0	16.0
terre_NOM_terre	0.0	1.0	2.0	2.0	3.0	2.0	0.0	0.0	1.0	3.0	2.0	16.0
francs_NOM_franc	0.0	1.0	10.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	15.0
voilà_ADV_voilà	0.0	5.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	5.0	15.0
ville_NOM_ville	2.0	2.0	1.0	2.0	1.0	3.0	1.0	0.0	1.0	0.0	2.0	15.0
effet_NOM_effet	0.0	1.0	5.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	1.0	15.0
manger_VER:infi_manger	0.0	1.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	1.0	0.0	15.0
amis_NOM_ami	0.0	2.0	3.0	6.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	15.0
Non_NAM_Non	0.0	1.0	1.0	1.0	0.0	1.0	1.0	4.0	4.0	2.0	0.0	15.0
parlait_VER:impf_parler	4.0	0.0	2.0	3.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	15.0
trouvait_VER:impf_trouver	0.0	3.0	3.0	3.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	15.0
Oh_INT_oh	0.0	0.0	0.0	0.0	0.0	3.0	2.0	4.0	3.0	2.0	1.0	15.0
jusqu’à_NOM_jusqu’à	5.0	0.0	3.0	1.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0	15.0
eux_PRO:PER_eux	2.0	2.0	0.0	2.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	15.0
qu’elle_ADJ_qu’elle	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	2.0	15.0
mort_NOM_mort	4.0	4.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	0.0	15.0
Alors_NAM_Alors	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	0.0	15.0
enfants_NOM_enfant	3.0	3.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	15.0
-moi_PRO:PER_moi	1.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	7.0	0.0	0.0	15.0
derrière_PRP_derrière	2.0	4.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	2.0	0.0	15.0
celle_PRO:DEM_celui	0.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	2.0	3.0	1.0	15.0
À_PRP_à	4.0	1.0	0.0	3.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	15.0
œil_NOM_œil	2.0	0.0	1.0	1.0	3.0	4.0	1.0	0.0	1.0	2.0	0.0	15.0
pourtant_ADV_pourtant	1.0	3.0	2.0	0.0	3.0	3.0	2.0	1.0	0.0	0.0	0.0	15.0
puisque_KON_puisque	0.0	1.0	1.0	2.0	2.0	4.0	1.0	1.0	2.0	1.0	0.0	15.0
notre_DET:POS_notre	1.0	3.0	1.0	2.0	3.0	2.0	0.0	1.0	1.0	0.0	1.0	15.0
autres_ADJ_autre	0.0	2.0	0.0	2.0	1.0	4.0	1.0	0.0	1.0	4.0	0.0	15.0
assis_VER:pper_asseoir	1.0	2.0	4.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	15.0
voulait_VER:impf_vouloir	0.0	0.0	1.0	1.0	1.0	4.0	4.0	2.0	0.0	1.0	1.0	15.0
Mais_VER:impf_Mais	1.0	3.0	0.0	1.0	3.0	1.0	0.0	2.0	3.0	1.0	0.0	15.0
aller_VER:infi_aller	0.0	2.0	1.0	0.0	3.0	1.0	1.0	1.0	2.0	1.0	3.0	15.0
plaisir_NOM_plaisir	2.0	4.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	2.0	0.0	15.0
Ah_NAM_Ah	1.0	2.0	0.0	2.0	0.0	0.0	3.0	3.0	1.0	2.0	1.0	15.0
tard_ADV_tard	2.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	1.0	15.0
elles_PRO:PER_elle	4.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	14.0
sont_VER:pres_être	2.0	1.0	2.0	3.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	14.0
seconde_NUM_second	0.0	1.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	3.0	3.0	14.0
comment_ADV_comment	1.0	0.0	4.0	3.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	14.0
Une_DET:ART_un	2.0	1.0	0.0	4.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	14.0
possible_ADJ_possible	0.0	1.0	2.0	0.0	3.0	1.0	0.0	3.0	2.0	1.0	1.0	14.0
alla_VER:simp_aller	0.0	4.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	14.0
s’en_NOM_s’en	0.0	4.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	2.0	1.0	14.0
ans_NOM_an	7.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	14.0
votre_DET:POS_votre	1.0	2.0	0.0	3.0	0.0	0.0	5.0	2.0	0.0	1.0	0.0	14.0
dit-il_NOM_dit-il	2.0	1.0	1.0	3.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	14.0
garçon_NOM_garçon	2.0	0.0	3.0	2.0	1.0	1.0	0.0	2.0	2.0	0.0	1.0	14.0
Oh_NAM_Oh	1.0	0.0	0.0	1.0	0.0	1.0	5.0	3.0	0.0	3.0	0.0	14.0
matin_NOM_matin	1.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	3.0	3.0	0.0	14.0
notaire_NOM_notaire	3.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0
médecin_NOM_médecin	0.0	3.0	2.0	1.0	1.0	1.0	0.0	0.0	3.0	3.0	0.0	14.0
tour_NOM_tour	0.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	14.0
ici_ADV_ici	0.0	3.0	0.0	1.0	0.0	0.0	5.0	0.0	3.0	1.0	1.0	14.0
assez_ADV_assez	2.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	4.0	1.0	0.0	14.0
riche_ADJ_riche	1.0	1.0	4.0	1.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	14.0
jetée_NOM_jetée	2.0	2.0	1.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0
beau_ADJ_beau	1.0	1.0	1.0	3.0	2.0	0.0	1.0	1.0	2.0	1.0	1.0	14.0
fût_VER:subi_être	0.0	2.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	0.0	0.0	14.0
venait_VER:impf_venir	3.0	2.0	0.0	1.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	14.0
gros_ADJ_gros	2.0	1.0	2.0	1.0	0.0	3.0	2.0	0.0	0.0	3.0	0.0	14.0
sentit_VER:simp_sentir	0.0	1.0	0.0	1.0	2.0	0.0	1.0	3.0	2.0	4.0	0.0	14.0
répétait_VER:impf_répéter	0.0	3.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	3.0	13.0
Certes_ADV_certes	1.0	1.0	2.0	1.0	4.0	1.0	1.0	0.0	2.0	0.0	0.0	13.0
demandait_VER:impf_demander	3.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	13.0
Dieu_NOM_Dieu	1.0	2.0	1.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	13.0
d’ailleurs_NOM_d’ailleurs	1.0	3.0	4.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	13.0
navire_NOM_navire	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	6.0	3.0	13.0
Ah_INT_ah	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	5.0	0.0	0.0	13.0
ciel_NOM_ciel	4.0	3.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	13.0
vieux_ADJ_vieux	2.0	2.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	13.0
ayant_VER:ppre_avoir	0.0	1.0	2.0	0.0	2.0	1.0	3.0	2.0	1.0	1.0	0.0	13.0
joie_NOM_joie	2.0	2.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	13.0
sortit_VER:simp_sortir	0.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	4.0	1.0	1.0	13.0
comprendre_VER:infi_comprendre	2.0	0.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	0.0	13.0
petits_ADJ_petit	1.0	3.0	3.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	13.0
lèvres_NOM_lèvre	0.0	2.0	2.0	2.0	1.0	1.0	3.0	0.0	2.0	0.0	0.0	13.0
peur_NOM_peur	1.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	3.0	0.0	0.0	13.0
ta_DET:POS_ton	0.0	1.0	1.0	2.0	0.0	2.0	0.0	4.0	0.0	3.0	0.0	13.0
calme_ADJ_calme	2.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	4.0	1.0	13.0
l’air_NOM_l’air	2.0	1.0	2.0	0.0	2.0	3.0	1.0	1.0	0.0	0.0	1.0	13.0
autrefois_ADV_autrefois	1.0	2.0	0.0	1.0	2.0	3.0	4.0	0.0	0.0	0.0	0.0	13.0
celui_PRO:DEM_celui	2.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	2.0	2.0	0.0	13.0
heure_NOM_heure	1.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	3.0	1.0	0.0	13.0
qu’ils_NOM_qu’ils	1.0	1.0	1.0	0.0	1.0	2.0	2.0	3.0	2.0	0.0	0.0	13.0
savoir_VER:infi_savoir	0.0	1.0	2.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	0.0	13.0
n’ai_VER:simp_n’ai	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	5.0	1.0	13.0
premier_NUM_premier	0.0	0.0	6.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	13.0
idée_NOM_idée	0.0	2.0	3.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	0.0	13.0
là-bas_ADV_là-bas	4.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	13.0
fort_ADJ_fort	1.0	1.0	1.0	3.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	13.0
Comment_ADV_comment	0.0	0.0	2.0	0.0	7.0	0.0	0.0	1.0	1.0	1.0	1.0	13.0
simple_ADJ_simple	0.0	1.0	3.0	3.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	13.0
qu’un_ADJ_qu’un	2.0	0.0	3.0	3.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	13.0
enfin_ADV_enfin	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	3.0	12.0
vint_VER:simp_venir	1.0	3.0	3.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	12.0
grands_ADJ_grand	3.0	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	12.0
s’en_ADJ_s’en	2.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	12.0
pendant_PRP_pendant	1.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	2.0	2.0	0.0	12.0
l’heure_NOM_l’heure	1.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	2.0	0.0	1.0	12.0
seule_ADJ_seul	1.0	0.0	1.0	1.0	0.0	0.0	1.0	4.0	2.0	0.0	2.0	12.0
fille_NOM_fille	1.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	12.0
milieu_NOM_milieu	1.0	0.0	2.0	2.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	12.0
parents_NOM_parent|parents	1.0	0.0	3.0	1.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	12.0
Louise_NAM_Louise	0.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	2.0	2.0	0.0	12.0
content_ADJ_content	0.0	2.0	3.0	3.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	12.0
cinq_NUM_cinq	6.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	12.0
mes_DET:POS_mon	0.0	1.0	1.0	1.0	3.0	1.0	0.0	2.0	1.0	2.0	0.0	12.0
