	Gaboriau_Lerouge_0	Gaboriau_Lerouge_1	Gaboriau_Lerouge_2	Gaboriau_Lerouge_3	Gaboriau_Lerouge_4	Gaboriau_Lerouge_5	Gaboriau_Lerouge_6	Gaboriau_Lerouge_7	Gaboriau_Lerouge_8	Gaboriau_Lerouge_9	Gaboriau_Lerouge_10	Gaboriau_Lerouge_11	Gaboriau_Lerouge_12	Gaboriau_Lerouge_13	Gaboriau_Lerouge_14	Gaboriau_Lerouge_15	Gaboriau_Lerouge_16	Gaboriau_Lerouge_17	Gaboriau_Lerouge_18	Gaboriau_Lerouge_19	Gaboriau_Lerouge_20	Gaboriau_Lerouge_21	Gaboriau_Lerouge_22	Gaboriau_Lerouge_23	Gaboriau_Lerouge_24	Gaboriau_Lerouge_25	Gaboriau_Lerouge_26	Gaboriau_Lerouge_27	Gaboriau_Lerouge_28	Gaboriau_Lerouge_29	Gaboriau_Lerouge_30	Gaboriau_Lerouge_sum
Mais_KON_mais	6.0	6.0	5.0	8.0	5.0	3.0	4.0	7.0	7.0	11.0	10.0	7.0	6.0	5.0	5.0	7.0	2.0	8.0	7.0	9.0	9.0	5.0	7.0	8.0	12.0	7.0	7.0	7.0	5.0	7.0	2.0	204.0
donc_ADV_donc	3.0	9.0	5.0	10.0	7.0	3.0	5.0	2.0	3.0	5.0	5.0	3.0	14.0	6.0	4.0	6.0	8.0	6.0	7.0	4.0	11.0	4.0	10.0	8.0	10.0	6.0	13.0	8.0	12.0	5.0	2.0	204.0
être_VER:infi_être	6.0	1.0	9.0	4.0	10.0	7.0	7.0	4.0	8.0	6.0	3.0	6.0	4.0	9.0	7.0	5.0	6.0	5.0	10.0	7.0	7.0	10.0	7.0	14.0	4.0	6.0	5.0	3.0	9.0	6.0	2.0	197.0
La_DET:ART_le	10.0	5.0	8.0	10.0	5.0	4.0	4.0	9.0	9.0	3.0	6.0	8.0	6.0	4.0	6.0	7.0	7.0	5.0	8.0	5.0	8.0	7.0	3.0	1.0	8.0	6.0	4.0	8.0	7.0	12.0	2.0	195.0
si_KON_si	5.0	5.0	8.0	5.0	4.0	7.0	9.0	6.0	7.0	6.0	6.0	6.0	10.0	7.0	6.0	4.0	6.0	6.0	9.0	4.0	2.0	8.0	7.0	6.0	11.0	6.0	6.0	3.0	9.0	5.0	0.0	189.0
la_PRO:PER_la	7.0	4.0	2.0	5.0	8.0	4.0	14.0	5.0	17.0	8.0	0.0	3.0	7.0	6.0	3.0	10.0	6.0	3.0	1.0	4.0	6.0	6.0	4.0	7.0	13.0	4.0	4.0	10.0	4.0	11.0	1.0	187.0
Commarin_NAM_Commarin	0.0	0.0	0.0	0.0	6.0	6.0	0.0	6.0	0.0	4.0	5.0	12.0	17.0	12.0	7.0	13.0	16.0	5.0	6.0	9.0	1.0	3.0	5.0	5.0	17.0	4.0	3.0	4.0	5.0	8.0	2.0	181.0
»_PUN:cit_»	6.0	10.0	8.0	2.0	1.0	26.0	1.0	3.0	2.0	3.0	1.0	12.0	1.0	0.0	5.0	3.0	19.0	12.0	3.0	6.0	1.0	9.0	4.0	5.0	4.0	8.0	9.0	5.0	3.0	5.0	1.0	178.0
femme_NOM_femme	10.0	3.0	7.0	9.0	9.0	5.0	15.0	6.0	4.0	1.0	1.0	0.0	4.0	2.0	3.0	2.0	3.0	3.0	0.0	5.0	7.0	4.0	5.0	3.0	2.0	5.0	18.0	13.0	16.0	7.0	1.0	173.0
fils_NOM_fil|fils	1.0	3.0	3.0	9.0	17.0	6.0	1.0	3.0	3.0	1.0	3.0	8.0	19.0	18.0	1.0	6.0	7.0	2.0	3.0	13.0	0.0	5.0	1.0	0.0	3.0	7.0	6.0	7.0	5.0	5.0	2.0	168.0
J'_PRO:PER_je	4.0	4.0	7.0	4.0	10.0	14.0	7.0	3.0	2.0	2.0	1.0	8.0	4.0	6.0	7.0	11.0	1.0	7.0	6.0	6.0	8.0	2.0	1.0	6.0	2.0	8.0	7.0	10.0	3.0	4.0	1.0	166.0
faire_VER:infi_faire	5.0	6.0	8.0	5.0	6.0	8.0	3.0	6.0	7.0	3.0	6.0	5.0	5.0	6.0	3.0	4.0	6.0	4.0	4.0	2.0	7.0	2.0	4.0	9.0	6.0	4.0	9.0	9.0	7.0	6.0	0.0	165.0
ou_KON_ou	7.0	6.0	5.0	1.0	3.0	7.0	7.0	9.0	8.0	3.0	5.0	4.0	10.0	5.0	12.0	3.0	6.0	4.0	5.0	5.0	4.0	9.0	3.0	2.0	4.0	5.0	3.0	7.0	4.0	7.0	1.0	164.0
les_PRO:PER_la|le	7.0	1.0	12.0	5.0	14.0	4.0	11.0	9.0	5.0	1.0	6.0	10.0	7.0	5.0	5.0	3.0	7.0	4.0	1.0	4.0	10.0	4.0	1.0	2.0	7.0	3.0	4.0	2.0	2.0	6.0	2.0	164.0
ces_PRO:DEM_ce	3.0	5.0	9.0	5.0	14.0	9.0	1.0	6.0	3.0	1.0	6.0	5.0	5.0	8.0	4.0	5.0	10.0	5.0	6.0	3.0	4.0	5.0	6.0	8.0	8.0	5.0	3.0	3.0	3.0	4.0	1.0	163.0
cela_PRO:DEM_cela	6.0	3.0	6.0	9.0	4.0	6.0	6.0	7.0	6.0	4.0	2.0	3.0	5.0	3.0	6.0	7.0	1.0	11.0	5.0	0.0	11.0	4.0	8.0	6.0	6.0	1.0	10.0	8.0	1.0	5.0	2.0	162.0
On_PRO:PER_on	12.0	3.0	5.0	7.0	4.0	6.0	1.0	8.0	7.0	3.0	6.0	3.0	2.0	6.0	9.0	3.0	0.0	10.0	3.0	6.0	5.0	3.0	2.0	3.0	4.0	10.0	7.0	6.0	5.0	6.0	2.0	157.0
rien_ADV_rien	7.0	4.0	3.0	3.0	9.0	4.0	4.0	4.0	2.0	3.0	3.0	4.0	5.0	3.0	10.0	6.0	6.0	3.0	7.0	6.0	3.0	3.0	3.0	7.0	8.0	5.0	7.0	13.0	3.0	7.0	1.0	156.0
où_PRO:REL_où	8.0	4.0	3.0	4.0	7.0	6.0	7.0	7.0	6.0	4.0	4.0	3.0	7.0	1.0	8.0	5.0	5.0	1.0	6.0	4.0	1.0	6.0	8.0	4.0	5.0	7.0	6.0	5.0	8.0	4.0	1.0	155.0
autre_ADJ_autre	9.0	6.0	0.0	6.0	5.0	3.0	6.0	2.0	5.0	9.0	3.0	5.0	6.0	10.0	3.0	5.0	5.0	4.0	3.0	6.0	5.0	5.0	6.0	4.0	5.0	3.0	12.0	4.0	5.0	4.0	0.0	154.0
Gerdy_NAM_Gerdy	0.0	0.0	2.0	24.0	13.0	4.0	3.0	4.0	0.0	0.0	1.0	3.0	7.0	7.0	13.0	11.0	6.0	3.0	1.0	7.0	7.0	6.0	0.0	0.0	6.0	2.0	2.0	7.0	7.0	7.0	1.0	154.0
avoir_VER:infi_avoir	10.0	1.0	4.0	2.0	2.0	2.0	1.0	3.0	4.0	9.0	7.0	5.0	4.0	7.0	8.0	10.0	2.0	4.0	5.0	4.0	1.0	4.0	11.0	4.0	7.0	8.0	2.0	5.0	8.0	7.0	1.0	152.0
chez_PRP_chez	4.0	2.0	6.0	2.0	3.0	9.0	2.0	4.0	5.0	8.0	1.0	10.0	1.0	4.0	2.0	5.0	5.0	2.0	6.0	5.0	12.0	5.0	3.0	6.0	3.0	7.0	9.0	9.0	7.0	3.0	1.0	151.0
avez_VER:pres_avoir	1.0	0.0	2.0	7.0	3.0	4.0	12.0	1.0	2.0	6.0	3.0	4.0	14.0	6.0	2.0	3.0	5.0	14.0	9.0	3.0	13.0	2.0	5.0	4.0	3.0	5.0	4.0	2.0	8.0	1.0	0.0	148.0
«_PUN:cit_«	6.0	6.0	3.0	2.0	1.0	23.0	0.0	2.0	2.0	3.0	1.0	6.0	1.0	0.0	5.0	2.0	13.0	12.0	3.0	6.0	1.0	9.0	4.0	5.0	2.0	5.0	8.0	5.0	4.0	4.0	1.0	145.0
tous_PRO:IND_tout	9.0	4.0	3.0	5.0	1.0	2.0	2.0	4.0	2.0	4.0	7.0	7.0	5.0	7.0	4.0	5.0	12.0	4.0	6.0	11.0	2.0	4.0	6.0	6.0	1.0	4.0	6.0	5.0	1.0	2.0	1.0	142.0
Ce_PRO:DEM_ce	4.0	4.0	6.0	7.0	3.0	3.0	9.0	4.0	10.0	3.0	5.0	3.0	3.0	1.0	4.0	4.0	3.0	11.0	4.0	4.0	7.0	7.0	4.0	6.0	3.0	6.0	2.0	4.0	3.0	1.0	1.0	139.0
M_NOM_M	1.0	3.0	4.0	0.0	1.0	1.0	0.0	2.0	10.0	11.0	10.0	3.0	4.0	2.0	5.0	7.0	13.0	6.0	6.0	3.0	3.0	3.0	5.0	7.0	8.0	4.0	4.0	7.0	1.0	4.0	0.0	138.0
L'_DET:ART_le	7.0	9.0	2.0	4.0	4.0	6.0	7.0	8.0	3.0	5.0	4.0	2.0	3.0	6.0	3.0	4.0	3.0	2.0	8.0	8.0	5.0	5.0	4.0	1.0	2.0	6.0	3.0	3.0	4.0	1.0	3.0	135.0
tout_PRO:IND_tout	3.0	6.0	6.0	4.0	4.0	4.0	4.0	1.0	6.0	1.0	3.0	4.0	5.0	6.0	3.0	8.0	4.0	3.0	7.0	5.0	6.0	5.0	7.0	4.0	4.0	3.0	2.0	5.0	4.0	8.0	0.0	135.0
À_PRP_à	5.0	5.0	3.0	1.0	2.0	4.0	6.0	6.0	4.0	3.0	5.0	5.0	4.0	2.0	3.0	5.0	9.0	8.0	6.0	3.0	7.0	3.0	2.0	3.0	4.0	7.0	4.0	4.0	6.0	5.0	0.0	134.0
Claire_NAM_Claire	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	21.0	10.0	0.0	0.0	4.0	3.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	15.0	23.0	23.0	8.0	0.0	2.0	0.0	0.0	1.0	134.0
très_ADV_très	10.0	12.0	4.0	10.0	1.0	5.0	11.0	3.0	4.0	5.0	3.0	4.0	3.0	7.0	6.0	5.0	7.0	3.0	2.0	2.0	3.0	1.0	2.0	4.0	1.0	4.0	3.0	5.0	3.0	0.0	0.0	133.0
répondit_VER:simp_répondre	4.0	9.0	3.0	11.0	6.0	7.0	6.0	4.0	1.0	4.0	1.0	5.0	2.0	1.0	7.0	5.0	6.0	6.0	3.0	3.0	7.0	1.0	3.0	2.0	6.0	3.0	5.0	5.0	5.0	2.0	0.0	133.0
aux_PRP:det_au	2.0	2.0	3.0	5.0	3.0	8.0	5.0	7.0	7.0	4.0	4.0	6.0	3.0	2.0	4.0	3.0	8.0	7.0	4.0	3.0	4.0	9.0	2.0	3.0	4.0	6.0	2.0	2.0	3.0	4.0	3.0	132.0
deux_NUM_deux	15.0	6.0	6.0	1.0	12.0	1.0	4.0	3.0	3.0	2.0	2.0	4.0	3.0	6.0	3.0	3.0	9.0	6.0	0.0	3.0	2.0	4.0	3.0	11.0	2.0	1.0	6.0	4.0	2.0	3.0	2.0	132.0
dire_VER:infi_dire	2.0	3.0	1.0	6.0	2.0	2.0	6.0	3.0	3.0	8.0	2.0	3.0	8.0	7.0	5.0	6.0	6.0	4.0	2.0	0.0	6.0	5.0	8.0	7.0	2.0	5.0	9.0	4.0	4.0	1.0	1.0	131.0
nom_NOM_nom	2.0	5.0	2.0	4.0	5.0	5.0	2.0	4.0	6.0	5.0	4.0	4.0	9.0	6.0	4.0	6.0	3.0	3.0	1.0	7.0	3.0	3.0	5.0	0.0	3.0	6.0	6.0	6.0	4.0	6.0	1.0	130.0
ni_KON_ni	2.0	4.0	0.0	0.0	4.0	3.0	9.0	3.0	1.0	0.0	0.0	4.0	6.0	10.0	1.0	4.0	8.0	4.0	8.0	9.0	2.0	4.0	5.0	7.0	2.0	8.0	5.0	3.0	5.0	4.0	3.0	128.0
M_VER:pper_M	3.0	7.0	5.0	0.0	0.0	0.0	0.0	3.0	1.0	8.0	3.0	9.0	3.0	5.0	8.0	6.0	11.0	3.0	8.0	4.0	2.0	3.0	8.0	5.0	6.0	5.0	3.0	4.0	2.0	1.0	1.0	127.0
jeune_ADJ_jeune	5.0	7.0	4.0	5.0	2.0	7.0	10.0	3.0	7.0	8.0	2.0	2.0	3.0	5.0	3.0	4.0	2.0	3.0	2.0	2.0	0.0	5.0	10.0	5.0	5.0	1.0	1.0	3.0	8.0	3.0	0.0	127.0
avocat_NOM_avocat	0.0	0.0	1.0	9.0	12.0	11.0	14.0	7.0	0.0	0.0	3.0	2.0	0.0	0.0	8.0	4.0	4.0	0.0	3.0	8.0	8.0	5.0	0.0	0.0	4.0	3.0	0.0	1.0	4.0	13.0	3.0	127.0
fois_NOM_foi|fois	7.0	5.0	2.0	4.0	2.0	3.0	7.0	3.0	10.0	7.0	7.0	3.0	6.0	2.0	3.0	5.0	4.0	8.0	3.0	1.0	1.0	4.0	2.0	5.0	2.0	7.0	5.0	3.0	2.0	2.0	1.0	126.0
peu_ADV_peu	4.0	5.0	8.0	4.0	1.0	5.0	7.0	6.0	7.0	6.0	0.0	3.0	2.0	7.0	3.0	4.0	2.0	1.0	5.0	4.0	6.0	7.0	3.0	2.0	2.0	4.0	4.0	1.0	4.0	4.0	3.0	124.0
fait_VER:pper_faire	6.0	2.0	7.0	1.0	3.0	4.0	7.0	2.0	5.0	4.0	1.0	1.0	6.0	1.0	4.0	3.0	5.0	3.0	4.0	10.0	6.0	3.0	2.0	3.0	5.0	4.0	6.0	3.0	3.0	6.0	1.0	121.0
temps_NOM_temps	6.0	1.0	2.0	2.0	2.0	8.0	3.0	6.0	5.0	0.0	4.0	6.0	4.0	4.0	5.0	8.0	3.0	8.0	3.0	2.0	3.0	5.0	4.0	1.0	6.0	1.0	6.0	3.0	5.0	4.0	1.0	121.0
fit_VER:simp_faire	5.0	6.0	2.0	4.0	3.0	9.0	5.0	5.0	7.0	9.0	1.0	4.0	3.0	2.0	1.0	2.0	5.0	3.0	6.0	6.0	4.0	3.0	2.0	2.0	2.0	2.0	0.0	4.0	4.0	9.0	1.0	121.0
dont_PRO:REL_dont	5.0	3.0	5.0	3.0	6.0	6.0	6.0	4.0	2.0	4.0	4.0	4.0	6.0	3.0	7.0	8.0	3.0	4.0	3.0	2.0	0.0	2.0	8.0	4.0	4.0	2.0	5.0	3.0	1.0	1.0	2.0	120.0
moment_NOM_moment	1.0	1.0	3.0	5.0	5.0	5.0	0.0	2.0	5.0	3.0	6.0	2.0	8.0	2.0	6.0	5.0	5.0	6.0	1.0	5.0	2.0	6.0	4.0	2.0	7.0	4.0	1.0	6.0	3.0	8.0	1.0	120.0
Daburon_NAM_Daburon	0.0	1.0	3.0	1.0	0.0	1.0	0.0	7.0	10.0	11.0	9.0	1.0	0.0	0.0	7.0	5.0	9.0	5.0	5.0	0.0	0.0	3.0	8.0	7.0	4.0	2.0	5.0	5.0	2.0	0.0	1.0	112.0
dit-il_NOM_dit-il	5.0	4.0	3.0	4.0	6.0	5.0	4.0	4.0	0.0	0.0	2.0	4.0	5.0	5.0	5.0	2.0	4.0	4.0	7.0	3.0	4.0	1.0	0.0	3.0	5.0	4.0	2.0	9.0	2.0	3.0	2.0	111.0
moins_ADV_moins	6.0	2.0	6.0	3.0	3.0	4.0	1.0	4.0	3.0	1.0	4.0	5.0	3.0	3.0	6.0	0.0	6.0	7.0	2.0	5.0	4.0	5.0	7.0	4.0	2.0	6.0	2.0	1.0	5.0	1.0	0.0	111.0
Daburon_NOM_Daburon	4.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	6.0	5.0	0.0	0.0	4.0	8.0	6.0	4.0	8.0	0.0	0.0	3.0	5.0	7.0	3.0	5.0	3.0	3.0	2.0	0.0	0.0	110.0
mes_DET:POS_mon	1.0	2.0	4.0	7.0	12.0	8.0	2.0	0.0	1.0	3.0	1.0	4.0	2.0	5.0	1.0	11.0	4.0	1.0	5.0	3.0	3.0	2.0	4.0	3.0	2.0	6.0	4.0	4.0	2.0	2.0	1.0	110.0
dit_VER:pper_dire	3.0	4.0	3.0	4.0	4.0	3.0	2.0	2.0	2.0	5.0	2.0	4.0	6.0	3.0	2.0	4.0	2.0	3.0	0.0	3.0	6.0	0.0	6.0	3.0	11.0	7.0	6.0	3.0	3.0	3.0	0.0	109.0
sont_VER:pres_être	1.0	3.0	3.0	4.0	9.0	3.0	2.0	4.0	4.0	1.0	4.0	10.0	4.0	4.0	7.0	3.0	2.0	1.0	8.0	3.0	5.0	5.0	1.0	2.0	1.0	6.0	2.0	1.0	1.0	4.0	0.0	108.0
bonhomme_NOM_bonhomme	0.0	6.0	10.0	11.0	8.0	8.0	0.0	6.0	0.0	0.0	5.0	3.0	0.0	0.0	1.0	6.0	0.0	0.0	8.0	0.0	1.0	10.0	1.0	0.0	0.0	1.0	1.0	9.0	10.0	1.0	1.0	107.0
jamais_ADV_jamais	2.0	0.0	1.0	4.0	2.0	1.0	8.0	3.0	7.0	4.0	5.0	2.0	8.0	4.0	4.0	9.0	2.0	4.0	0.0	4.0	2.0	0.0	3.0	3.0	3.0	5.0	1.0	5.0	4.0	7.0	0.0	107.0
yeux_NOM_œil	2.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	5.0	6.0	2.0	4.0	4.0	4.0	7.0	1.0	4.0	5.0	2.0	2.0	1.0	5.0	4.0	4.0	10.0	3.0	1.0	1.0	1.0	7.0	1.0	107.0
-ce_PRO:DEM_ce	3.0	4.0	2.0	6.0	4.0	1.0	4.0	5.0	2.0	6.0	3.0	4.0	6.0	5.0	3.0	3.0	2.0	3.0	6.0	3.0	5.0	5.0	6.0	2.0	7.0	2.0	1.0	0.0	1.0	2.0	1.0	107.0
dit_VER:pres_dire	5.0	6.0	2.0	4.0	5.0	5.0	1.0	1.0	2.0	2.0	0.0	3.0	0.0	3.0	2.0	4.0	4.0	2.0	1.0	8.0	2.0	3.0	1.0	5.0	6.0	9.0	7.0	2.0	6.0	2.0	1.0	104.0
aussi_ADV_aussi	4.0	3.0	9.0	3.0	3.0	3.0	6.0	4.0	4.0	2.0	3.0	5.0	1.0	3.0	4.0	7.0	2.0	5.0	3.0	3.0	0.0	4.0	2.0	2.0	1.0	3.0	0.0	8.0	4.0	1.0	1.0	103.0
grand_ADJ_grand	4.0	7.0	3.0	5.0	3.0	8.0	5.0	5.0	3.0	2.0	0.0	7.0	4.0	2.0	3.0	2.0	6.0	2.0	3.0	7.0	1.0	3.0	4.0	0.0	2.0	5.0	3.0	0.0	2.0	2.0	0.0	103.0
voix_NOM_voix	0.0	4.0	0.0	5.0	3.0	2.0	2.0	1.0	5.0	6.0	3.0	0.0	6.0	2.0	5.0	1.0	3.0	5.0	7.0	6.0	3.0	3.0	4.0	0.0	8.0	5.0	3.0	2.0	2.0	6.0	1.0	103.0
instruction_NOM_instruction	10.0	7.0	2.0	0.0	0.0	1.0	0.0	5.0	4.0	1.0	11.0	1.0	0.0	0.0	9.0	6.0	6.0	2.0	7.0	0.0	0.0	5.0	9.0	2.0	1.0	3.0	3.0	6.0	1.0	0.0	0.0	102.0
non_ADV_non	4.0	5.0	5.0	2.0	2.0	2.0	4.0	3.0	3.0	3.0	4.0	4.0	1.0	2.0	2.0	3.0	1.0	2.0	5.0	4.0	4.0	6.0	5.0	5.0	1.0	3.0	3.0	6.0	2.0	5.0	0.0	101.0
fut_VER:simp_être	3.0	2.0	4.0	4.0	1.0	4.0	5.0	5.0	3.0	0.0	4.0	4.0	1.0	3.0	4.0	3.0	5.0	2.0	2.0	3.0	0.0	2.0	3.0	3.0	4.0	5.0	4.0	5.0	7.0	3.0	2.0	100.0
pouvait_VER:impf_pouvoir	1.0	3.0	2.0	1.0	4.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	4.0	4.0	4.0	6.0	4.0	2.0	4.0	8.0	6.0	6.0	7.0	5.0	5.0	3.0	2.0	3.0	0.0	99.0
êtes_VER:pres_être	0.0	4.0	1.0	1.0	2.0	2.0	14.0	1.0	4.0	3.0	2.0	3.0	3.0	8.0	1.0	2.0	0.0	5.0	6.0	2.0	3.0	0.0	7.0	4.0	6.0	4.0	2.0	4.0	3.0	1.0	0.0	98.0
Un_DET:ART_un	3.0	0.0	3.0	6.0	5.0	3.0	1.0	0.0	4.0	5.0	6.0	5.0	1.0	1.0	6.0	6.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	3.0	3.0	4.0	2.0	5.0	4.0	8.0	3.0	98.0
tête_NOM_tête	5.0	4.0	0.0	3.0	3.0	5.0	2.0	2.0	4.0	3.0	1.0	4.0	2.0	2.0	5.0	2.0	6.0	7.0	1.0	4.0	1.0	4.0	3.0	0.0	5.0	3.0	3.0	2.0	4.0	4.0	4.0	98.0
là_ADV_là	4.0	0.0	7.0	6.0	5.0	9.0	0.0	3.0	3.0	5.0	5.0	2.0	3.0	4.0	2.0	3.0	1.0	3.0	3.0	3.0	5.0	1.0	1.0	4.0	3.0	5.0	2.0	0.0	4.0	1.0	0.0	97.0
toutes_PRO:IND_tout	2.0	2.0	4.0	2.0	5.0	3.0	4.0	3.0	4.0	2.0	2.0	1.0	4.0	3.0	6.0	1.0	4.0	2.0	5.0	3.0	4.0	5.0	1.0	4.0	3.0	1.0	2.0	5.0	6.0	4.0	0.0	97.0
heure_NOM_heure	3.0	4.0	3.0	2.0	2.0	5.0	2.0	2.0	1.0	1.0	0.0	4.0	2.0	2.0	6.0	4.0	7.0	6.0	7.0	2.0	2.0	5.0	6.0	4.0	1.0	3.0	1.0	0.0	5.0	3.0	0.0	95.0
quelque_PRO:IND_quelque	5.0	6.0	5.0	4.0	1.0	6.0	3.0	4.0	9.0	3.0	5.0	1.0	2.0	3.0	2.0	1.0	5.0	1.0	2.0	1.0	4.0	4.0	1.0	1.0	3.0	0.0	1.0	6.0	3.0	3.0	0.0	95.0
serait_VER:cond_être	0.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	3.0	4.0	4.0	3.0	1.0	3.0	2.0	2.0	6.0	3.0	4.0	7.0	6.0	4.0	7.0	4.0	5.0	2.0	1.0	2.0	6.0	5.0	0.0	94.0
peut_VER:pres_pouvoir	4.0	3.0	2.0	1.0	6.0	0.0	1.0	5.0	1.0	4.0	5.0	3.0	3.0	8.0	2.0	1.0	4.0	1.0	6.0	0.0	3.0	4.0	5.0	6.0	6.0	2.0	2.0	5.0	0.0	0.0	1.0	94.0
même_ADJ_même	2.0	0.0	1.0	3.0	6.0	3.0	3.0	2.0	3.0	2.0	0.0	7.0	2.0	2.0	5.0	7.0	0.0	1.0	7.0	4.0	2.0	1.0	5.0	4.0	3.0	3.0	3.0	7.0	3.0	3.0	0.0	94.0
quand_KON_quand	4.0	4.0	5.0	0.0	0.0	4.0	3.0	3.0	1.0	5.0	0.0	8.0	3.0	5.0	1.0	4.0	1.0	3.0	0.0	3.0	4.0	1.0	2.0	7.0	1.0	3.0	6.0	5.0	1.0	4.0	2.0	93.0
Si_KON_si	3.0	3.0	9.0	2.0	2.0	3.0	6.0	2.0	4.0	2.0	5.0	3.0	1.0	4.0	5.0	1.0	1.0	6.0	0.0	3.0	8.0	1.0	1.0	5.0	0.0	2.0	1.0	1.0	4.0	5.0	0.0	93.0
trop_ADV_trop	0.0	4.0	3.0	3.0	2.0	2.0	4.0	5.0	5.0	1.0	1.0	4.0	8.0	2.0	1.0	0.0	5.0	0.0	2.0	6.0	4.0	3.0	7.0	5.0	0.0	2.0	5.0	4.0	4.0	1.0	0.0	93.0
cet_PRO:DEM_ce	2.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	6.0	7.0	5.0	4.0	4.0	2.0	0.0	2.0	6.0	6.0	4.0	3.0	0.0	4.0	4.0	1.0	3.0	3.0	2.0	3.0	1.0	0.0	92.0
faut_VER:pres_falloir	3.0	3.0	6.0	2.0	3.0	2.0	5.0	3.0	4.0	3.0	3.0	2.0	3.0	6.0	2.0	1.0	4.0	1.0	2.0	4.0	3.0	2.0	2.0	2.0	0.0	3.0	2.0	4.0	6.0	4.0	2.0	92.0
ils_PRO:PER_il	3.0	2.0	3.0	0.0	0.0	1.0	2.0	2.0	2.0	4.0	5.0	20.0	3.0	10.0	0.0	1.0	3.0	3.0	4.0	1.0	5.0	3.0	2.0	1.0	2.0	3.0	1.0	0.0	0.0	1.0	5.0	92.0
crime_NOM_crime	4.0	2.0	6.0	4.0	1.0	1.0	0.0	3.0	0.0	2.0	7.0	2.0	1.0	0.0	4.0	3.0	2.0	4.0	6.0	1.0	0.0	3.0	6.0	1.0	2.0	8.0	3.0	2.0	5.0	7.0	1.0	91.0
sais_VER:pres_savoir	2.0	10.0	2.0	6.0	6.0	3.0	1.0	6.0	3.0	3.0	2.0	3.0	3.0	1.0	5.0	0.0	1.0	5.0	1.0	1.0	1.0	1.0	6.0	0.0	3.0	2.0	3.0	4.0	2.0	3.0	1.0	90.0
depuis_PRP_depuis	4.0	2.0	3.0	6.0	3.0	4.0	3.0	4.0	1.0	1.0	1.0	5.0	7.0	3.0	4.0	5.0	4.0	5.0	0.0	4.0	4.0	3.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	90.0
coup_NOM_coup	6.0	1.0	4.0	5.0	2.0	3.0	3.0	5.0	1.0	3.0	4.0	2.0	4.0	2.0	3.0	2.0	5.0	8.0	1.0	2.0	1.0	0.0	2.0	5.0	0.0	0.0	4.0	5.0	2.0	5.0	0.0	90.0
Oui_INT_oui	0.0	3.0	2.0	5.0	4.0	4.0	4.0	5.0	1.0	2.0	3.0	1.0	1.0	1.0	3.0	6.0	1.0	4.0	3.0	1.0	2.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	2.0	7.0	0.0	89.0
ont_VER:pres_avoir	5.0	2.0	3.0	3.0	2.0	0.0	2.0	6.0	3.0	2.0	3.0	9.0	3.0	4.0	2.0	3.0	1.0	1.0	1.0	3.0	4.0	2.0	3.0	3.0	2.0	6.0	1.0	1.0	4.0	2.0	2.0	88.0
madame_NOM_madame	0.0	1.0	0.0	17.0	11.0	3.0	2.0	4.0	6.0	4.0	0.0	0.0	4.0	2.0	5.0	4.0	1.0	0.0	0.0	2.0	6.0	0.0	0.0	1.0	3.0	1.0	1.0	4.0	3.0	1.0	1.0	87.0
voir_VER:infi_voir	4.0	4.0	3.0	3.0	3.0	1.0	0.0	3.0	4.0	7.0	4.0	1.0	2.0	0.0	3.0	3.0	2.0	3.0	1.0	5.0	4.0	4.0	3.0	2.0	6.0	1.0	3.0	2.0	1.0	5.0	0.0	87.0
Les_DET:ART_le	6.0	2.0	2.0	3.0	4.0	1.0	4.0	2.0	2.0	1.0	3.0	7.0	3.0	4.0	5.0	2.0	1.0	2.0	0.0	3.0	1.0	4.0	1.0	9.0	2.0	5.0	2.0	2.0	1.0	2.0	1.0	87.0
eu_VER:pper_avoir	3.0	1.0	7.0	5.0	0.0	2.0	2.0	4.0	4.0	3.0	2.0	2.0	9.0	3.0	0.0	4.0	0.0	7.0	0.0	2.0	0.0	2.0	4.0	2.0	1.0	3.0	3.0	7.0	1.0	2.0	1.0	86.0
jusqu'_PRP_jusque	1.0	4.0	1.0	2.0	2.0	5.0	2.0	2.0	2.0	3.0	5.0	2.0	6.0	1.0	1.0	4.0	3.0	1.0	4.0	1.0	2.0	6.0	4.0	5.0	2.0	2.0	1.0	5.0	0.0	6.0	1.0	86.0
assez_ADV_assez	3.0	2.0	3.0	5.0	5.0	7.0	10.0	1.0	6.0	2.0	2.0	2.0	1.0	5.0	4.0	1.0	1.0	2.0	5.0	1.0	2.0	3.0	0.0	3.0	1.0	0.0	1.0	3.0	4.0	1.0	0.0	86.0
