	Mirbeau_SebastienRoch_0	Mirbeau_SebastienRoch_1	Mirbeau_SebastienRoch_2	Mirbeau_SebastienRoch_3	Mirbeau_SebastienRoch_4	Mirbeau_SebastienRoch_5	Mirbeau_SebastienRoch_6	Mirbeau_SebastienRoch_7	Mirbeau_SebastienRoch_8	Mirbeau_SebastienRoch_9	Mirbeau_SebastienRoch_10	Mirbeau_SebastienRoch_11	Mirbeau_SebastienRoch_12	Mirbeau_SebastienRoch_13	Mirbeau_SebastienRoch_14	Mirbeau_SebastienRoch_15	Mirbeau_SebastienRoch_16	Mirbeau_SebastienRoch_17	Mirbeau_SebastienRoch_18	Mirbeau_SebastienRoch_19	Mirbeau_SebastienRoch_20	Mirbeau_SebastienRoch_21	Mirbeau_SebastienRoch_22	Mirbeau_SebastienRoch_23	Mirbeau_SebastienRoch_24	Mirbeau_SebastienRoch_sum
ni_KON_ni	5.0	6.0	0.0	10.0	2.0	6.0	4.0	4.0	0.0	6.0	3.0	5.0	5.0	10.0	4.0	3.0	1.0	4.0	5.0	4.0	1.0	7.0	2.0	0.0	0.0	97.0
mais_KON_mais	3.0	5.0	2.0	5.0	1.0	4.0	3.0	3.0	2.0	1.0	6.0	3.0	4.0	6.0	4.0	8.0	1.0	6.0	1.0	5.0	11.0	3.0	6.0	2.0	0.0	95.0
jour_NOM_jour	1.0	4.0	2.0	5.0	3.0	5.0	3.0	1.0	5.0	3.0	5.0	7.0	3.0	3.0	1.0	2.0	7.0	6.0	6.0	4.0	4.0	5.0	7.0	3.0	0.0	95.0
étaient_VER:impf_être	7.0	5.0	1.0	3.0	2.0	7.0	9.0	2.0	9.0	3.0	6.0	4.0	5.0	5.0	1.0	2.0	4.0	4.0	1.0	1.0	2.0	1.0	3.0	8.0	0.0	95.0
ça_PRO:DEM_cela	4.0	2.0	9.0	1.0	1.0	3.0	2.0	7.0	2.0	2.0	2.0	0.0	0.0	0.0	5.0	4.0	8.0	8.0	4.0	6.0	4.0	6.0	8.0	4.0	0.0	92.0
petit_ADJ_petit	6.0	1.0	3.0	4.0	8.0	6.0	2.0	3.0	5.0	4.0	3.0	3.0	6.0	1.0	9.0	4.0	2.0	3.0	5.0	2.0	0.0	2.0	4.0	3.0	1.0	90.0
Ce_PRO:DEM_ce	3.0	3.0	1.0	4.0	6.0	0.0	6.0	2.0	6.0	5.0	5.0	5.0	3.0	0.0	4.0	4.0	8.0	3.0	3.0	3.0	1.0	3.0	7.0	2.0	0.0	87.0
être_VER:infi_être	5.0	6.0	4.0	6.0	4.0	7.0	3.0	5.0	5.0	0.0	2.0	2.0	4.0	2.0	6.0	5.0	5.0	2.0	3.0	1.0	4.0	1.0	3.0	1.0	1.0	87.0
jamais_ADV_jamais	3.0	4.0	2.0	3.0	1.0	3.0	2.0	8.0	7.0	2.0	1.0	3.0	2.0	4.0	5.0	5.0	4.0	4.0	3.0	4.0	5.0	6.0	4.0	1.0	0.0	86.0
toujours_ADV_toujours	2.0	5.0	1.0	4.0	2.0	5.0	6.0	1.0	4.0	5.0	0.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	7.0	6.0	2.0	4.0	6.0	2.0	1.0	85.0
-ce_PRO:DEM_ce	3.0	2.0	3.0	0.0	5.0	4.0	0.0	2.0	4.0	2.0	1.0	2.0	3.0	2.0	7.0	2.0	2.0	8.0	8.0	3.0	6.0	3.0	8.0	5.0	0.0	85.0
fois_NOM_fois	3.0	2.0	4.0	0.0	4.0	5.0	5.0	6.0	3.0	4.0	3.0	1.0	3.0	0.0	4.0	6.0	3.0	4.0	4.0	3.0	7.0	5.0	4.0	1.0	0.0	84.0
faire_VER:infi_faire	5.0	2.0	4.0	2.0	4.0	4.0	7.0	2.0	7.0	2.0	5.0	1.0	1.0	1.0	2.0	3.0	4.0	8.0	3.0	4.0	2.0	3.0	4.0	3.0	0.0	83.0
te_PRO:PER_te	3.0	5.0	10.0	0.0	1.0	3.0	0.0	12.0	10.0	0.0	0.0	0.0	1.0	5.0	2.0	0.0	1.0	5.0	1.0	0.0	8.0	3.0	7.0	6.0	0.0	83.0
la_PRO:PER_la	3.0	0.0	3.0	0.0	5.0	3.0	3.0	3.0	1.0	4.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	3.0	4.0	5.0	12.0	13.0	12.0	2.0	0.0	83.0
contre_PRP_contre	0.0	0.0	3.0	4.0	6.0	5.0	4.0	2.0	2.0	4.0	0.0	3.0	5.0	3.0	2.0	5.0	5.0	2.0	2.0	3.0	6.0	4.0	6.0	3.0	3.0	82.0
choses_NOM_chose	5.0	5.0	3.0	3.0	4.0	6.0	5.0	3.0	5.0	2.0	7.0	4.0	0.0	7.0	4.0	3.0	1.0	2.0	4.0	2.0	3.0	1.0	1.0	2.0	0.0	82.0
mère_NOM_mère	0.0	8.0	1.0	3.0	5.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	5.0	5.0	3.0	8.0	18.0	2.0	4.0	8.0	2.0	2.0	0.0	82.0
autre_ADJ_autre	0.0	5.0	7.0	4.0	2.0	7.0	2.0	2.0	3.0	5.0	2.0	2.0	2.0	2.0	5.0	3.0	1.0	2.0	2.0	5.0	5.0	5.0	3.0	6.0	0.0	82.0
collège_NOM_collège	3.0	10.0	4.0	3.0	4.0	2.0	2.0	4.0	4.0	4.0	0.0	3.0	0.0	1.0	5.0	6.0	2.0	8.0	8.0	4.0	0.0	2.0	1.0	1.0	0.0	81.0
même_ADJ_même	2.0	6.0	1.0	3.0	2.0	1.0	6.0	6.0	4.0	5.0	2.0	4.0	1.0	2.0	3.0	4.0	4.0	2.0	9.0	1.0	2.0	2.0	2.0	5.0	1.0	80.0
autres_ADJ_autre	2.0	6.0	1.0	3.0	11.0	3.0	4.0	4.0	3.0	6.0	4.0	4.0	5.0	6.0	1.0	2.0	1.0	1.0	0.0	5.0	1.0	2.0	4.0	1.0	0.0	80.0
toutes_PRO:IND_tout	2.0	4.0	5.0	0.0	3.0	3.0	4.0	1.0	8.0	4.0	4.0	9.0	1.0	1.0	1.0	7.0	4.0	1.0	5.0	2.0	3.0	2.0	2.0	4.0	0.0	80.0
-moi_PRO:PER_moi	0.0	3.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	6.0	0.0	2.0	11.0	3.0	3.0	1.0	9.0	4.0	2.0	0.0	5.0	3.0	13.0	1.0	4.0	79.0
Les_DET:ART_le	7.0	4.0	3.0	2.0	2.0	9.0	6.0	1.0	2.0	3.0	2.0	2.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	7.0	0.0	3.0	4.0	6.0	2.0	79.0
près_ADV_près	1.0	2.0	4.0	3.0	2.0	1.0	3.0	4.0	3.0	1.0	4.0	3.0	4.0	2.0	2.0	2.0	3.0	4.0	5.0	1.0	4.0	4.0	2.0	10.0	5.0	79.0
cœur_NOM_cœur	1.0	2.0	3.0	2.0	3.0	4.0	3.0	5.0	7.0	3.0	4.0	7.0	4.0	1.0	3.0	4.0	4.0	0.0	4.0	2.0	7.0	0.0	3.0	2.0	0.0	78.0
si_KON_si	1.0	8.0	2.0	2.0	5.0	0.0	1.0	2.0	1.0	0.0	3.0	4.0	7.0	2.0	2.0	5.0	1.0	8.0	5.0	5.0	5.0	1.0	3.0	3.0	1.0	77.0
puis_ADV_puis	3.0	0.0	2.0	5.0	1.0	4.0	1.0	5.0	2.0	1.0	3.0	1.0	3.0	3.0	2.0	1.0	1.0	2.0	9.0	2.0	13.0	3.0	3.0	3.0	3.0	76.0
-vous_PRO:PER_vous	7.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	4.0	0.0	1.0	3.0	6.0	6.0	1.0	11.0	16.0	3.0	0.0	0.0	3.0	5.0	0.0	2.0	0.0	76.0
Elle_PRO:PER_elle	1.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	9.0	9.0	21.0	8.0	7.0	2.0	0.0	75.0
t'_PRO:PER_te	0.0	4.0	3.0	6.0	0.0	8.0	2.0	14.0	4.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	4.0	1.0	0.0	6.0	3.0	11.0	2.0	2.0	75.0
trop_ADV_trop	4.0	7.0	3.0	2.0	3.0	6.0	5.0	1.0	8.0	4.0	5.0	1.0	0.0	0.0	6.0	3.0	4.0	4.0	1.0	0.0	1.0	0.0	2.0	4.0	0.0	74.0
temps_NOM_temps	3.0	4.0	3.0	4.0	1.0	2.0	5.0	1.0	2.0	2.0	6.0	0.0	3.0	2.0	2.0	1.0	3.0	7.0	3.0	4.0	3.0	4.0	3.0	6.0	0.0	74.0
fut_VER:simp_être	6.0	2.0	1.0	4.0	3.0	4.0	3.0	3.0	3.0	8.0	7.0	3.0	2.0	2.0	1.0	0.0	6.0	3.0	4.0	0.0	0.0	0.0	4.0	5.0	0.0	74.0
amour_NOM_amour	1.0	1.0	1.0	0.0	1.0	2.0	3.0	2.0	2.0	3.0	3.0	16.0	0.0	2.0	1.0	6.0	0.0	1.0	3.0	4.0	10.0	6.0	6.0	0.0	0.0	74.0
quelque_PRO:IND_quelque	1.0	1.0	0.0	2.0	7.0	1.0	1.0	5.0	1.0	4.0	3.0	6.0	4.0	3.0	4.0	5.0	3.0	4.0	2.0	4.0	6.0	1.0	3.0	3.0	0.0	74.0
toute_PRO:IND_tout	2.0	4.0	1.0	1.0	2.0	3.0	1.0	3.0	3.0	0.0	5.0	2.0	4.0	2.0	3.0	4.0	6.0	4.0	4.0	1.0	7.0	4.0	5.0	3.0	0.0	74.0
entre_PRP_entre	3.0	6.0	5.0	6.0	0.0	3.0	4.0	2.0	1.0	3.0	5.0	2.0	0.0	4.0	4.0	3.0	3.0	3.0	2.0	1.0	2.0	3.0	3.0	5.0	0.0	73.0
Père_NAM_père	0.0	0.0	4.0	6.0	1.0	5.0	0.0	3.0	3.0	4.0	6.0	6.0	5.0	4.0	3.0	5.0	14.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	73.0
avoir_VER:infi_avoir	3.0	2.0	7.0	5.0	5.0	1.0	2.0	5.0	3.0	4.0	4.0	0.0	4.0	3.0	2.0	3.0	2.0	3.0	2.0	7.0	1.0	1.0	1.0	2.0	0.0	72.0
tête_NOM_tête	2.0	3.0	0.0	8.0	5.0	3.0	2.0	5.0	3.0	4.0	2.0	2.0	1.0	4.0	4.0	3.0	2.0	3.0	0.0	1.0	3.0	4.0	5.0	2.0	1.0	72.0
âme_NOM_âme	2.0	4.0	2.0	2.0	1.0	3.0	4.0	1.0	2.0	2.0	4.0	5.0	7.0	7.0	7.0	3.0	4.0	0.0	3.0	3.0	2.0	0.0	3.0	0.0	0.0	71.0
Il_NAM_il	1.0	6.0	3.0	2.0	4.0	3.0	2.0	4.0	7.0	0.0	2.0	3.0	5.0	3.0	4.0	3.0	5.0	2.0	0.0	0.0	1.0	3.0	1.0	4.0	3.0	71.0
ma_DET:POS_mon	0.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	1.0	3.0	0.0	1.0	0.0	5.0	10.0	10.0	13.0	6.0	6.0	2.0	0.0	70.0
Jean_NAM_jean	4.0	0.0	2.0	0.0	1.0	13.0	16.0	16.0	0.0	1.0	0.0	0.0	1.0	10.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	68.0
devant_PRP_devant	1.0	6.0	3.0	5.0	1.0	1.0	2.0	3.0	3.0	3.0	2.0	1.0	1.0	4.0	7.0	5.0	3.0	1.0	1.0	2.0	2.0	4.0	2.0	4.0	1.0	68.0
été_VER:pper_être	3.0	1.0	4.0	3.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	5.0	3.0	1.0	4.0	5.0	1.0	4.0	4.0	2.0	2.0	3.0	5.0	4.0	0.0	68.0
donc_ADV_donc	6.0	0.0	1.0	4.0	5.0	0.0	0.0	3.0	3.0	1.0	3.0	4.0	4.0	5.0	4.0	3.0	2.0	2.0	3.0	0.0	1.0	4.0	3.0	5.0	2.0	68.0
Kern_NAM_kern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	12.0	4.0	11.0	8.0	3.0	9.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	68.0
On_PRO:PER_on	3.0	0.0	2.0	0.0	4.0	9.0	5.0	6.0	4.0	4.0	3.0	2.0	1.0	1.0	0.0	5.0	1.0	1.0	1.0	2.0	4.0	1.0	2.0	5.0	1.0	67.0
homme_NOM_homme	9.0	0.0	3.0	0.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0	4.0	4.0	4.0	1.0	1.0	2.0	5.0	5.0	4.0	0.0	3.0	3.0	5.0	1.0	67.0
non_ADV_non	4.0	2.0	3.0	1.0	2.0	4.0	3.0	2.0	5.0	3.0	0.0	1.0	6.0	1.0	1.0	4.0	5.0	5.0	1.0	4.0	1.0	3.0	5.0	1.0	0.0	67.0
même_ADV_même	1.0	4.0	1.0	0.0	4.0	2.0	1.0	3.0	4.0	4.0	1.0	3.0	4.0	2.0	4.0	2.0	6.0	2.0	2.0	2.0	5.0	5.0	2.0	2.0	1.0	67.0
À_PRP_à	3.0	2.0	0.0	10.0	4.0	2.0	1.0	2.0	4.0	3.0	2.0	1.0	3.0	5.0	2.0	3.0	3.0	5.0	0.0	3.0	1.0	3.0	1.0	3.0	1.0	67.0
eût_VER:subi_avoir	5.0	3.0	8.0	4.0	7.0	2.0	3.0	2.0	3.0	0.0	5.0	1.0	3.0	2.0	0.0	5.0	3.0	3.0	0.0	1.0	0.0	2.0	3.0	2.0	0.0	67.0
leur_DET:POS_leur	9.0	6.0	2.0	0.0	4.0	5.0	4.0	4.0	1.0	2.0	5.0	2.0	4.0	1.0	0.0	6.0	2.0	3.0	2.0	2.0	0.0	1.0	0.0	2.0	0.0	67.0
regard_NOM_regard	2.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	17.0	3.0	1.0	2.0	6.0	2.0	1.0	4.0	0.0	1.0	7.0	2.0	3.0	1.0	0.0	66.0
mes_DET:POS_mon	0.0	4.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	3.0	1.0	1.0	4.0	5.0	1.0	1.0	2.0	6.0	11.0	4.0	11.0	3.0	3.0	1.0	0.0	66.0
point_ADV_point	7.0	3.0	3.0	4.0	5.0	3.0	3.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	5.0	2.0	6.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	0.0	65.0
presque_ADV_presque	1.0	4.0	0.0	3.0	2.0	5.0	5.0	3.0	2.0	3.0	4.0	2.0	1.0	0.0	1.0	4.0	5.0	2.0	5.0	3.0	2.0	3.0	4.0	1.0	0.0	65.0
cet_PRO:DEM_ce	5.0	2.0	3.0	2.0	3.0	1.0	2.0	5.0	2.0	3.0	4.0	1.0	5.0	5.0	2.0	4.0	5.0	0.0	3.0	0.0	1.0	3.0	3.0	1.0	0.0	65.0
ombre_NOM_ombre	0.0	2.0	0.0	5.0	2.0	0.0	1.0	2.0	2.0	0.0	5.0	7.0	9.0	11.0	2.0	1.0	0.0	3.0	0.0	0.0	4.0	2.0	5.0	1.0	0.0	64.0
vers_PRP_vers	3.0	4.0	1.0	2.0	2.0	4.0	2.0	2.0	2.0	5.0	5.0	6.0	1.0	3.0	4.0	1.0	1.0	2.0	0.0	3.0	2.0	2.0	3.0	4.0	0.0	64.0
nuit_NOM_nuit	0.0	0.0	3.0	4.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	12.0	5.0	4.0	3.0	0.0	4.0	0.0	1.0	2.0	3.0	3.0	5.0	4.0	0.0	63.0
fils_NOM_fil|fils	9.0	8.0	9.0	3.0	2.0	2.0	1.0	2.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	4.0	2.0	3.0	1.0	62.0
dit_VER:pres_dire	2.0	1.0	1.0	0.0	1.0	3.0	3.0	3.0	2.0	1.0	1.0	4.0	3.0	0.0	4.0	0.0	4.0	7.0	2.0	1.0	8.0	2.0	3.0	2.0	4.0	62.0
toi_PRO:PER_toi	1.0	7.0	3.0	1.0	0.0	7.0	2.0	10.0	6.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	6.0	3.0	0.0	61.0
L'_DET:ART_le	2.0	4.0	4.0	3.0	4.0	1.0	4.0	4.0	1.0	2.0	0.0	3.0	4.0	6.0	0.0	4.0	1.0	2.0	0.0	3.0	3.0	1.0	0.0	4.0	0.0	60.0
air_NOM_air	6.0	3.0	2.0	1.0	4.0	3.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	5.0	0.0	2.0	0.0	3.0	0.0	4.0	4.0	0.0	6.0	0.0	60.0
Tu_PRO:PER_tu	0.0	2.0	4.0	4.0	3.0	3.0	3.0	6.0	4.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	1.0	3.0	0.0	0.0	2.0	6.0	4.0	7.0	2.0	60.0
ont_VER:pres_avoir	3.0	0.0	1.0	3.0	0.0	0.0	2.0	7.0	2.0	1.0	0.0	0.0	3.0	1.0	8.0	6.0	0.0	2.0	3.0	7.0	1.0	2.0	6.0	2.0	0.0	60.0
chaque_PRO:IND_chaque	3.0	1.0	2.0	2.0	0.0	7.0	2.0	2.0	0.0	4.0	4.0	1.0	1.0	2.0	3.0	5.0	2.0	2.0	5.0	2.0	2.0	3.0	0.0	3.0	1.0	59.0
main_NOM_main	1.0	2.0	5.0	3.0	3.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	7.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	9.0	6.0	4.0	1.0	0.0	59.0
Mme_NOM_madame	0.0	3.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	8.0	2.0	9.0	8.0	1.0	4.0	0.0	59.0
Un_DET:ART_un	3.0	3.0	0.0	4.0	3.0	3.0	0.0	0.0	2.0	3.0	6.0	3.0	1.0	1.0	2.0	1.0	4.0	7.0	3.0	4.0	1.0	1.0	1.0	2.0	0.0	58.0
chambre_NOM_chambre	0.0	1.0	2.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	4.0	4.0	4.0	6.0	4.0	2.0	3.0	1.0	1.0	8.0	1.0	0.0	57.0
corps_NOM_corps	0.0	1.0	1.0	1.0	2.0	3.0	0.0	1.0	1.0	4.0	1.0	5.0	5.0	5.0	3.0	2.0	1.0	0.0	1.0	6.0	7.0	0.0	4.0	0.0	2.0	56.0
ciel_NOM_ciel	0.0	3.0	0.0	10.0	5.0	4.0	3.0	0.0	1.0	2.0	2.0	3.0	0.0	3.0	1.0	0.0	2.0	1.0	1.0	2.0	3.0	4.0	3.0	2.0	1.0	56.0
sais_VER:pres_savoir	2.0	4.0	0.0	1.0	1.0	2.0	3.0	7.0	0.0	2.0	1.0	0.0	1.0	3.0	2.0	6.0	0.0	3.0	5.0	2.0	3.0	3.0	2.0	3.0	0.0	56.0
coup_NOM_coup	0.0	1.0	1.0	3.0	2.0	3.0	4.0	5.0	1.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	4.0	2.0	1.0	1.0	3.0	2.0	1.0	6.0	3.0	56.0
chez_PRP_chez	3.0	1.0	6.0	0.0	0.0	1.0	4.0	2.0	4.0	1.0	1.0	2.0	0.0	2.0	1.0	0.0	4.0	3.0	4.0	5.0	3.0	1.0	3.0	3.0	1.0	55.0
-tu_PRO:PER_tu	1.0	4.0	4.0	3.0	0.0	4.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	3.0	1.0	0.0	3.0	6.0	9.0	5.0	0.0	54.0
voir_VER:infi_voir	2.0	0.0	1.0	3.0	2.0	2.0	3.0	5.0	1.0	2.0	0.0	3.0	2.0	0.0	2.0	3.0	4.0	3.0	5.0	1.0	5.0	1.0	2.0	2.0	0.0	54.0
petite_ADJ_petit	2.0	4.0	1.0	3.0	2.0	3.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	1.0	0.0	54.0
Une_DET:ART_un	1.0	0.0	2.0	0.0	3.0	4.0	6.0	2.0	3.0	3.0	0.0	1.0	2.0	2.0	1.0	3.0	4.0	2.0	4.0	1.0	4.0	3.0	1.0	1.0	0.0	53.0
Lecautel_NAM_lecautel	0.0	3.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	4.0	2.0	9.0	5.0	1.0	4.0	0.0	53.0
bras_NOM_bras	2.0	2.0	5.0	3.0	3.0	2.0	0.0	1.0	2.0	0.0	2.0	3.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	5.0	8.0	3.0	2.0	52.0
fait_VER:pper_faire	1.0	0.0	2.0	2.0	1.0	1.0	2.0	4.0	0.0	1.0	1.0	2.0	2.0	2.0	6.0	0.0	3.0	1.0	4.0	2.0	5.0	1.0	4.0	3.0	1.0	51.0
peine_NOM_peine	0.0	0.0	1.0	7.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	5.0	1.0	5.0	2.0	1.0	51.0
Dieu_NOM_dieu	3.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	5.0	7.0	1.0	2.0	2.0	0.0	1.0	4.0	6.0	4.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	51.0
pouvait_VER:impf_pouvoir	5.0	0.0	5.0	1.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	1.0	7.0	2.0	1.0	4.0	1.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	2.0	51.0
mains_NOM_main	1.0	2.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	1.0	8.0	3.0	5.0	3.0	5.0	3.0	1.0	0.0	0.0	3.0	1.0	1.0	2.0	0.0	3.0	50.0
jusqu'_PRP_jusque	3.0	2.0	2.0	2.0	3.0	3.0	3.0	1.0	3.0	3.0	4.0	2.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	1.0	2.0	2.0	5.0	2.0	0.0	50.0
parce_KON_parce	0.0	0.0	0.0	0.0	0.0	2.0	5.0	9.0	8.0	0.0	0.0	1.0	2.0	1.0	6.0	1.0	3.0	0.0	1.0	4.0	1.0	2.0	1.0	3.0	0.0	50.0
C'_NAM_c'	4.0	0.0	3.0	2.0	2.0	3.0	0.0	6.0	7.0	1.0	0.0	2.0	1.0	0.0	2.0	1.0	2.0	3.0	0.0	1.0	2.0	1.0	4.0	3.0	0.0	50.0
élèves_NOM_élève	3.0	0.0	1.0	7.0	3.0	4.0	4.0	3.0	4.0	3.0	1.0	4.0	0.0	5.0	2.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
ainsi_ADV_ainsi	0.0	3.0	3.0	0.0	4.0	5.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	3.0	0.0	2.0	2.0	1.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	50.0
M_NOM_m	9.0	7.0	7.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	4.0	0.0	2.0	0.0	3.0	0.0	49.0
mieux_ADV_mieux	4.0	0.0	1.0	2.0	1.0	1.0	1.0	5.0	4.0	2.0	3.0	2.0	2.0	0.0	2.0	1.0	2.0	4.0	2.0	3.0	1.0	4.0	2.0	0.0	0.0	49.0
heures_NOM_heure	1.0	4.0	6.0	3.0	0.0	2.0	4.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	2.0	1.0	3.0	3.0	1.0	3.0	2.0	5.0	2.0	0.0	49.0
grande_ADJ_grand	1.0	0.0	1.0	3.0	0.0	2.0	2.0	4.0	6.0	1.0	4.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	8.0	3.0	1.0	3.0	4.0	0.0	49.0
Non_ADV_non	0.0	0.0	0.0	0.0	1.0	4.0	1.0	10.0	1.0	1.0	0.0	0.0	4.0	1.0	2.0	3.0	3.0	4.0	2.0	1.0	2.0	2.0	4.0	2.0	0.0	48.0
veux_VER:pres_vouloir	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	7.0	1.0	1.0	1.0	5.0	5.0	2.0	2.0	6.0	4.0	7.0	1.0	0.0	48.0
J'_PRO:PER_je	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	5.0	9.0	10.0	5.0	3.0	1.0	0.0	47.0
maison_NOM_maison	6.0	3.0	1.0	2.0	2.0	0.0	0.0	3.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	4.0	3.0	5.0	5.0	2.0	2.0	1.0	1.0	1.0	0.0	47.0
loin_ADV_loin	3.0	1.0	1.0	1.0	2.0	4.0	5.0	3.0	1.0	0.0	0.0	0.0	5.0	6.0	1.0	4.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	3.0	0.0	47.0
faut_VER:pres_falloir	2.0	1.0	2.0	0.0	1.0	0.0	0.0	5.0	4.0	2.0	0.0	1.0	3.0	0.0	4.0	1.0	2.0	3.0	0.0	3.0	6.0	2.0	2.0	2.0	0.0	46.0
jours_NOM_jour	1.0	2.0	3.0	1.0	0.0	3.0	2.0	0.0	4.0	2.0	1.0	0.0	0.0	1.0	2.0	6.0	4.0	3.0	4.0	1.0	2.0	0.0	1.0	3.0	0.0	46.0
seul_ADJ_seul	0.0	2.0	1.0	1.0	2.0	3.0	1.0	0.0	1.0	1.0	3.0	1.0	4.0	2.0	4.0	4.0	5.0	3.0	1.0	3.0	1.0	1.0	0.0	0.0	2.0	46.0
quelques_PRO:IND_quelque	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	6.0	2.0	4.0	5.0	0.0	0.0	4.0	3.0	2.0	3.0	1.0	0.0	3.0	1.0	2.0	0.0	46.0
heure_NOM_heure	0.0	5.0	5.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	3.0	1.0	4.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	4.0	3.0	0.0	45.0
Ah_INT_ah	0.0	1.0	2.0	2.0	0.0	1.0	0.0	6.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	6.0	4.0	5.0	2.0	1.0	4.0	1.0	1.0	0.0	0.0	45.0
-même_ADJ_même	0.0	4.0	1.0	2.0	4.0	5.0	5.0	0.0	1.0	2.0	2.0	2.0	3.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	4.0	2.0	1.0	45.0
bois_NOM_bois	0.0	0.0	0.0	4.0	1.0	1.0	2.0	7.0	3.0	1.0	5.0	0.0	2.0	4.0	4.0	2.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	45.0
ton_DET:POS_ton	2.0	6.0	9.0	5.0	3.0	3.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	1.0	0.0	45.0
peut-être_ADV_peut-être	1.0	0.0	2.0	0.0	3.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	2.0	2.0	1.0	4.0	1.0	4.0	3.0	1.0	7.0	5.0	0.0	1.0	0.0	45.0
