	Gaboriau_CrimeOrcival_0	Gaboriau_CrimeOrcival_1	Gaboriau_CrimeOrcival_2	Gaboriau_CrimeOrcival_3	Gaboriau_CrimeOrcival_4	Gaboriau_CrimeOrcival_5	Gaboriau_CrimeOrcival_6	Gaboriau_CrimeOrcival_7	Gaboriau_CrimeOrcival_8	Gaboriau_CrimeOrcival_9	Gaboriau_CrimeOrcival_10	Gaboriau_CrimeOrcival_11	Gaboriau_CrimeOrcival_12	Gaboriau_CrimeOrcival_13	Gaboriau_CrimeOrcival_14	Gaboriau_CrimeOrcival_15	Gaboriau_CrimeOrcival_16	Gaboriau_CrimeOrcival_17	Gaboriau_CrimeOrcival_18	Gaboriau_CrimeOrcival_19	Gaboriau_CrimeOrcival_20	Gaboriau_CrimeOrcival_21	Gaboriau_CrimeOrcival_22	Gaboriau_CrimeOrcival_23	Gaboriau_CrimeOrcival_24	Gaboriau_CrimeOrcival_25	Gaboriau_CrimeOrcival_26	Gaboriau_CrimeOrcival_27	Gaboriau_CrimeOrcival_28	Gaboriau_CrimeOrcival_29	Gaboriau_CrimeOrcival_30	Gaboriau_CrimeOrcival_31	Gaboriau_CrimeOrcival_sum
ces_PRO:DEM_ce	7.0	11.0	8.0	7.0	4.0	9.0	14.0	2.0	11.0	6.0	7.0	2.0	12.0	4.0	8.0	11.0	4.0	7.0	5.0	8.0	7.0	13.0	3.0	6.0	3.0	6.0	4.0	6.0	4.0	1.0	7.0	0.0	207.0
être_VER:infi_être	6.0	8.0	5.0	7.0	6.0	5.0	6.0	2.0	9.0	9.0	6.0	7.0	7.0	2.0	7.0	7.0	8.0	7.0	6.0	11.0	5.0	11.0	4.0	11.0	10.0	6.0	8.0	8.0	4.0	4.0	3.0	0.0	205.0
si_KON_si	4.0	9.0	8.0	8.0	6.0	7.0	4.0	3.0	3.0	9.0	6.0	1.0	3.0	4.0	8.0	7.0	8.0	6.0	2.0	4.0	7.0	10.0	10.0	8.0	14.0	10.0	2.0	11.0	8.0	6.0	7.0	1.0	204.0
comte_NOM_comte	9.0	15.0	15.0	5.0	6.0	2.0	6.0	0.0	4.0	4.0	23.0	9.0	14.0	10.0	9.0	7.0	10.0	2.0	3.0	6.0	2.0	3.0	6.0	7.0	2.0	7.0	5.0	2.0	3.0	1.0	2.0	0.0	199.0
encore_ADV_encore	6.0	3.0	7.0	6.0	10.0	4.0	12.0	2.0	7.0	13.0	8.0	7.0	10.0	6.0	9.0	4.0	5.0	7.0	4.0	6.0	4.0	7.0	6.0	5.0	3.0	10.0	4.0	1.0	4.0	7.0	9.0	1.0	197.0
Mais_KON_mais	7.0	6.0	4.0	5.0	2.0	5.0	6.0	2.0	4.0	3.0	3.0	7.0	5.0	9.0	7.0	7.0	5.0	7.0	12.0	13.0	7.0	9.0	7.0	8.0	9.0	5.0	12.0	5.0	5.0	5.0	5.0	0.0	196.0
tu_PRO:PER_tu	0.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	3.0	1.0	0.0	9.0	12.0	12.0	14.0	17.0	19.0	3.0	7.0	0.0	4.0	27.0	2.0	0.0	3.0	22.0	0.0	1.0	5.0	10.0	16.0	0.0	193.0
où_PRO:REL_où	6.0	6.0	2.0	8.0	3.0	1.0	7.0	11.0	8.0	1.0	8.0	6.0	5.0	5.0	10.0	4.0	6.0	5.0	3.0	2.0	11.0	7.0	10.0	8.0	6.0	6.0	10.0	6.0	10.0	3.0	7.0	1.0	192.0
Berthe_NAM_berthe	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	13.0	16.0	8.0	23.0	25.0	30.0	30.0	19.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	3.0	0.0	191.0
paix_NOM_paix	9.0	6.0	5.0	1.0	4.0	9.0	16.0	18.0	22.0	6.0	3.0	10.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	15.0	3.0	7.0	12.0	9.0	7.0	8.0	5.0	2.0	191.0
femme_NOM_femme	9.0	4.0	6.0	0.0	2.0	2.0	1.0	3.0	1.0	3.0	14.0	8.0	7.0	2.0	5.0	11.0	11.0	8.0	12.0	13.0	12.0	6.0	8.0	4.0	2.0	8.0	7.0	5.0	7.0	4.0	4.0	0.0	189.0
donc_ADV_donc	4.0	2.0	3.0	4.0	3.0	16.0	10.0	7.0	5.0	5.0	7.0	9.0	1.0	4.0	8.0	3.0	4.0	6.0	2.0	5.0	10.0	11.0	4.0	3.0	2.0	7.0	12.0	7.0	12.0	5.0	5.0	1.0	187.0
agent_NOM_agent	0.0	2.0	0.0	0.0	13.0	10.0	13.0	5.0	3.0	9.0	8.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	11.0	16.0	16.0	10.0	11.0	8.0	10.0	14.0	1.0	185.0
ou_KON_ou	3.0	7.0	3.0	6.0	6.0	9.0	5.0	4.0	1.0	10.0	6.0	6.0	9.0	10.0	9.0	6.0	5.0	6.0	9.0	6.0	5.0	5.0	2.0	4.0	4.0	2.0	7.0	8.0	12.0	3.0	5.0	0.0	183.0
C'_PRO:DEM_ce	1.0	7.0	3.0	12.0	7.0	4.0	3.0	8.0	4.0	10.0	3.0	4.0	7.0	11.0	11.0	3.0	2.0	3.0	6.0	7.0	6.0	4.0	7.0	8.0	8.0	5.0	8.0	4.0	5.0	2.0	6.0	0.0	179.0
-vous_PRO:PER_vous	3.0	4.0	10.0	10.0	1.0	4.0	10.0	4.0	8.0	3.0	2.0	3.0	1.0	0.0	0.0	0.0	1.0	6.0	3.0	5.0	11.0	8.0	5.0	6.0	9.0	8.0	7.0	13.0	14.0	8.0	9.0	0.0	176.0
aux_PRP:det_au	9.0	7.0	6.0	9.0	5.0	3.0	4.0	5.0	4.0	6.0	8.0	3.0	7.0	8.0	5.0	4.0	5.0	4.0	3.0	7.0	3.0	5.0	4.0	3.0	9.0	7.0	9.0	8.0	2.0	1.0	9.0	1.0	173.0
ma_DET:POS_mon	5.0	3.0	5.0	4.0	1.0	3.0	1.0	6.0	19.0	4.0	0.0	2.0	3.0	2.0	3.0	5.0	5.0	9.0	5.0	5.0	2.0	12.0	13.0	1.0	1.0	4.0	6.0	17.0	11.0	5.0	8.0	2.0	172.0
suis_VER:pres_suivre|être	0.0	2.0	5.0	11.0	9.0	5.0	1.0	10.0	4.0	14.0	2.0	9.0	3.0	0.0	4.0	2.0	5.0	6.0	3.0	5.0	4.0	7.0	4.0	8.0	6.0	4.0	6.0	8.0	8.0	7.0	9.0	0.0	171.0
comme_ADV_comme	4.0	5.0	6.0	6.0	3.0	5.0	3.0	6.0	8.0	5.0	2.0	3.0	6.0	8.0	5.0	9.0	5.0	5.0	7.0	3.0	6.0	7.0	8.0	7.0	4.0	4.0	3.0	10.0	8.0	6.0	3.0	0.0	170.0
rien_ADV_rien	2.0	4.0	6.0	8.0	4.0	6.0	7.0	4.0	9.0	4.0	5.0	2.0	5.0	2.0	9.0	6.0	12.0	9.0	5.0	10.0	10.0	7.0	5.0	6.0	4.0	3.0	2.0	2.0	1.0	2.0	5.0	1.0	167.0
ils_PRO:PER_il	5.0	7.0	6.0	3.0	4.0	14.0	8.0	3.0	2.0	8.0	3.0	2.0	6.0	1.0	2.0	11.0	8.0	0.0	7.0	11.0	3.0	6.0	20.0	3.0	3.0	4.0	4.0	2.0	3.0	3.0	4.0	1.0	167.0
peu_ADV_peu	4.0	6.0	11.0	5.0	5.0	9.0	6.0	9.0	7.0	6.0	5.0	2.0	8.0	1.0	8.0	7.0	7.0	3.0	5.0	4.0	6.0	3.0	3.0	5.0	9.0	3.0	5.0	3.0	2.0	6.0	1.0	0.0	164.0
faire_VER:infi_faire	5.0	3.0	8.0	11.0	2.0	5.0	3.0	2.0	3.0	2.0	3.0	4.0	7.0	5.0	4.0	8.0	7.0	4.0	4.0	1.0	10.0	5.0	6.0	6.0	5.0	8.0	7.0	4.0	7.0	8.0	5.0	0.0	162.0
»_PUN:cit_»	2.0	3.0	6.0	10.0	2.0	4.0	2.0	7.0	3.0	5.0	0.0	0.0	4.0	10.0	3.0	7.0	10.0	7.0	14.0	3.0	5.0	3.0	8.0	2.0	7.0	3.0	5.0	8.0	7.0	7.0	2.0	2.0	161.0
deux_NUM_deux	6.0	9.0	6.0	3.0	6.0	4.0	7.0	7.0	2.0	7.0	4.0	9.0	3.0	4.0	5.0	7.0	3.0	3.0	5.0	4.0	3.0	4.0	6.0	5.0	3.0	2.0	7.0	3.0	8.0	9.0	3.0	0.0	157.0
Je_PRO:PER_je	0.0	1.0	2.0	11.0	5.0	8.0	5.0	5.0	9.0	7.0	1.0	2.0	3.0	1.0	0.0	4.0	2.0	12.0	4.0	4.0	3.0	7.0	8.0	3.0	5.0	3.0	8.0	19.0	5.0	2.0	4.0	0.0	153.0
-Je_ADJ_-je	0.0	2.0	5.0	8.0	6.0	8.0	9.0	1.0	5.0	3.0	0.0	6.0	2.0	3.0	2.0	4.0	4.0	7.0	2.0	6.0	3.0	5.0	6.0	4.0	8.0	11.0	5.0	5.0	7.0	4.0	6.0	0.0	147.0
La_DET:ART_le	13.0	6.0	6.0	11.0	8.0	5.0	8.0	6.0	3.0	5.0	4.0	3.0	7.0	12.0	2.0	2.0	4.0	1.0	3.0	4.0	3.0	4.0	2.0	5.0	4.0	2.0	2.0	3.0	2.0	3.0	2.0	1.0	146.0
tous_PRO:IND_tout	7.0	5.0	6.0	7.0	3.0	3.0	6.0	2.0	2.0	5.0	9.0	1.0	10.0	2.0	3.0	6.0	7.0	3.0	6.0	8.0	5.0	4.0	3.0	3.0	3.0	7.0	6.0	3.0	3.0	5.0	2.0	0.0	145.0
docteur_NOM_docteur	0.0	8.0	8.0	5.0	7.0	8.0	7.0	14.0	11.0	11.0	11.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	10.0	13.0	5.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	144.0
la_PRO:PER_la	2.0	2.0	4.0	2.0	1.0	8.0	0.0	1.0	1.0	7.0	4.0	2.0	4.0	3.0	3.0	4.0	10.0	8.0	4.0	12.0	14.0	13.0	3.0	0.0	2.0	4.0	6.0	5.0	7.0	1.0	4.0	1.0	142.0
dit-il_NOM_dit-il	5.0	11.0	1.0	7.0	4.0	6.0	6.0	4.0	11.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	2.0	2.0	6.0	9.0	7.0	9.0	3.0	3.0	3.0	7.0	4.0	1.0	136.0
les_PRO:PER_la|le	1.0	6.0	11.0	5.0	1.0	5.0	7.0	2.0	3.0	4.0	12.0	4.0	6.0	2.0	1.0	11.0	1.0	1.0	4.0	9.0	0.0	6.0	9.0	8.0	2.0	0.0	1.0	3.0	4.0	4.0	1.0	0.0	134.0
étaient_VER:impf_être	2.0	18.0	9.0	0.0	5.0	5.0	6.0	4.0	3.0	4.0	3.0	2.0	1.0	4.0	5.0	3.0	3.0	3.0	5.0	2.0	3.0	4.0	8.0	5.0	2.0	4.0	1.0	2.0	1.0	2.0	4.0	2.0	125.0
autre_ADJ_autre	3.0	2.0	5.0	3.0	3.0	2.0	4.0	3.0	1.0	4.0	5.0	8.0	6.0	8.0	4.0	0.0	3.0	7.0	4.0	3.0	4.0	4.0	8.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	124.0
avoir_VER:infi_avoir	4.0	2.0	6.0	4.0	7.0	2.0	3.0	2.0	4.0	3.0	1.0	3.0	3.0	3.0	9.0	1.0	8.0	5.0	5.0	5.0	4.0	0.0	3.0	4.0	5.0	8.0	2.0	6.0	6.0	4.0	2.0	0.0	124.0
fois_NOM_fois	4.0	1.0	3.0	4.0	0.0	1.0	4.0	3.0	1.0	7.0	7.0	2.0	5.0	3.0	5.0	1.0	4.0	8.0	6.0	7.0	3.0	2.0	4.0	6.0	4.0	7.0	5.0	9.0	1.0	3.0	1.0	0.0	121.0
heures_NOM_heure	5.0	5.0	3.0	4.0	10.0	1.0	1.0	5.0	1.0	7.0	5.0	2.0	8.0	5.0	2.0	5.0	2.0	2.0	3.0	2.0	5.0	2.0	3.0	1.0	7.0	5.0	3.0	2.0	6.0	8.0	1.0	0.0	121.0
instruction_NOM_instruction	1.0	16.0	14.0	14.0	13.0	13.0	7.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	16.0	10.0	0.0	2.0	0.0	1.0	0.0	0.0	120.0
quelque_PRO:IND_quelque	3.0	4.0	0.0	5.0	5.0	5.0	3.0	4.0	5.0	3.0	4.0	3.0	6.0	4.0	1.0	4.0	4.0	1.0	8.0	4.0	9.0	3.0	1.0	3.0	5.0	4.0	3.0	4.0	3.0	7.0	1.0	0.0	119.0
dont_PRO:REL_dont	5.0	3.0	3.0	1.0	1.0	5.0	4.0	4.0	4.0	5.0	4.0	6.0	7.0	3.0	11.0	4.0	3.0	3.0	1.0	2.0	2.0	7.0	3.0	6.0	3.0	3.0	7.0	4.0	1.0	1.0	1.0	0.0	117.0
L'_DET:ART_le	4.0	4.0	1.0	3.0	3.0	7.0	6.0	4.0	5.0	5.0	1.0	4.0	2.0	4.0	5.0	1.0	5.0	2.0	4.0	4.0	5.0	5.0	3.0	6.0	5.0	5.0	3.0	2.0	4.0	2.0	3.0	0.0	117.0
On_PRO:PER_on	5.0	10.0	7.0	9.0	10.0	7.0	3.0	4.0	4.0	8.0	0.0	4.0	4.0	2.0	4.0	4.0	1.0	6.0	2.0	2.0	6.0	1.0	1.0	4.0	0.0	1.0	2.0	1.0	2.0	0.0	1.0	0.0	115.0
-ce_PRO:DEM_ce	6.0	3.0	2.0	10.0	1.0	4.0	1.0	1.0	6.0	3.0	2.0	1.0	3.0	2.0	2.0	4.0	5.0	5.0	3.0	4.0	1.0	1.0	3.0	5.0	3.0	9.0	5.0	6.0	7.0	2.0	5.0	0.0	115.0
moment_NOM_moment	1.0	1.0	4.0	5.0	2.0	3.0	1.0	4.0	1.0	4.0	4.0	6.0	4.0	5.0	5.0	3.0	4.0	4.0	7.0	0.0	3.0	7.0	3.0	7.0	5.0	4.0	3.0	1.0	3.0	5.0	6.0	0.0	115.0
yeux_NOM_œil	1.0	5.0	3.0	4.0	3.0	3.0	0.0	4.0	3.0	2.0	0.0	3.0	4.0	5.0	4.0	4.0	8.0	4.0	9.0	2.0	8.0	9.0	2.0	3.0	4.0	6.0	2.0	2.0	3.0	0.0	4.0	0.0	114.0
ami_NOM_ami	2.0	1.0	6.0	0.0	0.0	0.0	1.0	6.0	3.0	0.0	2.0	2.0	1.0	1.0	12.0	14.0	14.0	3.0	4.0	4.0	5.0	5.0	7.0	0.0	1.0	1.0	3.0	9.0	1.0	1.0	3.0	1.0	113.0
dire_VER:infi_dire	0.0	7.0	4.0	5.0	7.0	3.0	3.0	2.0	3.0	3.0	0.0	0.0	3.0	2.0	7.0	0.0	3.0	4.0	6.0	4.0	5.0	7.0	6.0	1.0	7.0	7.0	3.0	3.0	5.0	0.0	2.0	1.0	113.0
jamais_ADV_jamais	2.0	0.0	5.0	2.0	3.0	2.0	4.0	5.0	2.0	1.0	2.0	1.0	13.0	4.0	6.0	7.0	8.0	5.0	5.0	6.0	8.0	5.0	3.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	112.0
eut_VER:simp_avoir	3.0	3.0	5.0	1.0	2.0	4.0	4.0	3.0	4.0	5.0	2.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	7.0	5.0	5.0	5.0	5.0	4.0	1.0	7.0	3.0	0.0	4.0	3.0	3.0	1.0	112.0
fit_VER:simp_faire	3.0	0.0	7.0	2.0	3.0	4.0	3.0	6.0	4.0	2.0	3.0	4.0	1.0	7.0	3.0	9.0	1.0	4.0	4.0	0.0	4.0	0.0	3.0	6.0	4.0	6.0	3.0	3.0	2.0	5.0	6.0	0.0	112.0
moins_ADV_moins	3.0	3.0	1.0	3.0	6.0	7.0	2.0	3.0	2.0	4.0	2.0	2.0	8.0	2.0	6.0	5.0	3.0	3.0	2.0	3.0	7.0	2.0	1.0	2.0	6.0	5.0	4.0	3.0	6.0	4.0	1.0	1.0	112.0
répondit_VER:simp_répondre	7.0	2.0	7.0	3.0	11.0	2.0	6.0	2.0	1.0	6.0	3.0	9.0	2.0	1.0	2.0	0.0	2.0	5.0	1.0	2.0	2.0	2.0	2.0	4.0	4.0	9.0	3.0	2.0	3.0	4.0	2.0	0.0	111.0
ont_VER:pres_avoir	1.0	5.0	4.0	6.0	5.0	18.0	10.0	4.0	2.0	6.0	5.0	4.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	2.0	6.0	0.0	8.0	2.0	0.0	2.0	2.0	2.0	110.0
vie_NOM_vie	2.0	3.0	5.0	3.0	0.0	2.0	0.0	3.0	5.0	2.0	3.0	3.0	3.0	6.0	9.0	5.0	5.0	5.0	3.0	6.0	4.0	6.0	6.0	3.0	1.0	0.0	0.0	7.0	1.0	1.0	8.0	0.0	110.0
Guespin_NAM_guespin	2.0	1.0	14.0	19.0	8.0	0.0	6.0	2.0	0.0	2.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	21.0	17.0	1.0	0.0	1.0	2.0	0.0	1.0	109.0
assez_ADV_assez	3.0	1.0	7.0	1.0	2.0	5.0	6.0	3.0	1.0	2.0	5.0	2.0	4.0	2.0	6.0	4.0	4.0	1.0	5.0	2.0	4.0	4.0	2.0	5.0	7.0	4.0	2.0	4.0	7.0	4.0	0.0	0.0	109.0
temps_NOM_temps	6.0	2.0	5.0	7.0	1.0	3.0	0.0	2.0	5.0	6.0	7.0	0.0	4.0	8.0	1.0	3.0	6.0	3.0	3.0	3.0	3.0	1.0	4.0	7.0	2.0	0.0	2.0	1.0	5.0	5.0	2.0	0.0	107.0
sont_VER:pres_être	5.0	5.0	1.0	5.0	6.0	7.0	2.0	3.0	3.0	6.0	8.0	9.0	4.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	1.0	4.0	5.0	3.0	2.0	2.0	8.0	2.0	0.0	7.0	1.0	0.0	107.0
non_ADV_non	2.0	3.0	0.0	2.0	4.0	6.0	4.0	7.0	4.0	2.0	2.0	4.0	1.0	4.0	6.0	2.0	5.0	3.0	4.0	4.0	2.0	6.0	4.0	6.0	4.0	4.0	2.0	1.0	2.0	2.0	5.0	0.0	107.0
chez_PRP_chez	7.0	0.0	2.0	3.0	6.0	1.0	0.0	3.0	5.0	3.0	4.0	2.0	5.0	4.0	8.0	4.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	6.0	1.0	3.0	3.0	2.0	10.0	13.0	2.0	0.0	107.0
dit_VER:pres_dire	11.0	3.0	5.0	2.0	8.0	7.0	4.0	3.0	3.0	5.0	0.0	6.0	4.0	0.0	6.0	1.0	1.0	3.0	2.0	1.0	2.0	0.0	3.0	2.0	1.0	2.0	2.0	3.0	8.0	6.0	2.0	0.0	106.0
coup_NOM_coup	2.0	1.0	2.0	2.0	7.0	5.0	3.0	6.0	4.0	3.0	4.0	4.0	2.0	1.0	5.0	2.0	3.0	5.0	5.0	2.0	4.0	2.0	2.0	3.0	7.0	1.0	1.0	4.0	6.0	5.0	3.0	0.0	106.0
toutes_PRO:IND_tout	5.0	3.0	2.0	1.0	1.0	1.0	6.0	6.0	5.0	8.0	7.0	2.0	0.0	2.0	7.0	2.0	5.0	5.0	3.0	2.0	1.0	3.0	0.0	2.0	2.0	8.0	6.0	3.0	1.0	5.0	2.0	0.0	106.0
maire_NOM_maire	25.0	28.0	15.0	10.0	4.0	5.0	1.0	4.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	105.0
Laurence_NAM_laurence	0.0	0.0	2.0	0.0	0.0	4.0	0.0	5.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	5.0	0.0	8.0	2.0	1.0	4.0	6.0	0.0	0.0	2.0	11.0	5.0	4.0	25.0	4.0	105.0
cet_PRO:DEM_ce	5.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	1.0	5.0	2.0	6.0	6.0	3.0	5.0	2.0	5.0	2.0	4.0	2.0	0.0	6.0	0.0	104.0
très_ADV_très	2.0	1.0	1.0	5.0	9.0	3.0	3.0	3.0	3.0	1.0	3.0	1.0	5.0	6.0	1.0	12.0	5.0	0.0	1.0	2.0	2.0	1.0	6.0	1.0	1.0	3.0	3.0	1.0	7.0	7.0	4.0	0.0	103.0
mes_DET:POS_mon	0.0	3.0	3.0	9.0	1.0	6.0	1.0	3.0	3.0	8.0	1.0	6.0	1.0	3.0	1.0	5.0	0.0	0.0	0.0	1.0	0.0	6.0	7.0	2.0	2.0	3.0	4.0	11.0	4.0	4.0	4.0	1.0	103.0
même_ADJ_même	4.0	1.0	2.0	2.0	3.0	2.0	2.0	1.0	5.0	4.0	3.0	2.0	3.0	4.0	3.0	7.0	6.0	3.0	5.0	5.0	3.0	5.0	3.0	7.0	2.0	2.0	3.0	1.0	5.0	1.0	2.0	2.0	103.0
là_ADV_là	2.0	8.0	2.0	0.0	2.0	6.0	5.0	7.0	3.0	3.0	2.0	3.0	3.0	4.0	10.0	2.0	1.0	2.0	2.0	6.0	1.0	2.0	3.0	8.0	3.0	4.0	1.0	1.0	0.0	2.0	5.0	0.0	103.0
pouvait_VER:impf_pouvoir	2.0	0.0	6.0	3.0	4.0	1.0	2.0	2.0	2.0	3.0	1.0	2.0	3.0	1.0	5.0	7.0	4.0	2.0	6.0	10.0	7.0	2.0	9.0	4.0	5.0	1.0	5.0	1.0	0.0	1.0	2.0	0.0	103.0
Les_DET:ART_le	7.0	7.0	7.0	1.0	5.0	5.0	1.0	8.0	1.0	6.0	3.0	3.0	2.0	2.0	1.0	4.0	4.0	1.0	1.0	2.0	2.0	3.0	5.0	4.0	3.0	3.0	3.0	6.0	0.0	1.0	1.0	0.0	102.0
sous_PRP_sous	0.0	4.0	1.0	1.0	1.0	3.0	7.0	3.0	5.0	1.0	3.0	1.0	5.0	4.0	2.0	4.0	5.0	5.0	5.0	4.0	4.0	5.0	3.0	2.0	3.0	2.0	10.0	2.0	1.0	2.0	3.0	1.0	102.0
fait_VER:pper_faire	4.0	3.0	4.0	6.0	4.0	3.0	5.0	3.0	0.0	3.0	0.0	1.0	0.0	1.0	1.0	4.0	1.0	6.0	3.0	4.0	1.0	3.0	7.0	3.0	4.0	5.0	7.0	4.0	4.0	5.0	2.0	0.0	101.0
crime_NOM_crime	8.0	4.0	3.0	7.0	4.0	0.0	1.0	1.0	2.0	7.0	11.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	5.0	5.0	2.0	10.0	2.0	3.0	2.0	1.0	2.0	4.0	0.0	100.0
leur_DET:POS_leur	3.0	4.0	6.0	3.0	6.0	3.0	4.0	4.0	0.0	6.0	3.0	5.0	1.0	3.0	2.0	0.0	4.0	1.0	4.0	3.0	1.0	7.0	8.0	4.0	1.0	2.0	1.0	5.0	3.0	1.0	2.0	0.0	100.0
dit_VER:pper_dire	3.0	1.0	5.0	2.0	2.0	2.0	4.0	1.0	1.0	1.0	3.0	4.0	3.0	4.0	3.0	5.0	4.0	10.0	6.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0	4.0	2.0	1.0	5.0	5.0	0.0	98.0
heure_NOM_heure	4.0	2.0	2.0	5.0	8.0	3.0	1.0	2.0	4.0	4.0	0.0	3.0	5.0	6.0	3.0	1.0	2.0	1.0	2.0	2.0	5.0	5.0	1.0	2.0	5.0	2.0	4.0	0.0	6.0	4.0	2.0	0.0	96.0
te_PRO:PER_te	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	2.0	14.0	5.0	4.0	8.0	10.0	1.0	2.0	0.0	1.0	10.0	5.0	0.0	1.0	9.0	1.0	1.0	2.0	8.0	4.0	0.0	95.0
faut_VER:pres_falloir	3.0	0.0	0.0	0.0	5.0	4.0	3.0	2.0	6.0	4.0	4.0	6.0	5.0	3.0	1.0	1.0	6.0	2.0	3.0	3.0	3.0	1.0	0.0	1.0	7.0	1.0	4.0	2.0	2.0	6.0	6.0	0.0	94.0
ni_KON_ni	0.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	7.0	2.0	0.0	9.0	4.0	8.0	9.0	0.0	4.0	8.0	6.0	1.0	1.0	9.0	4.0	4.0	6.0	0.0	2.0	2.0	0.0	94.0
peut_VER:pres_pouvoir	1.0	1.0	3.0	2.0	6.0	3.0	2.0	2.0	2.0	1.0	7.0	4.0	3.0	1.0	2.0	2.0	3.0	2.0	1.0	6.0	8.0	1.0	4.0	1.0	6.0	1.0	6.0	3.0	1.0	3.0	6.0	0.0	94.0
cela_PRO:DEM_cela	6.0	2.0	1.0	2.0	2.0	5.0	2.0	3.0	0.0	4.0	2.0	1.0	2.0	5.0	6.0	5.0	1.0	4.0	1.0	3.0	7.0	2.0	4.0	3.0	0.0	1.0	5.0	2.0	8.0	3.0	1.0	0.0	93.0
avez_VER:pres_avoir	3.0	3.0	3.0	3.0	0.0	3.0	7.0	2.0	9.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	6.0	4.0	3.0	5.0	2.0	3.0	2.0	4.0	10.0	8.0	3.0	0.0	93.0
chambre_NOM_chambre	16.0	5.0	5.0	0.0	4.0	3.0	3.0	4.0	1.0	0.0	10.0	2.0	3.0	3.0	0.0	4.0	2.0	2.0	9.0	2.0	4.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	3.0	2.0	2.0	0.0	93.0
vieux_ADJ_vieux	3.0	0.0	3.0	0.0	2.0	5.0	16.0	7.0	2.0	1.0	0.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	8.0	0.0	5.0	4.0	6.0	3.0	6.0	4.0	2.0	92.0
pour_KON_pour	4.0	1.0	3.0	1.0	4.0	5.0	4.0	1.0	3.0	5.0	4.0	3.0	3.0	4.0	4.0	3.0	5.0	1.0	5.0	3.0	2.0	6.0	1.0	1.0	3.0	1.0	4.0	0.0	4.0	1.0	2.0	0.0	91.0
trop_ADV_trop	2.0	1.0	4.0	2.0	0.0	3.0	1.0	5.0	3.0	1.0	2.0	7.0	2.0	1.0	1.0	6.0	6.0	4.0	5.0	3.0	4.0	6.0	3.0	6.0	2.0	0.0	2.0	3.0	3.0	1.0	2.0	0.0	91.0
Fancy_NAM_fancy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	11.0	11.0	15.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	6.0	2.0	2.0	16.0	4.0	0.0	0.0	91.0
voix_NOM_voix	3.0	0.0	3.0	2.0	1.0	3.0	2.0	4.0	4.0	3.0	2.0	5.0	1.0	0.0	2.0	0.0	1.0	6.0	4.0	3.0	5.0	4.0	5.0	3.0	7.0	3.0	2.0	2.0	3.0	4.0	3.0	0.0	90.0
après_PRP_après	3.0	1.0	2.0	1.0	5.0	2.0	3.0	4.0	0.0	1.0	4.0	3.0	6.0	1.0	4.0	3.0	7.0	3.0	5.0	5.0	3.0	4.0	2.0	0.0	1.0	5.0	2.0	2.0	2.0	3.0	3.0	0.0	90.0
