	Malot_Cara_0	Malot_Cara_1	Malot_Cara_2	Malot_Cara_3	Malot_Cara_4	Malot_Cara_5	Malot_Cara_6	Malot_Cara_7	Malot_Cara_8	Malot_Cara_9	Malot_Cara_10	Malot_Cara_11	Malot_Cara_12	Malot_Cara_13	Malot_Cara_14	Malot_Cara_15	Malot_Cara_16	Malot_Cara_17	Malot_Cara_18	Malot_Cara_19	Malot_Cara_20	Malot_Cara_21	Malot_Cara_22	Malot_Cara_23	Malot_Cara_24	Malot_Cara_25	Malot_Cara_26	Malot_Cara_sum
«_PUN:cit_«	7.0	3.0	2.0	7.0	5.0	2.0	20.0	3.0	4.0	6.0	5.0	2.0	6.0	3.0	8.0	9.0	4.0	7.0	8.0	4.0	8.0	6.0	1.0	3.0	1.0	0.0	13.0	147.0
madame_NOM_madame	4.0	0.0	0.0	9.0	7.0	9.0	1.0	0.0	6.0	0.0	0.0	3.0	2.0	12.0	5.0	2.0	8.0	5.0	17.0	8.0	14.0	1.0	6.0	9.0	8.0	3.0	7.0	146.0
votre_DET:POS_votre	2.0	1.0	4.0	3.0	3.0	2.0	5.0	7.0	9.0	5.0	4.0	7.0	1.0	0.0	3.0	7.0	7.0	9.0	10.0	1.0	5.0	0.0	2.0	26.0	5.0	8.0	7.0	143.0
maison_NOM_maison	18.0	6.0	1.0	8.0	9.0	9.0	15.0	1.0	10.0	3.0	4.0	8.0	2.0	3.0	6.0	3.0	6.0	0.0	2.0	2.0	2.0	2.0	2.0	4.0	7.0	1.0	8.0	142.0
rien_ADV_rien	2.0	7.0	3.0	7.0	4.0	9.0	3.0	6.0	4.0	2.0	5.0	5.0	4.0	9.0	3.0	5.0	5.0	14.0	10.0	6.0	5.0	1.0	5.0	4.0	8.0	3.0	3.0	142.0
moment_NOM_moment	1.0	6.0	11.0	5.0	8.0	5.0	5.0	11.0	3.0	5.0	1.0	5.0	8.0	4.0	4.0	1.0	6.0	3.0	6.0	5.0	1.0	8.0	3.0	3.0	9.0	12.0	3.0	142.0
suis_VER:pres_suivre|être	4.0	1.0	3.0	0.0	0.0	3.0	3.0	4.0	4.0	3.0	3.0	10.0	11.0	6.0	4.0	0.0	7.0	17.0	7.0	8.0	5.0	6.0	1.0	6.0	11.0	6.0	7.0	140.0
C'_PRO:DEM_ce	6.0	1.0	3.0	7.0	6.0	5.0	7.0	7.0	7.0	8.0	5.0	3.0	6.0	3.0	3.0	8.0	2.0	10.0	4.0	3.0	6.0	3.0	8.0	6.0	6.0	5.0	1.0	139.0
dire_VER:infi_dire	3.0	3.0	6.0	4.0	3.0	5.0	8.0	5.0	2.0	1.0	1.0	5.0	10.0	10.0	4.0	4.0	7.0	9.0	10.0	11.0	3.0	6.0	3.0	7.0	4.0	3.0	0.0	137.0
temps_NOM_temps	6.0	7.0	4.0	4.0	6.0	3.0	5.0	5.0	5.0	7.0	4.0	6.0	7.0	2.0	6.0	3.0	11.0	2.0	4.0	10.0	3.0	4.0	4.0	1.0	4.0	4.0	8.0	135.0
aux_PRP:det_au	12.0	3.0	5.0	4.0	6.0	2.0	2.0	9.0	5.0	9.0	5.0	6.0	9.0	0.0	6.0	4.0	5.0	8.0	2.0	2.0	9.0	4.0	6.0	1.0	3.0	1.0	2.0	130.0
chez_PRP_chez	1.0	6.0	2.0	6.0	2.0	3.0	4.0	3.0	5.0	7.0	5.0	4.0	1.0	2.0	12.0	4.0	13.0	10.0	1.0	5.0	7.0	3.0	2.0	3.0	3.0	14.0	2.0	130.0
avoir_VER:infi_avoir	3.0	0.0	2.0	3.0	3.0	6.0	7.0	3.0	3.0	8.0	6.0	7.0	5.0	3.0	5.0	3.0	8.0	5.0	4.0	8.0	2.0	2.0	11.0	6.0	4.0	7.0	5.0	129.0
comme_ADV_comme	2.0	3.0	4.0	2.0	6.0	5.0	5.0	3.0	4.0	7.0	6.0	3.0	5.0	8.0	8.0	5.0	18.0	2.0	3.0	7.0	5.0	7.0	4.0	3.0	2.0	0.0	1.0	128.0
car_KON_car	8.0	2.0	8.0	3.0	5.0	1.0	1.0	2.0	2.0	4.0	7.0	3.0	6.0	4.0	7.0	4.0	6.0	7.0	6.0	6.0	6.0	3.0	5.0	8.0	6.0	1.0	7.0	128.0
leur_DET:POS_leur	16.0	1.0	4.0	2.0	7.0	4.0	1.0	6.0	2.0	7.0	0.0	2.0	4.0	4.0	3.0	8.0	6.0	8.0	6.0	5.0	2.0	4.0	8.0	5.0	3.0	3.0	4.0	125.0
mariage_NOM_mariage	6.0	0.0	0.0	1.0	3.0	8.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	15.0	12.0	21.0	15.0	6.0	7.0	14.0	122.0
fait_VER:pper_faire	2.0	2.0	4.0	6.0	7.0	6.0	3.0	2.0	10.0	5.0	1.0	4.0	6.0	5.0	3.0	4.0	6.0	3.0	6.0	4.0	7.0	3.0	5.0	3.0	7.0	3.0	4.0	121.0
toi_PRO:PER_toi	1.0	4.0	0.0	8.0	11.0	3.0	0.0	1.0	3.0	0.0	1.0	3.0	1.0	8.0	1.0	3.0	12.0	4.0	0.0	8.0	13.0	11.0	4.0	0.0	14.0	2.0	3.0	119.0
puis_ADV_puis	3.0	5.0	8.0	8.0	2.0	2.0	3.0	2.0	3.0	2.0	7.0	4.0	2.0	4.0	2.0	3.0	6.0	7.0	8.0	7.0	6.0	3.0	4.0	4.0	3.0	2.0	8.0	118.0
tous_PRO:IND_tout	3.0	2.0	8.0	6.0	9.0	10.0	5.0	5.0	3.0	2.0	3.0	6.0	1.0	7.0	3.0	1.0	4.0	3.0	2.0	3.0	3.0	2.0	4.0	2.0	8.0	4.0	6.0	115.0
jour_NOM_jour	7.0	3.0	2.0	5.0	7.0	4.0	3.0	2.0	4.0	0.0	4.0	4.0	8.0	9.0	4.0	6.0	5.0	7.0	4.0	0.0	3.0	3.0	2.0	5.0	2.0	5.0	7.0	115.0
fille_NOM_fille	13.0	8.0	3.0	8.0	10.0	11.0	4.0	11.0	2.0	7.0	10.0	4.0	4.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0	3.0	3.0	0.0	3.0	115.0
serait_VER:cond_être	3.0	2.0	3.0	2.0	8.0	5.0	9.0	3.0	2.0	0.0	7.0	5.0	2.0	4.0	5.0	8.0	4.0	4.0	7.0	6.0	2.0	1.0	4.0	3.0	6.0	1.0	8.0	114.0
ta_DET:POS_ton	2.0	1.0	2.0	9.0	9.0	4.0	4.0	2.0	3.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	12.0	6.0	0.0	14.0	7.0	13.0	5.0	0.0	4.0	4.0	4.0	112.0
après_PRP_après	3.0	2.0	2.0	5.0	7.0	4.0	2.0	4.0	3.0	4.0	4.0	9.0	0.0	3.0	4.0	2.0	6.0	2.0	4.0	7.0	2.0	3.0	12.0	2.0	6.0	7.0	3.0	112.0
jamais_ADV_jamais	3.0	2.0	2.0	4.0	3.0	6.0	4.0	5.0	3.0	9.0	3.0	4.0	5.0	5.0	1.0	3.0	2.0	3.0	4.0	5.0	9.0	1.0	7.0	7.0	1.0	5.0	6.0	112.0
moins_ADV_moins	3.0	6.0	8.0	1.0	2.0	3.0	7.0	2.0	0.0	2.0	0.0	10.0	8.0	5.0	8.0	8.0	2.0	1.0	5.0	1.0	6.0	5.0	2.0	2.0	3.0	6.0	5.0	111.0
as_VER:pres_avoir	2.0	1.0	3.0	3.0	4.0	2.0	4.0	1.0	3.0	0.0	0.0	6.0	2.0	7.0	4.0	2.0	6.0	3.0	0.0	12.0	16.0	5.0	5.0	0.0	6.0	11.0	3.0	111.0
dont_PRO:REL_dont	1.0	5.0	7.0	0.0	5.0	4.0	5.0	0.0	2.0	3.0	8.0	2.0	4.0	2.0	3.0	4.0	7.0	4.0	11.0	1.0	1.0	3.0	5.0	5.0	6.0	8.0	5.0	111.0
celle_PRO:DEM_celui	3.0	0.0	2.0	5.0	2.0	1.0	3.0	4.0	1.0	1.0	5.0	4.0	3.0	4.0	4.0	2.0	6.0	4.0	2.0	3.0	5.0	6.0	6.0	12.0	7.0	9.0	7.0	111.0
point_ADV_point	7.0	5.0	1.0	0.0	5.0	3.0	3.0	4.0	5.0	1.0	3.0	5.0	5.0	7.0	2.0	5.0	4.0	5.0	1.0	4.0	4.0	3.0	0.0	1.0	9.0	18.0	1.0	111.0
Byasson_NAM_byasson	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	12.0	23.0	10.0	0.0	2.0	2.0	5.0	19.0	14.0	6.0	13.0	110.0
yeux_NOM_œil	4.0	10.0	3.0	4.0	4.0	5.0	3.0	9.0	1.0	5.0	4.0	3.0	0.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	6.0	7.0	4.0	6.0	4.0	4.0	1.0	110.0
veux_VER:pres_vouloir	1.0	1.0	2.0	10.0	14.0	2.0	3.0	3.0	2.0	1.0	4.0	3.0	7.0	7.0	1.0	3.0	3.0	3.0	4.0	8.0	3.0	4.0	3.0	1.0	1.0	8.0	7.0	109.0
homme_NOM_homme	3.0	2.0	3.0	1.0	5.0	6.0	4.0	4.0	8.0	5.0	12.0	6.0	5.0	1.0	1.0	1.0	4.0	3.0	8.0	1.0	2.0	1.0	5.0	9.0	2.0	6.0	1.0	109.0
là_ADV_là	5.0	2.0	12.0	3.0	0.0	5.0	4.0	4.0	2.0	5.0	5.0	1.0	7.0	5.0	5.0	4.0	4.0	5.0	2.0	6.0	1.0	4.0	3.0	3.0	3.0	5.0	4.0	109.0
pouvait_VER:impf_pouvoir	1.0	3.0	0.0	2.0	2.0	6.0	7.0	4.0	4.0	3.0	4.0	4.0	5.0	2.0	6.0	3.0	4.0	4.0	8.0	3.0	3.0	3.0	5.0	4.0	4.0	6.0	8.0	108.0
alors_ADV_alors	3.0	2.0	4.0	2.0	5.0	8.0	5.0	3.0	3.0	0.0	5.0	6.0	7.0	5.0	0.0	2.0	3.0	5.0	4.0	4.0	3.0	5.0	7.0	6.0	4.0	1.0	6.0	108.0
Ce_PRO:DEM_ce	6.0	1.0	1.0	4.0	4.0	7.0	2.0	5.0	2.0	5.0	4.0	2.0	2.0	4.0	4.0	5.0	6.0	1.0	2.0	6.0	4.0	5.0	6.0	4.0	10.0	3.0	2.0	107.0
notre_DET:POS_notre	3.0	5.0	2.0	3.0	12.0	11.0	0.0	0.0	10.0	1.0	3.0	0.0	1.0	2.0	3.0	1.0	4.0	1.0	7.0	2.0	1.0	5.0	7.0	3.0	11.0	4.0	4.0	106.0
Paris_NAM_paris	4.0	3.0	0.0	5.0	2.0	2.0	5.0	2.0	10.0	4.0	3.0	7.0	4.0	3.0	1.0	4.0	0.0	0.0	3.0	7.0	4.0	8.0	4.0	5.0	10.0	0.0	6.0	106.0
celui_PRO:DEM_celui	5.0	3.0	2.0	5.0	3.0	6.0	3.0	3.0	1.0	9.0	3.0	1.0	2.0	1.0	7.0	6.0	3.0	5.0	2.0	2.0	3.0	4.0	8.0	2.0	3.0	8.0	5.0	105.0
-vous_PRO:PER_vous	2.0	0.0	5.0	2.0	1.0	1.0	2.0	11.0	7.0	3.0	15.0	6.0	3.0	0.0	3.0	4.0	8.0	4.0	7.0	0.0	3.0	0.0	2.0	8.0	3.0	0.0	5.0	105.0
peu_ADV_peu	2.0	5.0	3.0	2.0	5.0	1.0	3.0	7.0	3.0	2.0	3.0	4.0	9.0	2.0	7.0	4.0	5.0	2.0	6.0	5.0	5.0	3.0	4.0	1.0	3.0	7.0	1.0	104.0
avaient_VER:impf_avoir	12.0	3.0	4.0	3.0	5.0	5.0	0.0	4.0	1.0	4.0	1.0	7.0	1.0	3.0	4.0	6.0	7.0	4.0	7.0	3.0	0.0	4.0	4.0	1.0	4.0	3.0	4.0	104.0
cœur_NOM_cœur	3.0	4.0	3.0	5.0	5.0	7.0	8.0	1.0	1.0	3.0	2.0	9.0	1.0	4.0	3.0	2.0	7.0	8.0	1.0	6.0	3.0	0.0	1.0	4.0	9.0	2.0	2.0	104.0
Tu_PRO:PER_tu	0.0	2.0	2.0	7.0	10.0	6.0	1.0	0.0	3.0	1.0	0.0	5.0	6.0	5.0	0.0	3.0	6.0	5.0	0.0	5.0	9.0	7.0	6.0	0.0	9.0	5.0	1.0	104.0
quelques_PRO:IND_quelque	4.0	3.0	5.0	4.0	5.0	1.0	4.0	9.0	2.0	5.0	7.0	1.0	7.0	5.0	6.0	3.0	3.0	4.0	3.0	3.0	0.0	3.0	5.0	2.0	4.0	2.0	4.0	104.0
voir_VER:infi_voir	3.0	6.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	4.0	1.0	5.0	4.0	3.0	1.0	6.0	5.0	5.0	5.0	4.0	3.0	9.0	4.0	12.0	3.0	4.0	4.0	103.0
fils_NOM_fil|fils	9.0	0.0	1.0	7.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	4.0	7.0	2.0	10.0	8.0	6.0	1.0	11.0	7.0	4.0	1.0	4.0	5.0	5.0	1.0	4.0	102.0
-ce_PRO:DEM_ce	1.0	0.0	4.0	8.0	5.0	4.0	7.0	5.0	4.0	10.0	3.0	2.0	1.0	9.0	0.0	2.0	5.0	6.0	4.0	6.0	4.0	1.0	2.0	5.0	1.0	1.0	2.0	102.0
assez_ADV_assez	2.0	4.0	4.0	2.0	6.0	6.0	6.0	1.0	1.0	3.0	3.0	1.0	4.0	6.0	4.0	2.0	7.0	8.0	1.0	3.0	8.0	2.0	3.0	4.0	4.0	2.0	4.0	101.0
trop_ADV_trop	2.0	2.0	5.0	9.0	1.0	2.0	2.0	2.0	2.0	5.0	6.0	5.0	7.0	6.0	4.0	1.0	2.0	1.0	4.0	7.0	1.0	8.0	5.0	5.0	2.0	2.0	3.0	101.0
-tu_PRO:PER_tu	0.0	1.0	7.0	6.0	7.0	1.0	1.0	2.0	1.0	2.0	0.0	4.0	1.0	5.0	0.0	5.0	4.0	6.0	0.0	8.0	12.0	7.0	4.0	0.0	4.0	6.0	6.0	100.0
jusqu'_PRP_jusque	5.0	6.0	6.0	6.0	4.0	4.0	3.0	3.0	2.0	4.0	4.0	5.0	4.0	4.0	1.0	2.0	2.0	2.0	3.0	4.0	4.0	3.0	1.0	2.0	1.0	8.0	6.0	99.0
dit_VER:pper_dire	2.0	0.0	2.0	2.0	6.0	6.0	2.0	3.0	5.0	0.0	1.0	4.0	2.0	5.0	2.0	3.0	5.0	4.0	4.0	7.0	6.0	2.0	5.0	8.0	4.0	7.0	1.0	98.0
oncle_NOM_oncle	2.0	9.0	9.0	13.0	15.0	22.0	11.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	4.0	0.0	3.0	97.0
dit_VER:pres_dire	4.0	3.0	5.0	3.0	2.0	3.0	1.0	5.0	8.0	11.0	0.0	2.0	5.0	5.0	2.0	3.0	4.0	2.0	1.0	3.0	4.0	1.0	5.0	8.0	3.0	2.0	2.0	97.0
non_ADV_non	1.0	4.0	2.0	2.0	5.0	7.0	2.0	3.0	0.0	3.0	3.0	4.0	1.0	6.0	6.0	6.0	2.0	8.0	2.0	3.0	3.0	8.0	3.0	3.0	4.0	3.0	0.0	94.0
-même_ADJ_même	2.0	1.0	3.0	3.0	8.0	4.0	4.0	2.0	1.0	3.0	0.0	3.0	5.0	5.0	5.0	3.0	7.0	7.0	5.0	3.0	8.0	4.0	0.0	2.0	4.0	2.0	0.0	94.0
ainsi_ADV_ainsi	4.0	1.0	3.0	1.0	9.0	5.0	2.0	2.0	5.0	6.0	3.0	4.0	0.0	9.0	2.0	4.0	1.0	3.0	2.0	3.0	4.0	1.0	5.0	2.0	2.0	5.0	4.0	92.0
francs_NOM_franc	2.0	2.0	0.0	0.0	0.0	5.0	4.0	0.0	3.0	0.0	1.0	3.0	10.0	3.0	21.0	9.0	2.0	2.0	7.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	11.0	91.0
devant_PRP_devant	1.0	6.0	5.0	3.0	0.0	0.0	10.0	1.0	2.0	10.0	5.0	3.0	0.0	4.0	2.0	4.0	2.0	5.0	1.0	4.0	1.0	2.0	3.0	3.0	5.0	4.0	4.0	90.0
sont_VER:pres_être	2.0	5.0	2.0	6.0	2.0	1.0	2.0	3.0	2.0	5.0	0.0	5.0	3.0	9.0	6.0	1.0	6.0	3.0	4.0	1.0	7.0	2.0	1.0	1.0	3.0	5.0	3.0	90.0
chambre_NOM_chambre	6.0	0.0	2.0	2.0	0.0	2.0	10.0	1.0	8.0	0.0	6.0	11.0	1.0	3.0	1.0	9.0	10.0	2.0	1.0	7.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	89.0
ni_KON_ni	5.0	2.0	4.0	1.0	11.0	3.0	5.0	0.0	5.0	3.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	0.0	4.0	0.0	6.0	0.0	1.0	2.0	4.0	2.0	10.0	89.0
M_NOM_m	13.0	0.0	7.0	5.0	2.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	5.0	1.0	5.0	3.0	4.0	2.0	10.0	0.0	5.0	2.0	0.0	3.0	4.0	7.0	4.0	89.0
même_ADJ_même	0.0	4.0	5.0	6.0	5.0	3.0	1.0	2.0	2.0	1.0	4.0	2.0	3.0	4.0	1.0	5.0	7.0	5.0	5.0	3.0	4.0	2.0	6.0	2.0	2.0	2.0	3.0	89.0
seulement_ADV_seulement	3.0	2.0	1.0	4.0	3.0	2.0	3.0	3.0	4.0	5.0	0.0	5.0	5.0	3.0	7.0	4.0	6.0	2.0	1.0	4.0	5.0	3.0	5.0	4.0	3.0	1.0	1.0	89.0
Le_DET:ART_le	5.0	5.0	0.0	6.0	4.0	2.0	5.0	5.0	2.0	3.0	4.0	2.0	3.0	1.0	3.0	4.0	4.0	2.0	3.0	5.0	1.0	3.0	4.0	3.0	1.0	2.0	6.0	88.0
Si_KON_si	1.0	3.0	2.0	2.0	6.0	1.0	5.0	3.0	1.0	2.0	4.0	4.0	2.0	6.0	3.0	2.0	2.0	3.0	2.0	5.0	4.0	3.0	0.0	4.0	7.0	4.0	7.0	88.0
..._PUN_...	2.0	0.0	5.0	8.0	6.0	2.0	0.0	4.0	1.0	0.0	6.0	5.0	2.0	0.0	1.0	4.0	3.0	4.0	1.0	6.0	1.0	1.0	1.0	6.0	7.0	5.0	7.0	88.0
rue_NOM_rue	13.0	0.0	0.0	7.0	3.0	0.0	1.0	2.0	3.0	0.0	1.0	2.0	2.0	2.0	5.0	3.0	5.0	3.0	2.0	6.0	2.0	0.0	2.0	3.0	4.0	9.0	7.0	87.0
bras_NOM_bras	2.0	1.0	7.0	5.0	2.0	2.0	0.0	5.0	2.0	5.0	5.0	1.0	0.0	1.0	1.0	3.0	6.0	5.0	1.0	7.0	0.0	6.0	4.0	1.0	8.0	4.0	2.0	86.0
tête_NOM_tête	3.0	2.0	5.0	4.0	5.0	3.0	0.0	8.0	4.0	3.0	5.0	6.0	2.0	6.0	1.0	0.0	3.0	1.0	0.0	2.0	4.0	5.0	3.0	2.0	4.0	3.0	1.0	85.0
fois_NOM_fois	0.0	2.0	3.0	1.0	2.0	3.0	2.0	5.0	0.0	2.0	3.0	4.0	3.0	4.0	4.0	4.0	2.0	6.0	2.0	4.0	9.0	2.0	2.0	3.0	4.0	6.0	2.0	84.0
jeune_ADJ_jeune	1.0	3.0	1.0	3.0	5.0	8.0	1.0	14.0	1.0	7.0	7.0	1.0	1.0	2.0	1.0	0.0	1.0	4.0	3.0	0.0	4.0	0.0	6.0	3.0	3.0	1.0	3.0	84.0
tout_PRO:IND_tout	1.0	2.0	2.0	4.0	4.0	5.0	4.0	2.0	7.0	2.0	2.0	2.0	3.0	7.0	2.0	5.0	2.0	4.0	3.0	4.0	4.0	3.0	2.0	3.0	1.0	4.0	0.0	84.0
toujours_ADV_toujours	3.0	0.0	2.0	5.0	3.0	1.0	2.0	1.0	2.0	5.0	1.0	4.0	1.0	6.0	1.0	4.0	2.0	6.0	7.0	3.0	2.0	3.0	4.0	11.0	1.0	2.0	2.0	84.0
dit-elle_NOM_dit-elle	0.0	0.0	6.0	5.0	2.0	2.0	2.0	1.0	1.0	4.0	9.0	4.0	1.0	3.0	1.0	3.0	3.0	2.0	2.0	7.0	1.0	8.0	3.0	3.0	7.0	0.0	3.0	83.0
même_ADV_même	5.0	3.0	1.0	4.0	4.0	3.0	6.0	4.0	4.0	3.0	1.0	3.0	3.0	3.0	0.0	6.0	2.0	2.0	7.0	3.0	3.0	3.0	1.0	4.0	5.0	0.0	0.0	83.0
main_NOM_main	3.0	2.0	7.0	5.0	2.0	0.0	3.0	4.0	2.0	9.0	9.0	5.0	2.0	0.0	1.0	0.0	3.0	5.0	0.0	2.0	1.0	1.0	1.0	3.0	7.0	2.0	4.0	83.0
eu_VER:pper_avoir	4.0	5.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	4.0	2.0	2.0	4.0	6.0	3.0	6.0	2.0	3.0	7.0	6.0	4.0	4.0	4.0	2.0	5.0	2.0	2.0	83.0
prendre_VER:infi_prendre	5.0	5.0	2.0	5.0	3.0	6.0	5.0	2.0	4.0	4.0	1.0	3.0	4.0	1.0	1.0	0.0	2.0	4.0	5.0	2.0	5.0	4.0	0.0	3.0	5.0	1.0	1.0	83.0
ont_VER:pres_avoir	1.0	4.0	0.0	1.0	3.0	2.0	3.0	2.0	3.0	7.0	2.0	1.0	4.0	5.0	0.0	3.0	1.0	8.0	6.0	1.0	4.0	4.0	2.0	6.0	5.0	2.0	2.0	82.0
vie_NOM_vie	6.0	3.0	0.0	2.0	2.0	4.0	6.0	2.0	3.0	1.0	6.0	3.0	1.0	5.0	1.0	2.0	0.0	5.0	1.0	3.0	1.0	8.0	4.0	3.0	5.0	1.0	2.0	80.0
faut_VER:pres_falloir	1.0	2.0	4.0	2.0	3.0	0.0	1.0	5.0	10.0	1.0	2.0	2.0	2.0	3.0	4.0	5.0	4.0	2.0	5.0	7.0	4.0	4.0	0.0	0.0	1.0	2.0	3.0	79.0
jours_NOM_jour	2.0	2.0	2.0	5.0	2.0	2.0	1.0	1.0	7.0	3.0	5.0	4.0	4.0	5.0	1.0	3.0	2.0	2.0	3.0	5.0	3.0	5.0	2.0	0.0	1.0	4.0	3.0	79.0
devait_VER:impf_devoir	1.0	3.0	1.0	1.0	2.0	7.0	4.0	3.0	1.0	2.0	2.0	1.0	4.0	2.0	7.0	4.0	3.0	2.0	2.0	5.0	5.0	4.0	3.0	3.0	3.0	2.0	1.0	78.0
-ci_ADV_-ci	2.0	1.0	4.0	3.0	2.0	4.0	1.0	1.0	2.0	4.0	2.0	3.0	0.0	1.0	7.0	2.0	6.0	4.0	3.0	1.0	2.0	2.0	2.0	5.0	2.0	7.0	5.0	78.0
pendant_PRP_pendant	4.0	1.0	1.0	3.0	3.0	1.0	6.0	2.0	6.0	6.0	5.0	0.0	3.0	0.0	3.0	3.0	2.0	1.0	1.0	5.0	1.0	4.0	2.0	3.0	2.0	4.0	6.0	78.0
dit-il_NOM_dit-il	1.0	1.0	5.0	6.0	2.0	2.0	0.0	5.0	4.0	3.0	2.0	3.0	0.0	2.0	3.0	2.0	3.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	8.0	6.0	10.0	78.0
eût_VER:subi_avoir	5.0	2.0	2.0	1.0	4.0	5.0	6.0	3.0	0.0	3.0	1.0	1.0	7.0	3.0	1.0	3.0	4.0	2.0	4.0	4.0	1.0	3.0	7.0	1.0	1.0	1.0	3.0	78.0
très_ADV_très	6.0	4.0	1.0	1.0	4.0	3.0	1.0	1.0	5.0	4.0	3.0	2.0	5.0	4.0	3.0	4.0	2.0	3.0	5.0	1.0	2.0	0.0	4.0	4.0	1.0	3.0	2.0	78.0
aller_VER:infi_aller	1.0	2.0	4.0	3.0	8.0	1.0	3.0	2.0	4.0	1.0	3.0	3.0	1.0	1.0	3.0	0.0	2.0	3.0	0.0	5.0	4.0	2.0	2.0	6.0	0.0	6.0	8.0	78.0
monde_NOM_monde	5.0	3.0	3.0	4.0	1.0	3.0	4.0	2.0	3.0	3.0	2.0	2.0	7.0	3.0	3.0	7.0	2.0	3.0	9.0	0.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	77.0
sera_VER:futu_être	2.0	5.0	1.0	4.0	9.0	3.0	1.0	0.0	4.0	2.0	1.0	1.0	7.0	1.0	2.0	2.0	3.0	1.0	2.0	5.0	7.0	0.0	2.0	7.0	0.0	1.0	4.0	77.0
avant_PRP_avant	0.0	5.0	3.0	3.0	2.0	1.0	2.0	2.0	5.0	0.0	1.0	2.0	0.0	2.0	4.0	1.0	6.0	0.0	1.0	3.0	5.0	6.0	7.0	4.0	3.0	6.0	2.0	76.0
fallait_VER:impf_falloir	2.0	4.0	3.0	1.0	1.0	3.0	6.0	4.0	1.0	2.0	1.0	2.0	1.0	2.0	10.0	3.0	2.0	4.0	2.0	3.0	2.0	0.0	4.0	2.0	2.0	4.0	4.0	75.0
fit_VER:simp_faire	0.0	2.0	2.0	1.0	1.0	1.0	7.0	6.0	5.0	6.0	1.0	7.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	4.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	75.0
argent_NOM_argent	3.0	4.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	9.0	3.0	12.0	4.0	2.0	2.0	6.0	1.0	5.0	4.0	2.0	0.0	3.0	0.0	3.0	74.0
mes_DET:POS_mon	2.0	16.0	2.0	0.0	2.0	1.0	5.0	3.0	2.0	3.0	0.0	3.0	1.0	2.0	4.0	2.0	3.0	6.0	2.0	1.0	2.0	2.0	0.0	0.0	4.0	1.0	4.0	73.0
toutes_PRO:IND_tout	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	4.0	3.0	4.0	4.0	2.0	3.0	3.0	3.0	6.0	1.0	2.0	3.0	4.0	3.0	3.0	5.0	3.0	1.0	0.0	73.0
heures_NOM_heure	6.0	8.0	2.0	6.0	2.0	1.0	3.0	0.0	5.0	2.0	1.0	11.0	2.0	7.0	0.0	2.0	1.0	0.0	0.0	5.0	3.0	1.0	1.0	0.0	0.0	2.0	2.0	73.0
sous_PRP_sous	6.0	3.0	3.0	6.0	4.0	2.0	5.0	2.0	2.0	0.0	8.0	1.0	2.0	1.0	2.0	3.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	4.0	3.0	1.0	3.0	73.0
près_ADV_près	4.0	3.0	6.0	7.0	2.0	0.0	3.0	4.0	4.0	4.0	2.0	4.0	1.0	4.0	1.0	1.0	2.0	3.0	2.0	4.0	0.0	4.0	1.0	2.0	3.0	2.0	0.0	73.0
mieux_ADV_mieux	0.0	0.0	3.0	1.0	3.0	4.0	2.0	2.0	5.0	1.0	4.0	4.0	3.0	3.0	2.0	3.0	4.0	6.0	3.0	1.0	2.0	2.0	4.0	2.0	3.0	2.0	3.0	72.0
cet_PRO:DEM_ce	2.0	2.0	2.0	0.0	2.0	3.0	1.0	3.0	2.0	1.0	5.0	2.0	3.0	1.0	5.0	5.0	2.0	3.0	2.0	1.0	4.0	3.0	4.0	1.0	3.0	5.0	5.0	72.0
amour_NOM_amour	1.0	0.0	0.0	2.0	2.0	8.0	4.0	1.0	0.0	4.0	1.0	5.0	5.0	5.0	1.0	5.0	1.0	5.0	3.0	1.0	3.0	3.0	3.0	0.0	7.0	0.0	2.0	72.0
Cara_NOM_cara	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	8.0	7.0	9.0	5.0	8.0	1.0	0.0	8.0	3.0	4.0	3.0	0.0	7.0	1.0	3.0	3.0	72.0
