	Malot_ClotildeMartory	Flaubert_MadameBovary	Gaboriau_Lerouge	Maupassant_PierreJean	Aimard_BanditsArizona	Stolz_TresorNanette	Zola_Nana	sum
d’ailleurs	0.0	70.0	0.0	19.0	0.0	0.0	82.0	171.0
possible	14.0	14.0	45.0	15.0	30.0	12.0	40.0	170.0
allons	9.0	34.0	26.0	21.0	25.0	20.0	35.0	170.0
clotilde	170.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0
grands	3.0	63.0	29.0	12.0	17.0	8.0	37.0	169.0
dis	25.0	10.0	28.0	21.0	20.0	24.0	41.0	169.0
vos	17.0	18.0	64.0	10.0	33.0	16.0	11.0	169.0
homais	0.0	167.0	0.0	0.0	0.0	0.0	0.0	167.0
savez	22.0	22.0	39.0	3.0	28.0	7.0	46.0	167.0
josé	0.0	0.0	0.0	0.0	167.0	0.0	0.0	167.0
vais	25.0	16.0	41.0	18.0	11.0	14.0	41.0	166.0
l’avait	0.0	53.0	0.0	30.0	0.0	0.0	83.0	166.0
savoir	20.0	23.0	38.0	17.0	23.0	12.0	33.0	166.0
chercher	14.0	39.0	50.0	21.0	10.0	5.0	26.0	165.0
salle	7.0	44.0	11.0	10.0	9.0	3.0	80.0	164.0
idée	25.0	20.0	47.0	13.0	5.0	11.0	42.0	163.0
pied	6.0	37.0	27.0	7.0	25.0	7.0	53.0	162.0
lettre	25.0	34.0	40.0	2.0	12.0	13.0	36.0	162.0
bonheur	17.0	33.0	48.0	8.0	6.0	30.0	19.0	161.0
bois	12.0	35.0	15.0	11.0	40.0	10.0	38.0	161.0
venir	28.0	36.0	36.0	7.0	6.0	13.0	35.0	161.0
enfants	8.0	28.0	17.0	15.0	11.0	55.0	27.0	161.0
dame	2.0	19.0	41.0	0.0	18.0	20.0	61.0	161.0
zoé	0.0	0.0	0.0	0.0	0.0	0.0	160.0	160.0
surtout	14.0	22.0	20.0	6.0	49.0	6.0	42.0	159.0
instant	5.0	5.0	29.0	3.0	30.0	8.0	78.0	158.0
claire	0.0	7.0	139.0	4.0	1.0	0.0	7.0	158.0
silence	8.0	22.0	27.0	10.0	30.0	4.0	57.0	158.0
malgré	13.0	25.0	19.0	8.0	34.0	17.0	42.0	158.0
figure	5.0	56.0	18.0	21.0	2.0	5.0	51.0	158.0
vieille	4.0	20.0	34.0	4.0	14.0	43.0	39.0	158.0
passer	12.0	30.0	29.0	12.0	10.0	16.0	48.0	157.0
belle	9.0	32.0	25.0	8.0	8.0	39.0	36.0	157.0
georges	0.0	1.0	0.0	0.0	0.0	0.0	156.0	157.0
bordenave	0.0	0.0	0.0	0.0	0.0	0.0	157.0	157.0
reste	11.0	50.0	34.0	8.0	19.0	19.0	15.0	156.0
plaisir	14.0	26.0	25.0	15.0	20.0	24.0	32.0	156.0
satin	0.0	11.0	1.0	0.0	0.0	0.0	143.0	155.0
madeleine	0.0	1.0	1.0	0.0	0.0	149.0	4.0	155.0
mari	33.0	38.0	24.0	19.0	6.0	6.0	29.0	155.0
affaire	27.0	7.0	57.0	4.0	27.0	5.0	28.0	155.0
gerdy	0.0	0.0	155.0	0.0	0.0	0.0	0.0	155.0
force	20.0	25.0	42.0	10.0	18.0	12.0	27.0	154.0
tenait	5.0	45.0	30.0	9.0	9.0	10.0	46.0	154.0
aussitôt	12.0	24.0	33.0	10.0	54.0	4.0	16.0	153.0
bonhomme	1.0	21.0	111.0	11.0	0.0	0.0	9.0	153.0
sourire	9.0	23.0	12.0	10.0	23.0	6.0	70.0	153.0
petits	3.0	49.0	13.0	14.0	3.0	24.0	46.0	152.0
gros	1.0	34.0	20.0	16.0	1.0	14.0	66.0	152.0
d’elle	0.0	62.0	0.0	12.0	0.0	0.0	77.0	151.0
restait	2.0	46.0	18.0	2.0	6.0	5.0	71.0	150.0
s’il	0.0	48.0	0.0	30.0	0.0	0.0	72.0	150.0
pieds	0.0	32.0	22.0	10.0	14.0	12.0	60.0	150.0
dîner	25.0	43.0	24.0	17.0	1.0	6.0	33.0	149.0
malade	7.0	26.0	30.0	8.0	23.0	39.0	16.0	149.0
solignac	149.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0
nourrice	5.0	20.0	18.0	0.0	0.0	100.0	5.0	148.0
messieurs	2.0	27.0	11.0	1.0	13.0	4.0	89.0	147.0
trouver	18.0	19.0	41.0	9.0	7.0	15.0	38.0	147.0
mots	13.0	26.0	21.0	4.0	20.0	13.0	50.0	147.0
urubu	0.0	0.0	0.0	0.0	147.0	0.0	0.0	147.0
léon	1.0	140.0	0.0	2.0	0.0	0.0	3.0	146.0
fin	9.0	20.0	27.0	9.0	11.0	11.0	59.0	146.0
tiens	2.0	14.0	23.0	19.0	12.0	6.0	70.0	146.0
ta	15.0	23.0	23.0	14.0	10.0	18.0	43.0	146.0
vandeuvres	0.0	0.0	0.0	0.0	0.0	0.0	145.0	145.0
lettres	15.0	30.0	68.0	8.0	6.0	4.0	14.0	145.0
visage	9.0	31.0	26.0	7.0	19.0	10.0	43.0	145.0
amis	16.0	10.0	44.0	16.0	31.0	4.0	23.0	144.0
chevaux	11.0	31.0	7.0	1.0	38.0	5.0	50.0	143.0
fût	15.0	36.0	25.0	15.0	15.0	16.0	21.0	143.0
minutes	11.0	16.0	35.0	6.0	38.0	3.0	34.0	143.0
doit	10.0	16.0	57.0	6.0	19.0	17.0	18.0	143.0
laisser	14.0	13.0	38.0	11.0	21.0	12.0	34.0	143.0
-ci	6.0	19.0	24.0	3.0	29.0	16.0	46.0	143.0
sommes	28.0	13.0	28.0	7.0	31.0	15.0	21.0	143.0
pièce	2.0	19.0	29.0	6.0	3.0	7.0	76.0	142.0
parlait	4.0	25.0	27.0	15.0	3.0	10.0	58.0	142.0
cent	1.0	17.0	44.0	6.0	16.0	15.0	42.0	141.0
donné	16.0	8.0	46.0	3.0	26.0	19.0	23.0	141.0
maître	9.0	28.0	41.0	6.0	31.0	5.0	20.0	140.0
fenêtre	19.0	45.0	13.0	8.0	0.0	10.0	44.0	139.0
voiture	12.0	24.0	45.0	3.0	0.0	5.0	49.0	138.0
bouche	4.0	37.0	26.0	17.0	11.0	1.0	42.0	138.0
épaules	1.0	29.0	20.0	8.0	11.0	0.0	69.0	138.0
jusqu’à	0.0	69.0	0.0	15.0	0.0	0.0	54.0	138.0
murmura	0.0	5.0	35.0	27.0	9.0	2.0	60.0	138.0
ciel	8.0	45.0	14.0	13.0	12.0	19.0	26.0	137.0
ceux	33.0	23.0	21.0	12.0	24.0	19.0	5.0	137.0
six	12.0	43.0	25.0	6.0	16.0	6.0	29.0	137.0
scène	2.0	8.0	19.0	1.0	4.0	5.0	97.0	136.0
tour	7.0	29.0	14.0	14.0	21.0	14.0	37.0	136.0
aime	39.0	5.0	53.0	6.0	9.0	21.0	3.0	136.0
entendre	12.0	18.0	34.0	8.0	31.0	10.0	23.0	136.0
sûr	2.0	22.0	41.0	7.0	7.0	5.0	51.0	135.0
argent	18.0	6.0	62.0	5.0	11.0	21.0	12.0	135.0
affaires	34.0	17.0	16.0	7.0	18.0	15.0	28.0	135.0
leva	3.0	22.0	31.0	35.0	7.0	5.0	31.0	134.0
paroles	17.0	19.0	27.0	11.0	15.0	14.0	30.0	133.0
mis	11.0	16.0	26.0	10.0	18.0	15.0	37.0	133.0
soleil	5.0	44.0	5.0	10.0	19.0	4.0	46.0	133.0
comtesse	0.0	2.0	6.0	0.0	0.0	9.0	116.0	133.0
longue	10.0	47.0	14.0	7.0	26.0	4.0	24.0	132.0
rouge	0.0	38.0	9.0	6.0	12.0	4.0	63.0	132.0
plein	4.0	32.0	11.0	20.0	13.0	7.0	45.0	132.0
avocat	1.0	0.0	128.0	2.0	0.0	0.0	0.0	131.0
puisque	18.0	22.0	17.0	17.0	14.0	17.0	26.0	131.0
vue	8.0	29.0	30.0	12.0	12.0	10.0	30.0	131.0
dernier	14.0	16.0	30.0	7.0	8.0	9.0	47.0	131.0
davantage	7.0	30.0	15.0	2.0	13.0	10.0	54.0	131.0
rodolphe	0.0	130.0	0.0	0.0	0.0	0.0	0.0	130.0
vingt	8.0	12.0	44.0	8.0	11.0	8.0	39.0	130.0
pensée	11.0	23.0	30.0	32.0	9.0	10.0	15.0	130.0
faloise	0.0	0.0	0.0	0.0	0.0	0.0	130.0	130.0
cause	3.0	36.0	21.0	5.0	12.0	28.0	24.0	129.0
jardin	32.0	37.0	17.0	2.0	2.0	15.0	24.0	129.0
nouvelle	32.0	18.0	9.0	19.0	12.0	7.0	32.0	129.0
malheur	15.0	10.0	50.0	2.0	9.0	30.0	13.0	129.0
esprit	21.0	6.0	44.0	11.0	9.0	30.0	8.0	129.0
histoire	4.0	9.0	29.0	0.0	12.0	39.0	35.0	128.0
mouvement	13.0	21.0	35.0	20.0	11.0	1.0	27.0	128.0
fini	7.0	15.0	19.0	12.0	6.0	19.0	49.0	127.0
voulez	30.0	8.0	19.0	9.0	35.0	15.0	11.0	127.0
bête	1.0	12.0	17.0	11.0	2.0	0.0	84.0	127.0
bientôt	11.0	34.0	19.0	4.0	29.0	9.0	21.0	127.0
cheveux	4.0	35.0	25.0	11.0	6.0	3.0	43.0	127.0
donnait	8.0	21.0	20.0	9.0	8.0	7.0	54.0	127.0
es	4.0	24.0	8.0	22.0	11.0	13.0	44.0	126.0
vint	14.0	40.0	13.0	12.0	5.0	13.0	29.0	126.0
crois	16.0	11.0	23.0	12.0	31.0	12.0	21.0	126.0
droit	13.0	31.0	31.0	16.0	18.0	4.0	12.0	125.0
plusieurs	16.0	29.0	22.0	6.0	40.0	6.0	6.0	125.0
riant	6.0	13.0	2.0	0.0	65.0	7.0	32.0	125.0
afin	4.0	45.0	12.0	20.0	17.0	14.0	12.0	124.0
voici	9.0	7.0	68.0	6.0	21.0	7.0	6.0	124.0
mariage	39.0	19.0	18.0	10.0	4.0	6.0	28.0	124.0
joie	14.0	13.0	21.0	13.0	18.0	28.0	17.0	124.0
lieu	25.0	19.0	22.0	11.0	20.0	13.0	14.0	124.0
lendemain	12.0	37.0	12.0	9.0	4.0	7.0	42.0	123.0
geste	0.0	24.0	22.0	10.0	14.0	2.0	50.0	122.0
agostin	0.0	0.0	0.0	0.0	122.0	0.0	0.0	122.0
debout	1.0	34.0	23.0	7.0	5.0	2.0	50.0	122.0
part	9.0	28.0	24.0	4.0	13.0	18.0	26.0	122.0
corps	7.0	26.0	23.0	17.0	17.0	3.0	28.0	121.0
steiner	0.0	0.0	0.0	0.0	0.0	0.0	121.0	121.0
garçon	3.0	33.0	24.0	14.0	4.0	4.0	39.0	121.0
rendre	11.0	16.0	29.0	2.0	20.0	23.0	19.0	120.0
coups	7.0	21.0	14.0	3.0	24.0	4.0	47.0	120.0
passait	5.0	38.0	12.0	6.0	2.0	3.0	54.0	120.0
heureux	22.0	8.0	23.0	7.0	21.0	10.0	29.0	120.0
impossible	22.0	8.0	38.0	5.0	28.0	8.0	10.0	119.0
demain	5.0	15.0	32.0	13.0	19.0	8.0	27.0	119.0
cheval	8.0	37.0	11.0	4.0	31.0	5.0	23.0	119.0
pays	17.0	22.0	27.0	7.0	22.0	15.0	8.0	118.0
larmes	4.0	18.0	21.0	10.0	6.0	26.0	33.0	118.0
manger	9.0	16.0	11.0	15.0	14.0	6.0	47.0	118.0
robe	6.0	52.0	10.0	3.0	2.0	9.0	35.0	117.0
labordette	0.0	0.0	0.0	0.0	0.0	0.0	117.0	117.0
veuve	3.0	9.0	77.0	14.0	0.0	12.0	2.0	117.0
fontan	0.0	0.0	0.0	0.0	0.0	0.0	117.0	117.0
coin	2.0	33.0	12.0	0.0	4.0	5.0	61.0	117.0
route	12.0	41.0	17.0	10.0	13.0	8.0	16.0	117.0
cabinet	4.0	16.0	47.0	3.0	1.0	0.0	46.0	117.0
vois	11.0	5.0	28.0	9.0	9.0	21.0	33.0	116.0
façon	3.0	28.0	14.0	16.0	27.0	7.0	21.0	116.0
sait	9.0	10.0	52.0	2.0	18.0	9.0	16.0	116.0
dernière	4.0	19.0	26.0	4.0	12.0	10.0	41.0	116.0
entendu	12.0	6.0	31.0	7.0	30.0	12.0	18.0	116.0
vivement	15.0	19.0	34.0	7.0	14.0	5.0	21.0	115.0
voulut	9.0	36.0	19.0	6.0	6.0	5.0	34.0	115.0
perdu	10.0	12.0	34.0	10.0	22.0	10.0	17.0	115.0
autrefois	26.0	35.0	15.0	13.0	0.0	14.0	11.0	114.0
venu	13.0	18.0	29.0	10.0	7.0	7.0	30.0	114.0
colère	6.0	14.0	38.0	7.0	11.0	8.0	30.0	114.0
pâle	4.0	36.0	5.0	6.0	19.0	5.0	39.0	114.0
dites	9.0	8.0	37.0	1.0	21.0	10.0	27.0	113.0
présent	14.0	34.0	8.0	9.0	14.0	21.0	13.0	113.0
parole	7.0	16.0	33.0	4.0	21.0	7.0	25.0	113.0
voyez	10.0	8.0	25.0	3.0	17.0	27.0	23.0	113.0
médecin	4.0	45.0	27.0	14.0	15.0	7.0	1.0	113.0
juste	5.0	11.0	25.0	11.0	28.0	11.0	21.0	112.0
partir	14.0	34.0	8.0	16.0	10.0	2.0	28.0	112.0
prenait	3.0	41.0	15.0	10.0	2.0	5.0	36.0	112.0
surprise	9.0	10.0	17.0	6.0	24.0	6.0	39.0	111.0
genoux	4.0	34.0	12.0	4.0	3.0	17.0	37.0	111.0
qu’un	0.0	45.0	0.0	16.0	0.0	0.0	49.0	110.0
mademoiselle	9.0	16.0	55.0	0.0	1.0	26.0	3.0	110.0
sang	3.0	18.0	25.0	6.0	21.0	12.0	25.0	110.0
aujourd'hui	22.0	0.0	42.0	0.0	21.0	25.0	0.0	110.0
resta	2.0	30.0	9.0	2.0	8.0	1.0	57.0	109.0
noir	1.0	50.0	11.0	7.0	9.0	2.0	29.0	109.0
ensemble	14.0	26.0	12.0	10.0	5.0	18.0	24.0	109.0
riche	7.0	8.0	30.0	15.0	11.0	15.0	22.0	108.0
portait	3.0	43.0	13.0	6.0	13.0	7.0	22.0	107.0
hein	0.0	4.0	3.0	5.0	14.0	0.0	81.0	107.0
huit	8.0	16.0	35.0	6.0	13.0	5.0	24.0	107.0
foule	3.0	24.0	6.0	11.0	3.0	3.0	57.0	107.0
écria	1.0	0.0	49.0	0.0	50.0	6.0	0.0	106.0
cria	0.0	19.0	3.0	10.0	2.0	4.0	68.0	106.0
demander	18.0	10.0	38.0	8.0	5.0	10.0	17.0	106.0
allez	3.0	10.0	39.0	6.0	13.0	14.0	21.0	106.0
attendre	22.0	7.0	31.0	1.0	12.0	7.0	26.0	106.0
théâtre	7.0	14.0	15.0	3.0	0.0	0.0	67.0	106.0
ensuite	4.0	46.0	15.0	4.0	2.0	9.0	26.0	106.0
sorte	11.0	32.0	23.0	4.0	19.0	1.0	16.0	106.0
crime	5.0	2.0	92.0	0.0	3.0	0.0	3.0	105.0
droite	6.0	23.0	12.0	8.0	15.0	5.0	36.0	105.0
d’être	0.0	30.0	0.0	19.0	0.0	0.0	56.0	105.0
filles	0.0	3.0	11.0	3.0	28.0	22.0	38.0	105.0
trouva	2.0	35.0	14.0	3.0	1.0	8.0	42.0	105.0
toilette	2.0	17.0	7.0	3.0	3.0	13.0	59.0	104.0
question	20.0	12.0	22.0	10.0	9.0	9.0	22.0	104.0
instruction	0.0	1.0	102.0	0.0	0.0	1.0	0.0	104.0
terrible	8.0	6.0	37.0	4.0	30.0	3.0	16.0	104.0
autant	11.0	10.0	35.0	4.0	24.0	15.0	4.0	103.0
t'	21.0	0.0	37.0	0.0	21.0	24.0	0.0	103.0
louis	0.0	8.0	16.0	2.0	4.0	4.0	69.0	103.0
pharmacien	0.0	95.0	1.0	6.0	0.0	0.0	1.0	103.0
avons	12.0	8.0	18.0	6.0	34.0	17.0	8.0	103.0
ville	3.0	26.0	8.0	15.0	33.0	1.0	17.0	103.0
dû	13.0	6.0	30.0	8.0	11.0	3.0	32.0	103.0
voyant	4.0	7.0	13.0	7.0	8.0	15.0	49.0	103.0
chemin	8.0	19.0	30.0	3.0	11.0	16.0	16.0	103.0
coyote	0.0	0.0	0.0	0.0	102.0	0.0	0.0	102.0
aurais	42.0	2.0	29.0	1.0	7.0	17.0	4.0	102.0
maîtresse	9.0	20.0	41.0	2.0	3.0	10.0	17.0	102.0
hasard	14.0	24.0	28.0	5.0	15.0	2.0	14.0	102.0
dos	1.0	31.0	10.0	9.0	2.0	2.0	47.0	102.0
grâce	11.0	10.0	39.0	9.0	22.0	5.0	6.0	102.0
tomber	3.0	34.0	17.0	9.0	17.0	4.0	17.0	101.0
pleine	6.0	31.0	8.0	8.0	11.0	5.0	32.0	101.0
sortir	8.0	21.0	24.0	5.0	7.0	6.0	30.0	101.0
âme	9.0	22.0	32.0	16.0	4.0	14.0	4.0	101.0
grandes	5.0	24.0	27.0	2.0	15.0	13.0	15.0	101.0
d’or	0.0	54.0	0.0	5.0	0.0	0.0	42.0	101.0
vicomte	0.0	12.0	87.0	0.0	1.0	0.0	0.0	100.0
campagne	9.0	36.0	6.0	4.0	0.0	9.0	36.0	100.0
furent	7.0	13.0	19.0	7.0	25.0	6.0	23.0	100.0
nanette	0.0	1.0	0.0	0.0	0.0	99.0	0.0	100.0
situation	23.0	6.0	35.0	4.0	22.0	2.0	8.0	100.0
calme	11.0	20.0	23.0	14.0	9.0	7.0	15.0	99.0
lerouge	0.0	0.0	99.0	0.0	0.0	0.0	0.0	99.0
travers	1.0	35.0	10.0	16.0	11.0	3.0	23.0	99.0
veille	4.0	13.0	16.0	10.0	6.0	5.0	45.0	99.0
chapeau	2.0	35.0	14.0	9.0	1.0	0.0	37.0	98.0
fauteuil	3.0	20.0	30.0	6.0	2.0	8.0	29.0	98.0
souvenir	10.0	29.0	19.0	11.0	6.0	8.0	15.0	98.0
petites	2.0	19.0	12.0	7.0	3.0	15.0	40.0	98.0
gauche	6.0	25.0	9.0	7.0	14.0	5.0	32.0	98.0
arrivé	20.0	6.0	30.0	3.0	23.0	2.0	14.0	98.0
cri	1.0	18.0	13.0	7.0	19.0	2.0	38.0	98.0
croire	13.0	21.0	37.0	5.0	2.0	9.0	11.0	98.0
partie	7.0	20.0	15.0	12.0	12.0	16.0	16.0	98.0
ajouta	1.0	17.0	27.0	3.0	16.0	3.0	30.0	97.0
heureuse	4.0	12.0	8.0	4.0	7.0	37.0	25.0	97.0
parmi	5.0	34.0	4.0	4.0	5.0	4.0	41.0	97.0
demande	16.0	9.0	20.0	2.0	22.0	14.0	13.0	96.0
contraire	22.0	17.0	12.0	7.0	9.0	10.0	19.0	96.0
vent	2.0	50.0	7.0	12.0	3.0	2.0	20.0	96.0
parti	14.0	21.0	21.0	5.0	14.0	6.0	15.0	96.0
disant	4.0	14.0	24.0	2.0	3.0	7.0	41.0	95.0
sens	4.0	10.0	42.0	10.0	8.0	9.0	12.0	95.0
cour	8.0	23.0	26.0	1.0	2.0	3.0	32.0	95.0
journée	18.0	19.0	25.0	5.0	5.0	11.0	12.0	95.0
arrivait	2.0	18.0	19.0	6.0	1.0	4.0	45.0	95.0
brusquement	5.0	7.0	17.0	13.0	4.0	1.0	48.0	95.0
telle	7.0	19.0	32.0	1.0	17.0	8.0	11.0	95.0
vit	3.0	25.0	16.0	10.0	3.0	15.0	23.0	95.0
jeunes	4.0	8.0	8.0	4.0	22.0	19.0	29.0	94.0
voyons	3.0	3.0	24.0	11.0	9.0	8.0	36.0	94.0
alla	0.0	39.0	8.0	14.0	5.0	10.0	18.0	94.0
œil	6.0	10.0	34.0	15.0	14.0	8.0	7.0	94.0
cou	1.0	19.0	23.0	3.0	3.0	5.0	40.0	94.0
vient	12.0	10.0	24.0	8.0	5.0	16.0	19.0	94.0
faisaient	5.0	16.0	4.0	8.0	14.0	9.0	38.0	94.0
drôle	5.0	4.0	7.0	4.0	8.0	3.0	62.0	93.0
bandits	0.0	0.0	0.0	0.0	93.0	0.0	0.0	93.0
chacun	7.0	14.0	8.0	4.0	23.0	10.0	27.0	93.0
doigts	2.0	48.0	10.0	10.0	1.0	2.0	20.0	93.0
aperçut	2.0	31.0	13.0	11.0	10.0	3.0	23.0	93.0
signe	7.0	15.0	23.0	2.0	6.0	8.0	32.0	93.0
papier	5.0	38.0	19.0	5.0	13.0	5.0	8.0	93.0
répétait	0.0	19.0	11.0	13.0	0.0	2.0	48.0	93.0
lucy	0.0	0.0	0.0	0.0	0.0	0.0	92.0	92.0
faites	7.0	12.0	25.0	5.0	20.0	8.0	15.0	92.0
triste	3.0	20.0	28.0	9.0	5.0	18.0	8.0	91.0
sidi-muley	0.0	0.0	0.0	0.0	91.0	0.0	0.0	91.0
état	21.0	8.0	32.0	3.0	12.0	10.0	5.0	91.0
d’abord	0.0	41.0	0.0	20.0	0.0	0.0	30.0	91.0
répondre	12.0	10.0	27.0	9.0	9.0	6.0	18.0	91.0
travail	27.0	6.0	10.0	6.0	1.0	28.0	13.0	91.0
hôtel	14.0	1.0	45.0	0.0	1.0	0.0	30.0	91.0
officier	11.0	0.0	7.0	1.0	70.0	0.0	2.0	91.0
pouvoir	13.0	22.0	17.0	3.0	12.0	6.0	17.0	90.0
n’en	0.0	51.0	0.0	10.0	0.0	0.0	29.0	90.0
qu’ils	0.0	46.0	0.0	14.0	0.0	0.0	30.0	90.0
vieillard	3.0	2.0	17.0	2.0	41.0	9.0	16.0	90.0
large	1.0	32.0	8.0	12.0	19.0	1.0	17.0	90.0
continua	3.0	17.0	41.0	3.0	8.0	1.0	16.0	89.0
trouvé	13.0	5.0	28.0	10.0	9.0	8.0	16.0	89.0
rester	19.0	9.0	22.0	8.0	4.0	6.0	21.0	89.0
marquis	0.0	11.0	6.0	0.0	1.0	13.0	58.0	89.0
daguenet	0.0	0.0	0.0	0.0	0.0	0.0	89.0	89.0
immense	2.0	7.0	39.0	4.0	16.0	0.0	21.0	89.0
entra	1.0	30.0	17.0	17.0	4.0	5.0	15.0	89.0
honneur	9.0	7.0	43.0	0.0	21.0	4.0	5.0	89.0
visite	28.0	5.0	17.0	5.0	12.0	4.0	18.0	89.0
quinze	11.0	15.0	19.0	3.0	8.0	11.0	21.0	88.0
bord	2.0	44.0	4.0	11.0	2.0	2.0	23.0	88.0
demandait	3.0	28.0	20.0	13.0	2.0	7.0	15.0	88.0
dehors	5.0	21.0	9.0	3.0	5.0	6.0	39.0	88.0
d’autres	0.0	50.0	0.0	10.0	0.0	0.0	28.0	88.0
aimait	8.0	14.0	20.0	11.0	0.0	20.0	15.0	88.0
dois	18.0	3.0	40.0	6.0	9.0	5.0	7.0	88.0
blanc	4.0	27.0	8.0	4.0	5.0	6.0	34.0	88.0
croyait	3.0	13.0	24.0	8.0	1.0	12.0	26.0	87.0
put	2.0	12.0	32.0	4.0	2.0	7.0	28.0	87.0
idées	9.0	16.0	25.0	10.0	1.0	14.0	12.0	87.0
regarda	6.0	18.0	14.0	5.0	5.0	4.0	35.0	87.0
doucement	8.0	32.0	8.0	10.0	5.0	14.0	10.0	87.0
laissa	2.0	20.0	14.0	2.0	13.0	6.0	30.0	87.0
paraissait	4.0	15.0	24.0	9.0	3.0	11.0	21.0	87.0
seconde	4.0	7.0	23.0	15.0	16.0	1.0	21.0	87.0
parle	6.0	11.0	20.0	4.0	12.0	21.0	13.0	87.0
trouve	10.0	9.0	29.0	5.0	7.0	20.0	7.0	87.0
secret	6.0	4.0	41.0	7.0	20.0	6.0	3.0	87.0
moyen	16.0	17.0	17.0	5.0	11.0	12.0	8.0	86.0
fleurs	3.0	29.0	6.0	8.0	1.0	12.0	27.0	86.0
prise	3.0	17.0	11.0	0.0	11.0	3.0	41.0	86.0
cheminée	2.0	29.0	19.0	7.0	0.0	4.0	25.0	86.0
interrompit	0.0	7.0	62.0	0.0	7.0	3.0	7.0	86.0
foi	5.0	9.0	26.0	1.0	25.0	3.0	16.0	85.0
chaise	1.0	17.0	10.0	8.0	3.0	5.0	41.0	85.0
coucher	6.0	9.0	12.0	11.0	17.0	2.0	28.0	85.0
peux	32.0	7.0	2.0	10.0	3.0	6.0	25.0	85.0
simple	7.0	11.0	18.0	14.0	13.0	5.0	17.0	85.0
faisant	4.0	24.0	13.0	3.0	10.0	7.0	24.0	85.0
taille	1.0	29.0	9.0	2.0	11.0	1.0	32.0	85.0
justice	0.0	5.0	71.0	0.0	2.0	3.0	4.0	85.0
abord	19.0	1.0	32.0	0.0	19.0	14.0	0.0	85.0
nez	4.0	15.0	9.0	3.0	7.0	4.0	43.0	85.0
attendait	6.0	11.0	23.0	7.0	3.0	3.0	31.0	84.0
front	1.0	28.0	27.0	6.0	7.0	2.0	13.0	84.0
connaissait	2.0	17.0	18.0	7.0	7.0	1.0	32.0	84.0
verre	2.0	24.0	11.0	16.0	3.0	1.0	27.0	84.0
quant	6.0	21.0	6.0	1.0	18.0	8.0	24.0	84.0
mettait	0.0	26.0	6.0	5.0	2.0	7.0	38.0	84.0
tenir	8.0	24.0	19.0	5.0	9.0	2.0	17.0	84.0
laquelle	18.0	4.0	15.0	2.0	28.0	6.0	11.0	84.0
froid	2.0	19.0	17.0	5.0	9.0	1.0	30.0	83.0
haute	1.0	8.0	15.0	7.0	22.0	3.0	27.0	83.0
l’un	0.0	32.0	0.0	29.0	0.0	0.0	22.0	83.0
assis	7.0	15.0	13.0	15.0	7.0	1.0	25.0	83.0
garde	1.0	21.0	20.0	7.0	9.0	12.0	13.0	83.0
plutôt	12.0	20.0	25.0	6.0	10.0	6.0	4.0	83.0
présence	7.0	10.0	29.0	7.0	9.0	5.0	16.0	83.0
ailleurs	17.0	6.0	30.0	0.0	7.0	18.0	4.0	82.0
café	4.0	22.0	5.0	10.0	6.0	3.0	32.0	82.0
prince	13.0	3.0	1.0	0.0	0.0	0.0	65.0	82.0
mourir	13.0	14.0	12.0	5.0	13.0	6.0	19.0	82.0
entendait	1.0	35.0	9.0	6.0	7.0	6.0	18.0	82.0
veut	10.0	5.0	22.0	2.0	10.0	11.0	22.0	82.0
volonté	15.0	8.0	17.0	3.0	12.0	16.0	11.0	82.0
jusqu’au	0.0	44.0	0.0	19.0	0.0	0.0	19.0	82.0
certes	2.0	9.0	23.0	17.0	19.0	4.0	7.0	81.0
envie	2.0	11.0	12.0	21.0	4.0	9.0	22.0	81.0
âge	11.0	4.0	16.0	1.0	6.0	25.0	18.0	81.0
douleur	8.0	12.0	27.0	5.0	13.0	6.0	10.0	81.0
passa	2.0	25.0	16.0	4.0	8.0	7.0	19.0	81.0
vivre	18.0	17.0	8.0	9.0	7.0	5.0	17.0	81.0
quelquefois	4.0	50.0	8.0	6.0	1.0	10.0	2.0	81.0
pirates	0.0	0.0	0.0	0.0	81.0	0.0	0.0	81.0
comprends	6.0	7.0	14.0	5.0	24.0	9.0	16.0	81.0
rôle	13.0	1.0	12.0	0.0	7.0	1.0	47.0	81.0
sortit	2.0	24.0	18.0	13.0	7.0	4.0	13.0	81.0
parlé	12.0	5.0	28.0	6.0	10.0	9.0	11.0	81.0
arlange	0.0	0.0	81.0	0.0	0.0	0.0	0.0	81.0
qu’une	0.0	30.0	0.0	15.0	0.0	0.0	35.0	80.0
france	22.0	5.0	9.0	2.0	22.0	9.0	11.0	80.0
faute	9.0	13.0	18.0	4.0	10.0	3.0	23.0	80.0
guère	2.0	19.0	23.0	10.0	0.0	0.0	26.0	80.0
combien	7.0	6.0	28.0	9.0	14.0	7.0	9.0	80.0
mer	4.0	12.0	7.0	52.0	1.0	0.0	4.0	80.0
revint	1.0	26.0	15.0	5.0	3.0	2.0	28.0	80.0
simplement	3.0	1.0	16.0	4.0	5.0	3.0	48.0	80.0
lentement	1.0	23.0	15.0	9.0	3.0	1.0	28.0	80.0
lequel	9.0	11.0	18.0	3.0	18.0	3.0	17.0	79.0
là-bas	2.0	15.0	7.0	13.0	9.0	1.0	32.0	79.0
