	Dickens_Cricket_0	Dickens_Cricket_1	Dickens_Cricket_2	Dickens_Cricket_3	Dickens_Cricket_4	Dickens_Cricket_5	Dickens_Cricket_6	Dickens_Cricket_7	Dickens_Cricket_8	Dickens_Cricket_sum
gave_VVD_give	3.0	3.0	1.0	2.0	1.0	2.0	0.0	4.0	0.0	16.0
near_PRP_near	4.0	1.0	4.0	4.0	0.0	0.0	1.0	2.0	0.0	16.0
half_DT0_half	3.0	3.0	3.0	0.0	2.0	2.0	1.0	2.0	0.0	16.0
This_DT0_this	2.0	1.0	0.0	3.0	2.0	3.0	3.0	2.0	0.0	16.0
having_VHG_have	0.0	1.0	2.0	4.0	3.0	4.0	1.0	1.0	0.0	16.0
against_PRP_against	3.0	0.0	1.0	1.0	1.0	2.0	6.0	2.0	0.0	16.0
sort_NN1_sort	3.0	4.0	0.0	3.0	1.0	1.0	1.0	3.0	0.0	16.0
Miss_NP0_miss	2.0	2.0	2.0	5.0	1.0	1.0	0.0	2.0	1.0	16.0
world_NN1_world	1.0	4.0	3.0	1.0	1.0	3.0	2.0	0.0	0.0	15.0
Gruff_AJ0_gruff	0.0	5.0	6.0	2.0	0.0	0.0	0.0	2.0	0.0	15.0
coming_VVG_come|coming	5.0	2.0	2.0	1.0	1.0	1.0	0.0	3.0	0.0	15.0
all_AV0_all	2.0	2.0	2.0	4.0	1.0	1.0	0.0	3.0	0.0	15.0
chair_NN1_chair	0.0	3.0	2.0	2.0	4.0	2.0	1.0	1.0	0.0	15.0
perhaps_AV0_perhaps	2.0	3.0	1.0	3.0	1.0	0.0	3.0	2.0	0.0	15.0
Edward_NP0_edward	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	15.0
woman_NN1_woman	0.0	5.0	1.0	1.0	2.0	1.0	0.0	5.0	0.0	15.0
come_VVI_come	0.0	4.0	0.0	3.0	5.0	0.0	1.0	2.0	0.0	15.0
most_AV0_most	3.0	0.0	3.0	1.0	1.0	1.0	2.0	4.0	0.0	15.0
mother_NN1_mother	0.0	1.0	0.0	2.0	2.0	2.0	1.0	7.0	0.0	15.0
No_ITJ_no	2.0	1.0	1.0	0.0	2.0	2.0	3.0	4.0	0.0	15.0
truth_NN1_truth	1.0	1.0	1.0	1.0	2.0	2.0	5.0	2.0	0.0	15.0
beside_PRP_beside	0.0	0.0	1.0	4.0	0.0	7.0	3.0	0.0	0.0	15.0
husband_NN1_husband	3.0	1.0	2.0	0.0	2.0	3.0	2.0	2.0	0.0	15.0
friend_NN1_friend	0.0	1.0	2.0	4.0	2.0	0.0	1.0	5.0	0.0	15.0
towards_PRP_towards	2.0	0.0	3.0	1.0	2.0	2.0	3.0	1.0	1.0	15.0
enough_AV0_enough	2.0	2.0	2.0	2.0	2.0	2.0	3.0	0.0	0.0	15.0
among_PRP_among	1.0	3.0	0.0	1.0	1.0	3.0	3.0	2.0	1.0	15.0
company_NN1_company	3.0	1.0	0.0	1.0	4.0	0.0	2.0	3.0	0.0	14.0
other_NN1_other	1.0	3.0	1.0	1.0	2.0	1.0	1.0	4.0	0.0	14.0
believe_VVI_believe	1.0	2.0	1.0	3.0	4.0	0.0	2.0	1.0	0.0	14.0
All_DT0_all	0.0	1.0	1.0	1.0	1.0	5.0	1.0	4.0	0.0	14.0
clock_NN1_clock	5.0	0.0	2.0	0.0	0.0	2.0	5.0	0.0	0.0	14.0
before_CJS_before	3.0	2.0	1.0	2.0	3.0	3.0	0.0	0.0	0.0	14.0
place_NN1_place	0.0	2.0	2.0	2.0	3.0	3.0	2.0	0.0	0.0	14.0
When_CJS_when	1.0	0.0	1.0	1.0	5.0	4.0	0.0	2.0	0.0	14.0
while_CJS_while	1.0	1.0	2.0	1.0	2.0	3.0	3.0	1.0	0.0	14.0
seen_VVN_see	2.0	0.0	0.0	2.0	1.0	2.0	5.0	2.0	0.0	14.0
right_AJ0_right	3.0	2.0	1.0	1.0	0.0	2.0	1.0	4.0	0.0	14.0
pipe_NN1_pipe	0.0	0.0	5.0	0.0	6.0	1.0	0.0	2.0	0.0	14.0
gentleman_NN1_gentleman	0.0	5.0	3.0	4.0	1.0	0.0	0.0	1.0	0.0	14.0
little_DT0_little	3.0	1.0	3.0	2.0	1.0	2.0	2.0	0.0	0.0	14.0
round_AVP_round	2.0	2.0	1.0	5.0	0.0	3.0	0.0	1.0	0.0	14.0
because_CJS_because	0.0	0.0	0.0	1.0	1.0	1.0	7.0	4.0	0.0	14.0
see_VVB_see	1.0	2.0	5.0	1.0	2.0	0.0	3.0	0.0	0.0	14.0
bright_AJ0_bright	1.0	2.0	2.0	3.0	1.0	4.0	0.0	1.0	0.0	14.0
love_NN1_love	0.0	0.0	2.0	0.0	2.0	4.0	3.0	3.0	0.0	14.0
're_VBB_be	1.0	5.0	4.0	2.0	0.0	1.0	1.0	0.0	0.0	14.0
air_NN1_air	4.0	3.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	14.0
They_PNP_they	1.0	1.0	1.0	1.0	2.0	3.0	2.0	3.0	0.0	14.0
got_VVN_get	2.0	2.0	0.0	4.0	1.0	1.0	0.0	4.0	0.0	14.0
together_AV0_together	4.0	2.0	3.0	0.0	2.0	1.0	1.0	1.0	0.0	14.0
give_VVI_give	1.0	0.0	4.0	3.0	1.0	1.0	1.0	2.0	0.0	13.0
often_AV0_often	1.0	0.0	2.0	3.0	0.0	2.0	4.0	1.0	0.0	13.0
kind_NN1_kind	2.0	1.0	2.0	3.0	2.0	0.0	1.0	2.0	0.0	13.0
small_AJ0_small	2.0	2.0	3.0	1.0	4.0	0.0	0.0	1.0	0.0	13.0
else_AV0_else	1.0	1.0	1.0	4.0	3.0	0.0	1.0	1.0	1.0	13.0
honour_NN1_honour	1.0	0.0	1.0	1.0	3.0	1.0	1.0	5.0	0.0	13.0
Her_DPS_she	1.0	0.0	1.0	4.0	2.0	1.0	3.0	1.0	0.0	13.0
almost_AV0_almost	1.0	1.0	2.0	3.0	1.0	2.0	2.0	1.0	0.0	13.0
answered_VVD_answer	0.0	0.0	3.0	4.0	1.0	1.0	4.0	0.0	0.0	13.0
dear_NN1_dear	0.0	0.0	1.0	1.0	2.0	1.0	6.0	2.0	0.0	13.0
figure_NN1_figure	3.0	0.0	4.0	1.0	0.0	2.0	1.0	1.0	1.0	13.0
Heaven_NN1_heaven	2.0	0.0	1.0	1.0	3.0	1.0	4.0	1.0	0.0	13.0
said_VVN_say	2.0	0.0	3.0	3.0	2.0	1.0	2.0	0.0	0.0	13.0
general_AJ0_general	1.0	1.0	1.0	1.0	2.0	2.0	1.0	4.0	0.0	13.0
Stranger_NN1_stranger	0.0	6.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	13.0
Fielding_NP0_fielding	0.0	0.0	0.0	2.0	3.0	1.0	1.0	6.0	0.0	13.0
Hearth_NN1_hearth	1.0	0.0	3.0	0.0	0.0	5.0	2.0	1.0	1.0	13.0
loved_VVD_love|loved	0.0	1.0	1.0	0.0	1.0	3.0	6.0	1.0	0.0	13.0
shall_VM0_shall	1.0	1.0	1.0	3.0	1.0	0.0	5.0	1.0	0.0	13.0
My_DPS_i	0.0	1.0	0.0	2.0	1.0	2.0	3.0	4.0	0.0	13.0
less_AV0_less	4.0	0.0	1.0	0.0	5.0	1.0	0.0	2.0	0.0	13.0
arm_NN1_arm	3.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	0.0	13.0
tell_VVI_tell	3.0	0.0	0.0	1.0	3.0	0.0	3.0	2.0	0.0	12.0
sorry_AJ0_sorry	0.0	0.0	0.0	2.0	2.0	0.0	1.0	7.0	0.0	12.0
light_NN1_light	3.0	0.0	1.0	2.0	0.0	6.0	0.0	0.0	0.0	12.0
us_PNP_we	1.0	1.0	3.0	1.0	4.0	0.0	2.0	0.0	0.0	12.0
sir_NN1_sir	0.0	4.0	2.0	0.0	2.0	0.0	0.0	4.0	0.0	12.0
yes_ITJ_yes	1.0	3.0	2.0	2.0	2.0	1.0	1.0	0.0	0.0	12.0
morning_NN1_morning	0.0	0.0	1.0	1.0	1.0	1.0	2.0	6.0	0.0	12.0
state_NN1_state	3.0	0.0	2.0	1.0	1.0	0.0	1.0	4.0	0.0	12.0
through_PRP_through	4.0	1.0	0.0	1.0	0.0	3.0	2.0	1.0	0.0	12.0
home_AV0_home	2.0	4.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	12.0
say_VVB_say	1.0	1.0	4.0	0.0	3.0	0.0	3.0	0.0	0.0	12.0
behind_PRP_behind	1.0	3.0	1.0	2.0	1.0	1.0	1.0	2.0	0.0	12.0
replaced-dns_NN2_replaced-dns	0.0	0.0	1.0	2.0	2.0	2.0	3.0	2.0	0.0	12.0
course_NN1_course	0.0	1.0	1.0	5.0	1.0	0.0	1.0	3.0	0.0	12.0
parcels_NN2_parcel	3.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	12.0
'd_VM0_would	0.0	2.0	2.0	2.0	1.0	1.0	4.0	0.0	0.0	12.0
themselves_PNX_themselves	1.0	0.0	3.0	2.0	2.0	2.0	1.0	1.0	0.0	12.0
Now_AV0_now	3.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	0.0	12.0
road_NN1_road	0.0	1.0	0.0	4.0	1.0	1.0	2.0	3.0	0.0	12.0
sitting_VVG_sit|sitting	0.0	5.0	0.0	2.0	2.0	1.0	1.0	1.0	0.0	12.0
care_NN1_care	1.0	3.0	1.0	1.0	1.0	1.0	4.0	0.0	0.0	12.0
making_VVG_make|making	2.0	2.0	0.0	3.0	2.0	1.0	1.0	1.0	0.0	12.0
until_CJS_until	1.0	2.0	1.0	3.0	1.0	2.0	1.0	1.0	0.0	12.0
round_PRP_round	2.0	0.0	2.0	2.0	0.0	3.0	0.0	3.0	0.0	12.0
hard_AJ0_hard	2.0	1.0	1.0	0.0	3.0	1.0	3.0	1.0	0.0	12.0
love_VVB_love	4.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0	11.0
hair_NN1_hair	0.0	1.0	4.0	1.0	0.0	3.0	1.0	1.0	0.0	11.0
lady_NN1_lady	1.0	1.0	0.0	2.0	4.0	0.0	0.0	3.0	0.0	11.0
step_NN1_step	0.0	0.0	2.0	0.0	3.0	1.0	3.0	2.0	0.0	11.0
keep_VVI_keep	2.0	2.0	1.0	1.0	0.0	0.0	2.0	3.0	0.0	11.0
evening_NN1_evening	1.0	5.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	11.0
take_VVI_take	1.0	2.0	0.0	2.0	0.0	1.0	2.0	3.0	0.0	11.0
those_DT0_those	1.0	1.0	0.0	0.0	3.0	2.0	2.0	2.0	0.0	11.0
years_NN2_year	0.0	1.0	3.0	0.0	2.0	0.0	4.0	1.0	0.0	11.0
laughed_VVD_laugh	1.0	1.0	2.0	0.0	5.0	1.0	1.0	0.0	0.0	11.0
've_VHB_have	2.0	2.0	1.0	3.0	0.0	0.0	2.0	1.0	0.0	11.0
few_DT0_few	1.0	1.0	0.0	1.0	1.0	2.0	4.0	1.0	0.0	11.0
Here_AV0_here	2.0	2.0	1.0	1.0	2.0	0.0	3.0	0.0	0.0	11.0
cold_AJ0_cold	2.0	1.0	2.0	2.0	1.0	2.0	0.0	1.0	0.0	11.0
Then_AV0_then	0.0	1.0	2.0	2.0	2.0	0.0	1.0	3.0	0.0	11.0
merchant_NN1_merchant	0.0	3.0	1.0	2.0	0.0	1.0	3.0	1.0	0.0	11.0
We_PNP_we	0.0	7.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	11.0
fell_VVD_fall|fell	1.0	1.0	0.0	1.0	1.0	5.0	2.0	0.0	0.0	11.0
wrong_AJ0_wrong	0.0	0.0	0.0	1.0	1.0	2.0	4.0	3.0	0.0	11.0
rather_AV0_rather	1.0	2.0	0.0	3.0	1.0	3.0	0.0	1.0	0.0	11.0
within_PRP_within	1.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	11.0
our_DPS_we	1.0	3.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	11.0
Well_AV0_well	0.0	2.0	3.0	1.0	1.0	1.0	1.0	2.0	0.0	11.0
showed_VVD_show	1.0	0.0	1.0	0.0	1.0	7.0	1.0	0.0	0.0	11.0
toy_NN1_toy	0.0	2.0	1.0	2.0	0.0	1.0	3.0	1.0	1.0	11.0
certain_AJ0_certain	1.0	2.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	11.0
exclaimed_VVD_exclaim	0.0	1.0	2.0	1.0	2.0	0.0	3.0	2.0	0.0	11.0
Plummer_NP0_plummer	0.0	2.0	6.0	0.0	0.0	1.0	1.0	1.0	0.0	11.0
cheerful_AJ0_cheerful	1.0	2.0	1.0	0.0	2.0	3.0	2.0	0.0	0.0	11.0
Come_VVB_come	0.0	2.0	1.0	1.0	7.0	0.0	0.0	0.0	0.0	11.0
soon_AV0_soon	1.0	0.0	1.0	1.0	4.0	1.0	2.0	1.0	0.0	11.0
thing_NN1_thing	3.0	1.0	2.0	2.0	1.0	0.0	0.0	2.0	0.0	11.0
dead_AJ0_dead	2.0	1.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	11.0
itself_PNX_itself	5.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	10.0
already_AV0_already	0.0	0.0	2.0	5.0	1.0	1.0	1.0	0.0	0.0	10.0
three_CRD_three	1.0	2.0	0.0	2.0	2.0	0.0	1.0	2.0	0.0	10.0
find_VVI_find	1.0	2.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0	10.0
mistress_NN1_mistress	4.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	10.0
laughing_VVG_laugh|laughing	2.0	1.0	1.0	0.0	3.0	2.0	0.0	1.0	0.0	10.0
reason_NN1_reason	3.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	10.0
open_AJ0_open	2.0	3.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	10.0
mine_PNP_mine	0.0	3.0	0.0	2.0	2.0	0.0	2.0	1.0	0.0	10.0
running_VVG_run|running	1.0	1.0	1.0	1.0	0.0	5.0	0.0	1.0	0.0	10.0
hear_VVI_hear	1.0	0.0	1.0	3.0	0.0	1.0	2.0	2.0	0.0	10.0
minutes_NN2_minute	3.0	0.0	0.0	0.0	1.0	1.0	1.0	4.0	0.0	10.0
Ah_ITJ_ah	0.0	3.0	0.0	2.0	2.0	1.0	1.0	1.0	0.0	10.0
smile_NN1_smile	1.0	2.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	10.0
heard_VVN_hear	1.0	0.0	0.0	1.0	3.0	2.0	1.0	2.0	0.0	10.0
Mr._NP0_mr.	0.0	1.0	0.0	1.0	4.0	1.0	0.0	3.0	0.0	10.0
point_NN1_point	2.0	0.0	0.0	3.0	3.0	1.0	0.0	1.0	0.0	10.0
song_NN1_song	6.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	10.0
hear_VVB_hear	0.0	0.0	1.0	1.0	0.0	2.0	2.0	4.0	0.0	10.0
heard_VVD_hear	2.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0	10.0
Mary_NP0_mary	0.0	0.0	2.0	0.0	2.0	0.0	6.0	0.0	0.0	10.0
no_AV0_no	0.0	1.0	1.0	0.0	3.0	0.0	1.0	4.0	0.0	10.0
sake_NN1_sake	2.0	1.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0	10.0
Chirp_NP0_Chirp	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	10.0
thoughts_NN2_thought	1.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	10.0
turning_VVG_turn|turning	0.0	1.0	4.0	2.0	0.0	0.0	2.0	1.0	0.0	10.0
told_VVD_tell|told	0.0	1.0	1.0	2.0	0.0	0.0	4.0	2.0	0.0	10.0
true_AJ0_true	2.0	0.0	2.0	1.0	1.0	0.0	3.0	1.0	0.0	10.0
no_ITJ_no	2.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	10.0
nature_NN1_nature	0.0	2.0	0.0	1.0	1.0	3.0	2.0	1.0	0.0	10.0
observed_VVD_observe	0.0	2.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	10.0
beautiful_AJ0_beautiful	1.0	2.0	3.0	0.0	1.0	3.0	0.0	0.0	0.0	10.0
pleasant_AJ0_pleasant	3.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	10.0
chirp_NN1_chirp	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
pretty_AJ0_pretty	2.0	2.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	10.0
busy_AJ0_busy	3.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	10.0
window_NN1_window	3.0	0.0	1.0	0.0	1.0	5.0	0.0	0.0	0.0	10.0
Did_VDD_do	1.0	2.0	1.0	0.0	0.0	1.0	4.0	1.0	0.0	10.0
look_VVI_look	1.0	4.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	10.0
replied_VVD_reply	0.0	4.0	0.0	3.0	1.0	0.0	1.0	1.0	0.0	10.0
Very_AV0_very	2.0	5.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	10.0
very_AJ0_very	5.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	9.0
purpose_NN1_purpose	0.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	0.0	9.0
married_VVN_married|marry	0.0	2.0	0.0	3.0	1.0	1.0	1.0	1.0	0.0	9.0
foot_NN1_foot	1.0	1.0	0.0	1.0	0.0	2.0	3.0	1.0	0.0	9.0
getting_VVG_get	3.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	9.0
For_PRP_for	1.0	1.0	3.0	1.0	1.0	1.0	1.0	0.0	0.0	9.0
ear_NN1_ear	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	9.0
taking_VVG_take|taking	2.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	9.0
found_VVD_find	1.0	2.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	9.0
dark_AJ0_dark	1.0	1.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	9.0
music_NN1_music	1.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	1.0	9.0
His_DPS_he	0.0	2.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0	9.0
really_AV0_really	1.0	1.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	9.0
party_NN1_party	0.0	0.0	0.0	2.0	1.0	1.0	1.0	4.0	0.0	9.0
fellow_NN1_fellow	2.0	1.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	9.0
Dots_NN2_dot	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
doubt_NN1_doubt	2.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	9.0
arms_NN2_arm	2.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0	9.0
best_AJS_good	1.0	2.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	9.0
certainly_AV0_certainly	1.0	2.0	3.0	0.0	1.0	0.0	1.0	1.0	0.0	9.0
please_AV0_please	0.0	1.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	9.0
little_AV0_little	2.0	2.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	9.0
love_VVI_love	2.0	0.0	0.0	1.0	0.0	0.0	1.0	5.0	0.0	9.0
nearly_AV0_nearly	1.0	4.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	9.0
where_CJS_where	2.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	9.0
sight_NN1_sight	0.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	0.0	9.0
work_NN1_work	0.0	1.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	9.0
indeed_AV0_indeed	0.0	1.0	0.0	4.0	1.0	0.0	2.0	1.0	0.0	9.0
each_DT0_each	3.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	9.0
legs_NN2_leg	4.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	9.0
slow_AJ0_slow	3.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	9.0
coat_NN1_coat	1.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	9.0
Tackleton_NN1_tackleton	0.0	3.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	9.0
long_AV0_long	1.0	2.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	9.0
deal_NN1_deal	2.0	0.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	9.0
sometimes_AV0_sometimes	0.0	0.0	0.0	1.0	4.0	0.0	1.0	2.0	0.0	8.0
gentle_AJ0_gentle	2.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	8.0
boy_NN1_boy	3.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	8.0
everybody_PNI_everybody	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	8.0
about_AVP_about	1.0	4.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	8.0
joy_NN1_joy	0.0	0.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	8.0
low_AJ0_low	1.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	8.0
asleep_AJ0_asleep	1.0	1.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	8.0
'_POS_'	1.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0
ha_ITJ_ha	1.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0
possible_AJ0_possible	2.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	8.0
precious_AJ0_precious	3.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	8.0
left_VVN_leave|left	1.0	1.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	8.0
tears_NN2_tear	0.0	0.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	8.0
power_NN1_power	1.0	2.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	8.0
hope_VVB_hope	2.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0
come_VVB_come	1.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	8.0
wonder_NN1_wonder	1.0	0.0	1.0	1.0	1.0	4.0	0.0	0.0	0.0	8.0
Nothing_PNI_nothing	2.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	8.0
taken_VVN_take|taken	2.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	8.0
sing_VVI_sing	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
under_PRP_under	1.0	0.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	8.0
weather_NN1_weather	4.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	8.0
sharp_AJ0_sharp	2.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	8.0
hour_NN1_hour	0.0	0.0	0.0	3.0	2.0	1.0	0.0	2.0	0.0	8.0
glass_NN1_glass	1.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	8.0
so_CJS_so	2.0	1.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	8.0
hum_ITJ_hum	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
Fairies_NN2_fairy	0.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	0.0	8.0
far_AV0_far	0.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	8.0
till_CJS_till	0.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	8.0
soul_NN1_soul	0.0	1.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	8.0
alone_AV0_alone	0.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	8.0
marriage_NN1_marriage	1.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	0.0	8.0
bed_NN1_bed	0.0	0.0	3.0	2.0	0.0	2.0	1.0	0.0	0.0	8.0
strange_AJ0_strange	0.0	0.0	4.0	0.0	2.0	1.0	1.0	0.0	0.0	8.0
come_VVN_come	0.0	1.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	8.0
Never_AV0_never	0.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	8.0
whom_PNQ_whom	0.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	8.0
saying_VVG_say|saying	0.0	0.0	1.0	4.0	1.0	1.0	0.0	1.0	0.0	8.0
high_AJ0_high	0.0	0.0	4.0	1.0	2.0	0.0	0.0	1.0	0.0	8.0
Dolls_NN2_doll	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
called_VVD_call|called	0.0	2.0	0.0	1.0	3.0	0.0	1.0	1.0	0.0	8.0
immediately_AV0_immediately	0.0	0.0	1.0	1.0	3.0	2.0	1.0	0.0	0.0	8.0
box_NN1_box	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
drew_VVD_draw	0.0	1.0	0.0	1.0	4.0	1.0	1.0	0.0	0.0	8.0
though_AV0_though	0.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	8.0
set_VVD_set	1.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	8.0
part_NN1_part	0.0	2.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	8.0
new_AJ0_new	2.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0
innocent_AJ0_innocent	0.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	7.0
Where_AVQ_where	1.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	7.0
got_VVD_get	3.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0
why_AVQ_why	0.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	7.0
pretty_AV0_pretty	1.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0
There_AV0_there	1.0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	7.0
to-night_AV0_to-night	4.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	7.0
look_NN1_look	0.0	1.0	1.0	3.0	0.0	1.0	0.0	1.0	0.0	7.0
red_AJ0_red	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	7.0
muttered_VVD_mutter|muttered	0.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	7.0
doing_VDG_do	1.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	7.0
Poor_AJ0_poor	1.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	7.0
free_AJ0_free	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	7.0
both_DT0_both	1.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	7.0
brought_VVN_bring	0.0	0.0	0.0	3.0	2.0	1.0	0.0	1.0	0.0	7.0
glad_AJ0_glad	0.0	0.0	3.0	2.0	1.0	0.0	0.0	1.0	0.0	7.0
expression_NN1_expression	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	7.0
end_NN1_end	2.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	7.0
let_VVB_let	1.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	7.0
afraid_AJ0_afraid	0.0	0.0	0.0	2.0	1.0	1.0	2.0	1.0	0.0	7.0
